CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,alpha
0.004310039393185084,0.028699306000113563,0.01933695871244696,0.028260843138296778,0.020882740988090513,0.027177928698821168,-11.568062258844899
-0.007054302442037716,0.03603923375681462,0.0048930210325869705,0.032500454158528064,0.002254689467400853,0.03250684102112148,-6.099538727239071
-0.015381169971655168,0.03717145219045598,-0.010119488664878116,0.034199665537378326,-0.006045871934274696,0.03187386928945628,-2.000134057834593
-0.009527237573737427,0.03258227092278363,-0.047196944535588925,0.02884737027882643,0.013818942488686857,0.0280588394174328,-1.335284952532832
-0.02583226357860637,0.022484454172596948,0.030485088205194837,0.02842838538894572,0.01411360806376746,0.02105612869331838,3.0810501799110823
-0.021849066816525008,0.015645006908406055,0.010585362480771182,0.014515916095534369,0.023846888841909386,0.013147411067869841,5.412567235248224
-0.030810595440715263,0.026656226867351553,0.05016550706712872,0.030839598567949735,0.01931174995599558,0.02299038974941514,7.349872840866281
-0.022789708175993892,0.030224035077201047,0.031736843780535026,0.03384514788582518,0.026902246829476364,0.02435512183713448,9.381884340468558
-0.02222040799989995,0.03346098942196851,0.02384185442486602,0.041647898437071784,0.018386564472842135,0.028025545627769207,11.463863696373238
-0.009394698720188156,0.03152077825176276,0.06783470324822434,0.04453813865675015,0.007903431161478078,0.028018587775283398,12.460518538608163
-0.010899793536113832,0.031215926385268395,0.01900268546834493,0.04365983270547322,0.020056523161436704,0.027309675478972385,13.351849275241163
-0.0150921214642231,0.03216318123703299,0.04730409112899637,0.05206805547234651,0.009978542477103586,0.02848610830516775,14.539762903730228
-0.00011340429677231561,0.027685485343775025,0.08500235229803733,0.0518597446938309,0.0025316680291310374,0.025373477764632092,16.225097841412495
-0.008604523316614956,0.032520957390109344,0.04032431363675984,0.04699562987274388,0.039005240720939846,0.028938852682230645,18.29734623730859
-0.014810648794010919,0.0355487235483263,0.09854619771380274,0.050240837571496444,0.004825718252100853,0.0314948818234675,20.225009454727424
-0.03263920122445376,0.03421470183581006,0.055332995155281284,0.03817749930999499,-0.002327877182454194,0.04030061919930069,23.03126495308419
-0.028825385713031247,0.030724471719441957,0.07875488342114943,0.04327796787782915,0.00042878669435542554,0.024779530313909233,24.542486513693095
