CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci,alpha
-0.13918476040931727,0.023382796338412667,0.007608997895999473,0.032555986218450225,0.15124829716048038,0.022400434567835994,-19.950177965526205
-0.10266651276340968,0.025004073768582546,0.11432366171295162,0.03837250816727926,0.12712387011778223,0.029571321723706637,-13.962871308478643
-0.044582523615066684,0.028940250188858773,0.1326362170791198,0.03888261590568468,0.15483061549160462,0.02960078240433585,-11.984585994418914
-0.09350097379095648,0.02606045371991778,0.1227590002235103,0.036135921866315354,0.07260497648118013,0.027719162555441608,-9.962186102076572
-0.08717250782494733,0.028995113913508987,0.1453603402163389,0.03935537889848779,0.048939479954771194,0.028207361672326937,-7.960146434319843
-0.04559025325978735,0.028411160249808463,0.11403186695988046,0.04236010249154546,0.07870625420676011,0.02493580413178634,-5.967927587111804
-0.02575504448135786,0.028133887006665474,0.07823671612729026,0.04428544592174987,0.07292445256009553,0.02756634422964096,-3.973921685800615
-0.003065316990706657,0.03097277293557204,0.06769553533489382,0.0424632374852895,0.07707608579213707,0.02781451262827766,-1.9908930704129555
-0.009394698720188156,0.03152077825176276,0.06783470324822434,0.04453813865675015,0.007903431161478078,0.028018587775283398,0.006018639838258339
-0.027523994283784246,0.03295645366859983,0.10448475856555764,0.042124900701380794,-0.06983383137889097,0.02861189569521756,2.0094848633464295
-0.011299173504533171,0.0321603795235286,0.12764973999888238,0.03938858133435652,-0.08524199447572507,0.02901444893383545,3.997547107103696
0.041300422527110775,0.02862637049557976,0.1280981544893449,0.040200581950974874,-0.04227393798573192,0.028557163240751724,5.96989109653233
0.11810946473143749,0.0267860169947592,0.1792475499108016,0.03487939868297332,-0.013528636388563482,0.02244367975923569,7.944222599916081
0.06247993925091219,0.02421907601516811,0.15734509312409012,0.03295472630933557,-0.060523406021250475,0.023632597318832806,9.978616321466973
0.06433075666977886,0.02311056809399158,0.15195311697421807,0.03290593214529251,-0.10647102659045368,0.023433894114854324,11.984273892034206
0.07302265368763673,0.024517043651784413,0.1486858510588504,0.036804277534201575,-0.1378899835717721,0.025674521623482934,13.984228792637635
0.14451518795189458,0.023978814634790232,0.10154274423352114,0.02673302420748145,-0.17472321921445508,0.02256757692405586,19.966889954674343
