alpha,beta,CL,CL_ci,CD,CD_ci,CS,CS_ci,CMx,CMx_ci,CMy,CMy_ci,CMz,CMz_ci
12.5,-19.950177965526205,0.8389819369587569,0.010512431660821138,0.2288318717430884,0.009036565907260678,-0.10926004555706494,0.008110565145668156,-0.13918476040931727,0.023382796338412667,0.007608997895999473,0.032555986218450225,0.15124829716048038,0.022400434567835994
12.5,-13.962871308478643,0.877394181178032,0.01279498307188092,0.19069362698929673,0.013000910673620037,-0.08142346192689821,0.010195284111974947,-0.10266651276340968,0.025004073768582546,0.11432366171295162,0.03837250816727926,0.12712387011778223,0.029571321723706637
12.5,-11.984585994418914,0.8669027983005656,0.013292408593805134,0.20047227474654947,0.014118364077553307,-0.033803014465258865,0.010568941682095002,-0.044582523615066684,0.028940250188858773,0.1326362170791198,0.03888261590568468,0.15483061549160462,0.02960078240433585
12.5,-9.962186102076572,0.8941499935549997,0.01295305280419159,0.19271739428128287,0.013890902391910749,-0.0829261240220353,0.010273790514469075,-0.09350097379095648,0.02606045371991778,0.1227590002235103,0.036135921866315354,0.07260497648118013,0.027719162555441608
12.5,-7.960146434319843,0.8665152415447341,0.013157295125787564,0.18473600031269624,0.014969734951942145,-0.08739912867500123,0.009641887208934042,-0.08717250782494733,0.028995113913508987,0.1453603402163389,0.03935537889848779,0.048939479954771194,0.028207361672326937
12.5,-5.967927587111804,0.9028555766280272,0.01367501877154591,0.19806326813541228,0.015903693180481744,-0.07033501000711782,0.009670037966489521,-0.04559025325978735,0.028411160249808463,0.11403186695988046,0.04236010249154546,0.07870625420676011,0.02493580413178634
12.5,-3.973921685800615,0.925890458954567,0.014463729337635955,0.19130596801182803,0.01596965814119644,-0.057189912607342526,0.009814876906165868,-0.02575504448135786,0.028133887006665474,0.07823671612729026,0.04428544592174987,0.07292445256009553,0.02756634422964096
12.5,-1.9908930704129555,0.9264049492134235,0.015478908445309322,0.18964108127633267,0.018493104614098425,-0.019971555800051426,0.010114147444868611,-0.003065316990706657,0.03097277293557204,0.06769553533489382,0.0424632374852895,0.07707608579213707,0.02781451262827766
12.5,0.006018639838258339,0.9338668209191546,0.01587750602832439,0.19296162378225148,0.016936888197483277,-0.013198916300087366,0.010479998928274403,-0.009394698720188156,0.03152077825176276,0.06783470324822434,0.04453813865675015,0.007903431161478078,0.028018587775283398
12.5,2.0094848633464295,0.9195575912104534,0.014083307882746041,0.18570227726366142,0.015117925995964055,-0.020800366991807564,0.01104393330553635,-0.027523994283784246,0.03295645366859983,0.10448475856555764,0.042124900701380794,-0.06983383137889097,0.02861189569521756
12.5,3.997547107103696,0.9172746649393639,0.014982732979344614,0.1738580672922739,0.01769815068023769,0.005379210070952157,0.010089797365083917,-0.011299173504533171,0.0321603795235286,0.12764973999888238,0.03938858133435652,-0.08524199447572507,0.02901444893383545
12.5,5.96989109653233,0.9539759729137754,0.015370702522261774,0.16208314101527208,0.02124405898041848,0.06602902108064776,0.01074169833711321,0.041300422527110775,0.02862637049557976,0.1280981544893449,0.040200581950974874,-0.04227393798573192,0.028557163240751724
12.5,7.944222599916081,1.0061179306433836,0.010837935241264824,0.1113222498556425,0.01027277463477343,0.12232020106342958,0.00889570096196074,0.11810946473143749,0.0267860169947592,0.1792475499108016,0.03487939868297332,-0.013528636388563482,0.02244367975923569
12.5,9.978616321466973,0.8439740435800601,0.011365030678061805,0.18179028041337286,0.010635654620048243,0.0468945460652596,0.008553952752862552,0.06247993925091219,0.02421907601516811,0.15734509312409012,0.03295472630933557,-0.060523406021250475,0.023632597318832806
12.5,11.984273892034206,0.8491648715735955,0.011645372133727063,0.18721282618394883,0.009763280630134825,0.03448745702429597,0.00813554565837993,0.06433075666977886,0.02311056809399158,0.15195311697421807,0.03290593214529251,-0.10647102659045368,0.023433894114854324
12.5,13.984228792637635,0.8303724781855907,0.012955285139438907,0.19521421394140687,0.009309429139102399,0.03458636029422402,0.010246626789327867,0.07302265368763673,0.024517043651784413,0.1486858510588504,0.036804277534201575,-0.1378899835717721,0.025674521623482934
12.5,19.966889954674343,0.778371261186768,0.008796856833471992,0.21185214307751102,0.007808200969308317,0.07261054468942975,0.008217489683777739,0.14451518795189458,0.023978814634790232,0.10154274423352114,0.02673302420748145,-0.17472321921445508,0.02256757692405586
