alpha,Cl,Cd,Cm
-40.0,-1.2317604463,0.3601740155,0.1949186561
-39.0,-1.2237767211,0.357490698,0.1922131304
-38.0,-1.2142503756,0.3541830845,0.1891856377
-37.0,-1.2032162824,0.3502724299,0.1858474473
-36.0,-1.1907102171,0.3457844397,0.182210616
-35.0,-1.1767694781,0.3407499852,0.1782884615
-34.0,-1.1614355225,0.3352068362,0.1740962946
-33.0,-1.1447583632,0.3292020831,0.1696521442
-32.0,-1.1268001142,0.3227936274,0.1649769703
-31.0,-1.1076332381,0.3160480408,0.1600939942
-30.0,-1.087332605,0.309033087,0.1550272566
-29.0,-1.0659678622,0.3018066372,0.1497994526
-28.0,-1.0435954545,0.2944078267,0.1444278992
-27.0,-1.0202295682,0.2868609333,0.1389172523
-26.0,-0.9957938424,0.279192555,0.1332521181
-25.0,-0.9701262506,0.2714268516,0.1273999506
-24.0,-0.9430936813,0.2635391183,0.1213324007
-23.0,-0.9147165607,0.2554312511,0.115056022
-22.0,-0.8851558249,0.2469767959,0.1086251233
-21.0,-0.8546040152,0.2380994841,0.1021205676
-20.0,-0.8232258908,0.2288276236,0.0956159212
-19.0,-0.791144229,0.2146768796,0.0891596853
-18.0,-0.7584035801,0.2005261357,0.0827777346
-17.0,-0.7249464963,0.1863753917,0.0764856493
-16.0,-0.6906438664,0.1722246477,0.0703007478
-15.0,-0.6553440393,0.1580739037,0.0642453138
-14.0,-0.6055798887,0.1439231597,0.0583330569
-13.0,-0.5558157381,0.1297724157,0.0525404127
-12.0,-0.5060515875,0.1156216717,0.0467888456
-11.0,-0.4562874369,0.1014709277,0.0409855791
-10.0,-0.4065232863,0.0873201837,0.0351428786
-9.0,-0.3567591357,0.0775681155,0.0294908131
-8.0,-0.3069949851,0.0688425808,0.0243038481
-7.0,-0.2572308345,0.0611435796,0.0195973685
-6.0,-0.2074666839,0.0544711118,0.0157111398
-5.0,-0.1577025333,0.0488251776,0.0122068371
-4.0,-0.1079383827,0.0442057769,-0.0007469688
-3.0,-0.0581742322,0.0406129096,-0.0164221862
-2.0,-0.0084100816,0.0380465759,-0.0252975912
-1.0,0.041354069,0.0365067757,-0.0348589246
0.0,0.0911182196,0.0359935089,-0.0425955888
1.0,0.2847162589,0.0365067757,-0.0481478863
2.0,0.4749703048,0.0380465759,-0.0513812209
3.0,0.6595831765,0.0406129096,-0.05291288
4.0,0.8362576927,0.0442057769,-0.0530373946
5.0,1.0026966723,0.0488251776,-0.0517828329
6.0,1.1566029343,0.0544711118,-0.0493867745
7.0,1.2956792975,0.0611435796,-0.0463479644
8.0,1.4176285808,0.0688425808,-0.0430737458
9.0,1.5201536032,0.0775681155,-0.040384055
10.0,1.6009571835,0.0873201837,-0.0378199422
11.0,1.6577421406,0.0980987854,-0.0349201441
12.0,1.6882112934,0.1099039206,-0.0327217618
13.0,1.6900674608,0.1227355893,-0.0281035866
14.0,1.6610134617,0.1365937915,-0.0217271442
15.0,1.5987521151,0.1514785272,-0.0220812971
16.0,1.5009862397,0.1673897964,-0.0281360251
17.0,1.3654186545,0.1843275991,-0.0356466347
18.0,1.1897521785,0.2022919353,-0.0627018919
19.0,1.1974088736,0.2121248356,-0.1111736001
20.0,1.2050655687,0.2219577359,-0.1313457496
21.0,1.2127222638,0.2317906362,-0.1433179802
22.0,1.2203789589,0.2416235365,-0.1513698404
23.0,1.228035654,0.2514564368,-0.157873296
24.0,1.235692349,0.2612893371,-0.1639628257
25.0,1.2433490441,0.2711222374,-0.1699748123
26.0,1.2510057392,0.2809551377,-0.1760384476
27.0,1.2586624343,0.290788038,-0.1822173157
28.0,1.2663191294,0.3006209383,-0.1885201288
29.0,1.2853599159,0.3104538386,-0.1949057938
30.0,1.3041135257,0.3202867389,-0.2012810656
31.0,1.3220111632,0.3301196392,-0.2075232552
32.0,1.3387589618,0.3399525395,-0.2135298461
33.0,1.3548029466,0.3497854398,-0.2192619411
34.0,1.370072164,0.3610264854,-0.224650914
35.0,1.3840011414,0.3724663273,-0.2296031882
36.0,1.3963489972,0.3830888717,-0.2340782072
37.0,1.4070594169,0.3924988629,-0.2380754002
38.0,1.4161346988,0.4005396561,-0.241608504
39.0,1.4235932665,0.4071501465,-0.2446938507
40.0,1.4294563761,0.4123466384,-0.2473466206
