alpha,Cl,Cd,Cm
-40.0,-1.1265046477,0.3447944293,0.1739769891
-39.0,-1.1181735747,0.3423563481,0.1712812168
-38.0,-1.1083502789,0.3392803912,0.1682720673
-37.0,-1.0970672279,0.3355833945,0.1649688262
-36.0,-1.0843490087,0.331290197,0.1613932238
-35.0,-1.0702151543,0.3264323702,0.1575691494
-34.0,-1.0546841053,0.3210478022,0.1535223387
-33.0,-1.0377787862,0.3151813462,0.1492798162
-32.0,-1.0195336799,0.3088867207,0.1448687569
-31.0,-1.0000009137,0.3022294479,0.140314473
-30.0,-0.9792486948,0.2952892384,0.1356376537
-29.0,-0.9573456132,0.2881581602,0.1308515621
-28.0,-0.9343376043,0.280930886,0.1259597198
-27.0,-0.9102394319,0.2736872671,0.1209539639
-26.0,-0.8850510817,0.2664715912,0.115813929
-25.0,-0.8587806178,0.2592756269,0.1105124373
-24.0,-0.83144647,0.2520345023,0.1050310992
-23.0,-0.80304374,0.2446412156,0.0993790326
-22.0,-0.7734973412,0.2369801851,0.0935981319
-21.0,-0.7426670763,0.2289740507,0.0877509878
-20.0,-0.7104156774,0.2206218675,0.0819026614
-19.0,-0.6766649322,0.2060784785,0.0761053815
-18.0,-0.6413945026,0.1915350895,0.0703905531
-17.0,-0.6046103107,0.1769917005,0.064770198
-16.0,-0.5663171941,0.1624483115,0.0592454651
-15.0,-0.5265080408,0.1479049225,0.0538169361
-14.0,-0.4822399305,0.1333615335,0.048493016
-13.0,-0.4379718202,0.1188181445,0.0432988563
-12.0,-0.3937037098,0.1042747556,0.0382997772
-11.0,-0.3494355995,0.0897313666,0.033550144
-10.0,-0.3051674892,0.0751879776,0.0278324514
-9.0,-0.2608993788,0.0686535294,0.013545125
-8.0,-0.2166312685,0.0628069179,-0.0040714256
-7.0,-0.1723631582,0.057648143,-0.008641381
-6.0,-0.1280950478,0.0531772048,-0.0103372406
-5.0,-0.0838269375,0.0493941032,-0.0121665888
-4.0,-0.0395588272,0.0462988383,-0.015378417
-3.0,0.0047092832,0.04389141,-0.0218492673
-2.0,0.0489773935,0.0421718184,-0.0313130992
-1.0,0.0932455038,0.0411400634,-0.042346025
0.0,0.1375136141,0.0407961451,-0.0532372223
1.0,0.3248931532,0.0411400634,-0.0624158378
2.0,0.5092204295,0.0421718184,-0.0688862504
3.0,0.6886828861,0.04389141,-0.0727767047
4.0,0.8614679661,0.0462988383,-0.0749609596
5.0,1.0257631124,0.0493941032,-0.0758116865
6.0,1.1797557682,0.0531772048,-0.0752023051
7.0,1.3216333763,0.057648143,-0.0733625554
8.0,1.44958338,0.0628069179,-0.0708654885
9.0,1.5617932221,0.0686535294,-0.0683670866
10.0,1.6564503457,0.0751879776,-0.066289144
11.0,1.7317421939,0.0824102624,-0.064112611
12.0,1.7858562096,0.0903203839,-0.0615602612
13.0,1.8169798359,0.098918342,-0.0576319928
14.0,1.8233005158,0.1082041368,-0.0537209524
15.0,1.8030056924,0.1181777682,-0.0467789631
16.0,1.7542828087,0.1288392363,-0.0408621656
17.0,1.6753193076,0.140188541,-0.0489682244
18.0,1.5643026323,0.1522256824,-0.062478124
19.0,1.5643817557,0.1640222051,-0.0813419962
20.0,1.5644608792,0.1758187279,-0.1014591809
21.0,1.5645400027,0.1876152507,-0.1118729202
22.0,1.5646191261,0.1994117735,-0.1183097732
23.0,1.5646982496,0.2112082962,-0.1243962515
24.0,1.5647773731,0.223004819,-0.1302312394
25.0,1.5648564966,0.2348013418,-0.1355836682
26.0,1.56493562,0.2465978645,-0.1406237578
27.0,1.5650147435,0.2583943873,-0.1458923658
28.0,1.565093867,0.2701909101,-0.152713866
29.0,1.5507213946,0.2819874329,-0.1645096513
30.0,1.5081483018,0.2937839556,-0.1812099415
31.0,1.4715867213,0.3055804784,-0.197343114
32.0,1.4602939482,0.3173770012,-0.209860036
33.0,1.4678828388,0.3291735239,-0.2191602034
34.0,1.4825588242,0.3370851763,-0.2264985438
35.0,1.4977887317,0.3430182381,-0.2326872085
36.0,1.5115223953,0.3485541753,-0.2380789011
37.0,1.5234246322,0.3538500968,-0.2428193621
38.0,1.5335538921,0.3587101205,-0.2469802233
39.0,1.5419980106,0.3629329264,-0.2506039954
40.0,1.5488195916,0.3663810324,-0.2537188751
