alpha,Cl,Cd,Cm
-40.0,-1.1479024188,0.3471983836,0.1785553777
-39.0,-1.1396701808,0.3447212263,0.1758282253
-38.0,-1.1299570177,0.3416070214,0.1727887603
-37.0,-1.1187852156,0.3378740684,0.1694547309
-36.0,-1.1061714865,0.3335472011,0.1658458354
-35.0,-1.0921296728,0.3286575991,0.1619837968
-34.0,-1.0766750578,0.3232432833,0.1578924474
-33.0,-1.0598304788,0.317350322,0.1535975303
-32.0,-1.041633679,0.3110346336,0.1491257605
-31.0,-1.0221429424,0.3043639409,0.1445027332
-30.0,-1.0014345191,0.2974186404,0.1397498965
-29.0,-0.9795875875,0.2902887152,0.1348817598
-28.0,-0.9566660533,0.2830625953,0.1299042713
-27.0,-0.9327126003,0.2758075493,0.1248134474
-26.0,-0.9077516571,0.2685509327,0.1195936054
-25.0,-0.881787534,0.2612745939,0.1142198989
-24.0,-0.854796922,0.2539217965,0.1086724452
-23.0,-0.8267161752,0.2464074622,0.1029573008
-22.0,-0.7974326044,0.2386344302,0.0971152779
-21.0,-0.7668136818,0.230529471,0.0912096402
-20.0,-0.7347694907,0.2220890597,0.0853042506
-19.0,-0.7012859425,0.2074656166,0.0794469967
-18.0,-0.6664004885,0.1928421735,0.0736654453
-17.0,-0.6301576164,0.1782187305,0.0679732992
-16.0,-0.5925825644,0.1635952874,0.0623809841
-15.0,-0.5536689051,0.1489718443,0.0569029628
-14.0,-0.5081609371,0.1343484012,0.0515541961
-13.0,-0.4626529691,0.1197249582,0.0463349906
-12.0,-0.4171450011,0.1051015151,0.0412380652
-11.0,-0.3716370332,0.090478072,0.0363248586
-10.0,-0.3261290652,0.075854629,0.031678945
-9.0,-0.2806210972,0.0688958844,0.0255071151
-8.0,-0.2351131292,0.0626696393,0.0093636842
-7.0,-0.1896051612,0.0571758935,-0.0049895618
-6.0,-0.1440971932,0.0524146473,-0.0072422204
-5.0,-0.0985892253,0.0483859004,-0.0091251628
-4.0,-0.0530812573,0.045089653,-0.0130686282
-3.0,-0.0075732893,0.042525905,-0.0203220629
-2.0,0.0379346787,0.0406946564,-0.0300765268
-1.0,0.0834426467,0.0395959073,-0.0410168454
0.0,0.1289506147,0.0392296575,-0.051541096
1.0,0.3169062644,0.0395959073,-0.0600812434
2.0,0.5017896611,0.0406946564,-0.0658315718
3.0,0.6817150776,0.042525905,-0.0691780229
4.0,0.8547967863,0.045089653,-0.0708955378
5.0,1.0191490599,0.0483859004,-0.071156423
6.0,1.1728861709,0.0524146473,-0.0700068809
7.0,1.314122392,0.0571758935,-0.0679132307
8.0,1.4409719958,0.0626696393,-0.0655765355
9.0,1.5515492549,0.0688958844,-0.0635890923
10.0,1.6439684419,0.075854629,-0.0618219288
11.0,1.7163438294,0.083545873,-0.0600315861
12.0,1.7667896899,0.0919696164,-0.0566890314
13.0,1.7934202962,0.1011258592,-0.0516665004
14.0,1.7943499208,0.1110146015,-0.0463056122
15.0,1.7676928362,0.1216358432,-0.0403193187
16.0,1.7115633152,0.1329895844,-0.0466592671
17.0,1.6240756303,0.145075825,-0.0608839725
18.0,1.5033440541,0.157894565,-0.0771680054
19.0,1.4993471734,0.1696456741,-0.0928251271
20.0,1.4953502928,0.1813967832,-0.1019063306
21.0,1.4913534122,0.1931478924,-0.106982006
22.0,1.4873565315,0.2048990015,-0.1123560834
23.0,1.4833596509,0.2166501106,-0.1182379256
24.0,1.4793627703,0.2284012198,-0.124016178
25.0,1.4753658896,0.2401523289,-0.1295845358
26.0,1.471369009,0.251903438,-0.1362299192
27.0,1.4673721284,0.2636545472,-0.1483840024
28.0,1.4633752477,0.2754056563,-0.1662281598
29.0,1.4185391863,0.2871567654,-0.1842776106
30.0,1.4032541023,0.2989078746,-0.1984277577
31.0,1.4123181128,0.3106589837,-0.208928464
32.0,1.4309214086,0.3224100928,-0.2171992421
33.0,1.4501086838,0.334161202,-0.2242062757
34.0,1.4671489082,0.3412141532,-0.2303680171
35.0,1.4817423101,0.3481834096,-0.2358527467
36.0,1.4940986193,0.3547409674,-0.2407411311
37.0,1.5044477893,0.3606248261,-0.2450792002
38.0,1.5129853305,0.3657241014,-0.2488978216
39.0,1.519887578,0.3700472133,-0.2522219394
40.0,1.5253070355,0.3736372756,-0.2550734874
