alpha,Cl,Cd,Cm
-40.0,-1.112024892,0.3432456071,0.1709563818
-39.0,-1.1036087816,0.3408255667,0.1682859892
-38.0,-1.0936816277,0.3377694153,0.1653012181
-37.0,-1.0822862777,0.3340911923,0.1620219868
-36.0,-1.0694551812,0.3298153142,0.1584711846
-35.0,-1.0552137219,0.3249741062,0.1546740757
-34.0,-1.0395840586,0.3196061341,0.1506576393
-33.0,-1.0225901355,0.3137558813,0.1464497156
-32.0,-1.0042643026,0.307475338,0.1420777269
-31.0,-0.9846538318,0.3008275349,0.1375667577
-30.0,-0.9638212223,0.2938902234,0.1329370494
-29.0,-0.941830811,0.2867553951,0.1282013513
-28.0,-0.9187246802,0.2795205161,0.1233623177
-27.0,-0.8945079407,0.272272229,0.1184099217
-26.0,-0.8691633254,0.2650662858,0.113321052
-25.0,-0.8426878309,0.2579062566,0.1080666749
-24.0,-0.8151126882,0.2507293682,0.1026291177
-23.0,-0.786468076,0.2434162672,0.0970198552
-22.0,-0.7567126645,0.2358336071,0.0912821694
-21.0,-0.7257128213,0.2278948711,0.0854781156
-20.0,-0.6933041243,0.2196009592,0.0796719974
-19.0,-0.6593608908,0.2052533839,0.0739166655
-18.0,-0.6238135623,0.1909058087,0.0682442869
-17.0,-0.586631861,0.1765582334,0.0626649141
-16.0,-0.5478063264,0.1622106582,0.0571743399
-15.0,-0.5073497668,0.1478630829,0.0517687318
-14.0,-0.4636590297,0.1335155077,0.0464637577
-13.0,-0.4199682925,0.1191679325,0.041317974
-12.0,-0.3762775554,0.1048203572,0.0364235201
-11.0,-0.3325868183,0.090472782,0.0314319735
-10.0,-0.2888960812,0.0761252067,0.0223196954
-9.0,-0.2452053441,0.0697811209,0.0026554296
-8.0,-0.201514607,0.0641048336,-0.0079009948
-7.0,-0.1578238699,0.0590963448,-0.0105856812
-6.0,-0.1141331327,0.0547556545,-0.0124531196
-5.0,-0.0704423956,0.0510827627,-0.0141395705
-4.0,-0.0267516585,0.0480776694,-0.01687517
-3.0,0.0169390786,0.0457403746,-0.0227511057
-2.0,0.0606298157,0.0440708784,-0.0319747367
-1.0,0.1043205528,0.0430691806,-0.0430269846
0.0,0.1480112899,0.0427352813,-0.0541392232
1.0,0.3347874938,0.0430691806,-0.0637416978
2.0,0.5185327677,0.0440708784,-0.0707159384
3.0,0.6975220686,0.0457403746,-0.0750055814
4.0,0.8700303533,0.0480776694,-0.0774577168
5.0,1.0343325789,0.0510827627,-0.0786552487
6.0,1.1887037023,0.0547556545,-0.0784615832
7.0,1.3314186802,0.0590963448,-0.0769323462
8.0,1.4607524698,0.0641048336,-0.0745378
9.0,1.5749800277,0.0697811209,-0.0718175324
10.0,1.6723763111,0.0761252067,-0.0693695979
11.0,1.7512162768,0.0831370911,-0.0670852744
12.0,1.8097748817,0.0908167739,-0.0643565073
13.0,1.8463270827,0.0991642552,-0.0608974327
14.0,1.8591478367,0.1081795351,-0.0567923772
15.0,1.8465121007,0.1178626135,-0.0509669141
16.0,1.8066948316,0.1282134903,-0.0421086646
17.0,1.7379709862,0.1392321657,-0.0447935034
18.0,1.6386155215,0.1509186396,-0.0549727432
19.0,1.6311902369,0.1617804534,-0.0694459339
20.0,1.6237649522,0.1726422672,-0.0922215293
21.0,1.6163396676,0.1835040811,-0.1110142864
22.0,1.6089143829,0.1943658949,-0.1204669667
23.0,1.6014890982,0.2052277087,-0.1277804885
24.0,1.5940638136,0.2160895226,-0.1342303059
25.0,1.5866385289,0.2269513364,-0.1399145204
26.0,1.5792132443,0.2378131502,-0.144968834
27.0,1.5717879596,0.248674964,-0.1497971584
28.0,1.5643626749,0.2595367779,-0.1549299882
29.0,1.5824613057,0.2703985917,-0.1610738823
30.0,1.5806785531,0.2812604055,-0.1705910083
31.0,1.5486438378,0.2921222193,-0.1851574635
32.0,1.512104043,0.3029840332,-0.200627704
33.0,1.4953939092,0.313845847,-0.2132025517
34.0,1.4978655577,0.3304264868,-0.2225564186
35.0,1.5093285276,0.3387576848,-0.2297535321
36.0,1.5225112216,0.3440217742,-0.2356734765
37.0,1.5345767814,0.3484703653,-0.2407431003
38.0,1.5448780359,0.3526082356,-0.2451397467
39.0,1.5534253019,0.3563508467,-0.2489449929
40.0,1.5603257647,0.359509152,-0.2522057804
