alpha,Cl,Cd,Cm
-40.0,-1.1161244582,0.3436679219,0.1718057919
-39.0,-1.1077326503,0.3412439862,0.169127743
-38.0,-1.0978365055,0.3381830614,0.1661355836
-37.0,-1.0864754899,0.3345002705,0.1628491152
-36.0,-1.0736795114,0.330220276,0.1592909389
-35.0,-1.059472049,0.3253751857,0.1554859515
-34.0,-1.0438739917,0.3200032977,0.1514607918
-33.0,-1.0269088154,0.314149112,0.1472430746
-32.0,-1.0086093695,0.3078650526,0.1428601534
-31.0,-0.989024306,0.3012148636,0.1383371721
-30.0,-0.9682178231,0.2942769384,0.1336944871
-29.0,-0.9462554152,0.2871434461,0.1289449661
-28.0,-0.9231797007,0.2799112627,0.1240914399
-27.0,-0.8989974603,0.2726653631,0.1191242908
-26.0,-0.8736958113,0.2654584441,0.1140210973
-25.0,-0.8472760183,0.2582904489,0.1087533905
-24.0,-0.8197677162,0.2510972093,0.1033034244
-23.0,-0.7911923187,0.2437623224,0.0976821019
-22.0,-0.7614985065,0.2361577733,0.0919323121
-21.0,-0.7305495959,0.2282003094,0.0861162504
-20.0,-0.6981881462,0.2198904623,0.0802985299
-19.0,-0.6643021193,0.2054733695,0.0745320041
-18.0,-0.6288367436,0.1910562767,0.0688487692
-17.0,-0.5917728047,0.1766391838,0.0632594605
-16.0,-0.553104492,0.162222091,0.0577611869
-15.0,-0.5128359423,0.1478049982,0.0523506835
-14.0,-0.4689494524,0.1333879054,0.0470401088
-13.0,-0.4250629626,0.1189708126,0.0418770791
-12.0,-0.3811764728,0.1045537198,0.0369545683
-11.0,-0.337289983,0.090136627,0.0321147931
-10.0,-0.2934034932,0.0757195342,0.0243413819
-9.0,-0.2495170034,0.0693627531,0.0055162143
-8.0,-0.2056305136,0.0636751069,-0.0070557985
-7.0,-0.1617440238,0.0586565955,-0.0100232091
-6.0,-0.117857534,0.0543072189,-0.0118501645
-5.0,-0.0739710442,0.0506269772,-0.0135792463
-4.0,-0.0300845543,0.0476158704,-0.0164465654
-3.0,0.0138019355,0.0452738984,-0.0224967762
-2.0,0.0576884253,0.0436010613,-0.0317962851
-1.0,0.1015749151,0.042597359,-0.0428490261
0.0,0.1454614049,0.0422627916,-0.0539023489
1.0,0.3323755053,0.042597359,-0.0633861341
2.0,0.5162537558,0.0436010613,-0.0702164273
3.0,0.695350039,0.0452738984,-0.0743889287
4.0,0.8679182374,0.0476158704,-0.0767678854
5.0,1.0322122336,0.0506269772,-0.0778752627
6.0,1.1864859101,0.0543072189,-0.0775643442
7.0,1.3289931494,0.0586565955,-0.0759396408
8.0,1.4579878342,0.0636751069,-0.0734999431
9.0,1.571723847,0.0693627531,-0.0708198031
10.0,1.6684550703,0.0757195342,-0.0684905726
11.0,1.7464353867,0.0827454502,-0.0662330393
12.0,1.8039186787,0.090440501,-0.0635832128
13.0,1.8391588289,0.0988046867,-0.0600026372
14.0,1.8504097198,0.1078380072,-0.0559297915
15.0,1.835925234,0.1175404625,-0.0498907914
16.0,1.7939592541,0.1279120528,-0.0413806903
17.0,1.7227656626,0.1389527779,-0.0455049352
18.0,1.620598342,0.1506626378,-0.0564682316
19.0,1.6152687381,0.1619717008,-0.0723403528
20.0,1.6099391342,0.1732807638,-0.0954676692
21.0,1.6046095303,0.1845898269,-0.1117913329
22.0,1.5992799264,0.1958988899,-0.1201442428
23.0,1.5939503225,0.2072079529,-0.1269658662
24.0,1.5886207186,0.2185170159,-0.1331420528
25.0,1.5832911147,0.229826079,-0.138680491
26.0,1.5779615108,0.241135142,-0.1436742931
27.0,1.572631907,0.252444205,-0.1485612099
28.0,1.5673023031,0.263753268,-0.153892055
29.0,1.5807473751,0.275062331,-0.1608319095
30.0,1.5664874514,0.2863713941,-0.1725237086
31.0,1.526069319,0.2976804571,-0.1886022434
32.0,1.4936931461,0.3089895201,-0.2036847684
33.0,1.4848104957,0.3202985831,-0.2152589344
34.0,1.4923642159,0.3332894248,-0.2238618516
35.0,1.5057451734,0.3402183161,-0.2306658488
36.0,1.5193244754,0.345325008,-0.2363926119
37.0,1.531368104,0.3500043387,-0.2413521485
38.0,1.5416232146,0.3544006046,-0.2456734942
39.0,1.5501731471,0.3583355867,-0.2494216704
40.0,1.5571089419,0.3616194482,-0.2526371562
