alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.1247963862531487,-8.263188570309638e-22,-0.4377847767021424,0.4377847767021424,0.1291313592352408,0.1247963862531487,0.5001829698287168,-0.3753865835755681,0.1247963862531487,-0.1247963862531487,-0.0897610291158303,-0.348023747586312,0.535181258476,6.15792693657857e-08,2.438676114107134e-07,3.5667870328205573e-09,9.472762697920114e-07,4.162982963281114e-11,5001,0.2215208223960164
-5.0,0.087112238217138,-7.077012485556013e-22,-0.34782266835971,0.34782266835971,0.0989276875147293,0.087112238217138,0.3913787874682791,-0.3042665492511409,0.087112238217138,-0.087112238217138,-0.0749836466651256,-0.2728390216945843,0.529384585888,1.695082500615356e-08,1.170155062071783e-07,1.932719707348576e-09,3.935173237206461e-07,2.93057494206019e-11,5001,0.2342663773392488
-2.0,0.0482024376775642,7.454218041584896e-23,0.0069860088059468,-0.0069860088059468,0.0304618887552512,0.0482024376775641,0.0171152100328353,0.0310872276447289,0.0482024376775641,-0.0482024376775641,0.0339548931582246,-0.0269688843522778,-5.49805510612,2.617009950428158e-09,4.2669623051728434e-08,3.2240503125425155e-10,6.201655805529417e-08,1.783049151874887e-11,854,0.2241000917664808
0.0,0.0391150115194519,4.652279710090204e-22,0.2328514740184679,-0.2328514740184679,-0.0102635766207953,0.0391150115194519,-0.2132939682587419,0.2524089797781939,0.0391150115194519,-0.0391150115194519,0.1061621603884385,0.1266893136300293,0.294077782475,2.089571346455174e-09,5.357339689689309e-08,2.8414307209523116e-10,7.901904081169105e-08,1.785933085823181e-11,967,0.2157051943791238
2.0,0.0332567756742054,1.1175729490392057e-21,0.5873823484317017,-0.5873823484317017,-0.0585833730501417,0.0332567756742054,-0.5707539605945989,0.6040107362688044,0.0332567756742054,-0.0332567756742054,0.2351078011657091,0.3522745472659925,0.349600220253,1.5365865873692959e-09,1.1204117692306294e-07,9.138872286143258e-10,8.629652293125009e-08,2.0045397135283208e-11,5001,0.2156410877642893
6.0,0.0221382291256061,2.1517950218930176e-21,1.1098721644497491,-1.1098721644497491,-0.0747740264981848,0.0221382291256061,-1.098803049886946,1.120941279012552,0.0221382291256061,-0.0221382291256061,0.4801620557266897,0.6297101087230593,0.317601125051,1.1723942041097567e-09,6.611057603214065e-08,7.696690755977366e-10,2.6624931861097456e-08,9.605147763076409e-12,654,0.2682881700370778
10.0,0.0328394166479028,2.776252106233249e-21,1.4491863882747698,-1.44918638827477,-0.071140028031633,0.0328394166479028,-1.4327666799508183,1.4656060965987214,0.0328394166479028,-0.0328394166479028,0.6534531661057518,0.7957332221690179,0.299648540432,2.4097807981977597e-09,3.055967529164306e-08,9.606766164543466e-10,1.722444092702622e-08,7.820633401145475e-12,522,0.3575038705224968
12.0,0.0613188881552907,2.52356148445857e-21,1.4728423849407524,-1.4728423849407524,-0.0912038900354658,0.0613188881552907,-1.4421829408631073,1.5035018290183977,0.0613188881552907,-0.0613188881552907,0.6452173024349103,0.8276250825058421,0.31275182576,2.0870499691302413e-09,3.720122675733284e-08,5.811757663779803e-10,1.7887300374973273e-08,6.123291643951368e-12,489,0.3784607413809927
14.0,0.1429276129396469,2.094958002000613e-21,1.1370097527347138,-1.1370097527347138,-0.1281201470917682,0.1429276129396469,-1.0655459462648904,1.2084735592045373,0.1429276129396469,-0.1429276129396469,0.4403847292755887,0.6966250234591251,0.36260210994,5.337670827260366e-09,2.5896016934124284e-08,9.43228777524887e-10,6.073643727879404e-08,9.425387547634952e-12,750,0.3507508502570002
16.0,0.2096497192941613,2.00578736606078e-21,1.0235034962162166,-1.0235034962162168,-0.1525262612177296,0.2096497192941613,-0.918678636569136,1.1283283558632975,0.2096497192941613,-0.2096497192941613,0.3592254868903787,0.6642780093258379,0.396428678081,5.930896234208291e-09,2.3034245275362743e-08,3.0854635313717704e-10,7.90377334873931e-08,9.931550315373024e-12,955,0.3632457238841728
