alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.1057662723266884,-5.817018081480684e-22,-0.2092124253447052,0.2092124253447052,0.0469896304595866,0.1057662723266884,0.2620955615080494,-0.156329289181361,0.1057662723266884,-0.1057662723266884,-0.0576165822127659,-0.1515958431319392,0.45940107559,1.8138875252320842e-08,6.003168336629109e-08,1.351516613999192e-09,2.146840563117941e-07,2.712459473148125e-11,5001,0.2294365656583536
-5.0,0.0825939556521595,-1.525313748910944e-22,-0.347239766547163,0.347239766547163,0.1027481919351535,0.0825939556521595,0.3885367443732428,-0.3059427887210832,0.0825939556521595,-0.0825939556521595,-0.070871691338428,-0.2763680752087349,0.540974962734,1.6325082738426282e-08,1.1630905471638481e-07,1.922964099020062e-09,3.1407760158142533e-07,3.017683046134295e-11,5001,0.237716156385964
-2.0,0.0479890942025702,-6.237198753022495e-22,0.0305028346466794,-0.0305028346466794,0.0260000802205656,0.0479890942025702,-0.0065082875453943,0.0544973817479646,0.0479890942025702,-0.0479890942025702,0.0412514975439054,-0.0107486628972259,-0.652484187749,3.3937645850607007e-09,3.6763778299176014e-08,2.7828392317099407e-10,7.22553285061386e-08,1.816274316803915e-11,880,0.2267224152224825
0.0,0.0391716287812586,-9.053367631030614e-22,0.2327638215644422,-0.2327638215644422,-0.009565376456581,0.0391716287812586,-0.2131780071738129,0.2523496359550716,0.0391716287812586,-0.0391716287812586,0.10681653432564,0.1259472872388022,0.291094773201,2.0235319963027886e-09,4.352793671870115e-08,2.858088397217116e-10,7.915556891842384e-08,1.7783854733403868e-11,830,0.2183378231965326
2.0,0.0297992068725944,-1.5197352059115424e-21,0.5657529226277288,-0.5657529226277288,-0.0497339989745391,0.0297992068725944,-0.5508533191914317,0.580652526064026,0.0297992068725944,-0.0297992068725944,0.2331424623393252,0.3326104602884036,0.337799720845,2.130838846801308e-09,5.746320498015298e-08,2.958353428904652e-10,6.20235478207815e-08,1.5617582987250278e-11,643,0.2052758236978516
10.0,0.0341005376287767,-2.2916727748843035e-21,1.4617214602061042,-1.4617214602061044,-0.0743822137318986,0.0341005376287768,-1.444671191391716,1.4787717290204927,0.0341005376287768,-0.0341005376287768,0.6564785163711535,0.8052429438349505,0.301460049012,1.4017398712953206e-09,4.07535789599187e-08,6.764293737025487e-10,1.52389232621884e-08,7.135299492407106e-12,522,0.3535736287090266
12.0,0.0666946282623961,-2.5223316176242687e-21,1.4617811076090217,-1.4617811076090217,-0.0970745706716652,0.0666946282623961,-1.4284337934778233,1.4951284217402196,0.0666946282623961,-0.0666946282623961,0.6338159831328455,0.827965124476176,0.31723992737,1.7888190703396946e-09,3.850839023371005e-08,6.064546471430941e-10,1.735641508179582e-08,6.059191323738152e-12,494,0.3704387686488257
14.0,0.1530065444226835,-2.9793366402542048e-21,1.104312637022244,-1.104312637022244,-0.1348682078973669,0.1530065444226835,-1.0278093648109023,1.1808159092335857,0.1530065444226835,-0.1530065444226835,0.417288110613755,0.687024526408489,0.37166451029,4.111360368032808e-09,3.113378740930839e-08,2.494228529377167e-10,4.4418184269115344e-08,1.0188767006717519e-11,756,0.3508181572259919
16.0,0.2119707835238612,-3.461273934913208e-21,1.0342668241691777,-1.0342668241691777,-0.1567722443538206,0.2119707835238612,-0.928281432407247,1.1402522159311084,0.2119707835238612,-0.2119707835238612,0.3603611677307681,0.6739056564384094,0.39893411761,8.212809984492284e-09,2.8738363323980824e-08,3.9894956904842026e-10,7.831161130188345e-08,1.046890359413358e-11,917,0.3608741957246611
18.0,0.2501586446764804,-3.4314413764490035e-21,1.0359683147954128,-1.0359683147954133,-0.1607637553144044,0.2501586446764804,-0.9108889924571728,1.161047637133653,0.2501586446764804,-0.2501586446764804,0.357220402083302,0.6787479127121109,0.401297425082,5.107481735784152e-09,1.599270531961348e-08,2.885583289147988e-10,7.90511060193756e-08,8.343122596146699e-12,1053,0.3687045119746989
20.0,0.2903528552065619,-3.61054684152198e-21,1.044414894577446,-1.044414894577446,-0.1690510003748744,0.290352855206562,-0.8992384669741651,1.1895913221807273,0.290352855206562,-0.290352855206562,0.3531564469138486,0.6912584476635976,0.406422178429,3.457908621283396e-09,8.963439556985012e-09,8.703150861448083e-10,7.909679680620781e-08,7.299797233181044e-12,1316,0.3742227919498211
22.0,0.330532787522287,-3.5869053267778656e-21,1.054015857871682,-1.054015857871682,-0.1744955235162524,0.330532787522287,-0.8887494641105386,1.2192822516328254,0.330532787522287,-0.330532787522287,0.3525124054195886,0.7015034524520936,0.408475799625,2.967081638259576e-09,7.047107822943922e-09,7.783499972039087e-10,7.907987430639963e-08,5.7279998883296445e-12,1815,0.3796856815343757
24.0,0.3682881597933438,-3.701550647101624e-21,1.061047317689545,-1.061047317689545,-0.1796161185857087,0.3682881597933438,-0.8769032377928729,1.245191397586217,0.3682881597933438,-0.3682881597933438,0.3509075402590637,0.7101397774304812,0.410498895022,3.733996258918007e-09,8.043458242404473e-09,2.337949457116871e-10,7.946999941975151e-08,5.238178374022063e-12,3044,0.3870884981722318
