alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.1130805978335641,-6.487203008152812e-22,-0.2539629024495576,0.2539629024495576,0.0578101742159575,0.1130805978335641,0.3105032013663397,-0.1974226035327756,0.1130805978335641,-0.1130805978335641,-0.0691712770088213,-0.1847916254407364,0.464317441524,7.727517965417309e-09,3.399826371378222e-08,8.622663786449472e-10,7.727657020623849e-08,2.431299772537312e-11,2960,0.2316999756594376
-5.0,0.0792811137683006,-1.0195084745255212e-21,-0.3199417600385185,0.3199417600385185,0.0877114422937574,0.0792811137683006,0.3595823169226688,-0.2803012031543681,0.0792811137683006,-0.0792811137683006,-0.0722594377255017,-0.2476823223130167,0.51935583573,1.641497287365488e-08,1.1913901327669612e-07,2.070219361686634e-09,3.656331296464804e-07,3.08716323014856e-11,5001,0.2365450164101613
-2.0,0.0482265094582392,-3.5798371371316643e-22,0.0100408611168386,-0.0100408611168386,0.0333839477817462,0.0482265094582392,0.014072393612281,0.0341541158459582,0.0482265094582392,-0.0482265094582392,0.0384043783401655,-0.0283635172233269,-3.74728119207,2.5016796427941678e-09,4.0725839677713975e-08,2.993715081504427e-10,6.526930611608488e-08,1.705822877228932e-11,866,0.224779885761939
0.0,0.0440056405170038,2.3993038934094543e-22,0.2649572533079684,-0.2649572533079684,-0.0275860082926584,0.0440056405170038,-0.2429544330494664,0.2869600735664703,0.0440056405170038,-0.0440056405170038,0.1048926183613257,0.1600646349466427,0.354114939101,7.587435554853927e-09,1.7322922708248364e-07,1.6491871057759496e-09,1.897643148707641e-07,2.4850645133802585e-11,5001,0.2139948369931404
2.0,0.0289192316967321,4.403642094502228e-22,0.5524563526893713,-0.5524563526893713,-0.0470355848669221,0.0289192316967321,-0.5379967368410052,0.5669159685377374,0.0289192316967321,-0.0289192316967321,0.2291925914777635,0.3232637612116079,0.335035458723,2.361206258835239e-09,6.135946460236245e-08,3.4746971364174856e-10,7.191912101591359e-08,1.535648856323459e-11,746,0.2226020786889579
6.0,0.0237030551108848,1.1496104518901238e-21,1.139708159372016,-1.139708159372016,-0.0769947912454028,0.0237030551108848,-1.1278566318165737,1.1515596869274585,0.0237030551108848,-0.0237030551108848,0.4928592884406051,0.6468488709314109,0.317780543952,1.015255426045738e-09,2.1836099364027205e-07,4.5806377478910284e-10,3.986797280851092e-08,1.2417597106898008e-11,5001,0.2826811181962923
10.0,0.0334771507519838,1.3136864659337286e-21,1.4661327850135526,-1.4661327850135526,-0.0679571714469987,0.0334771507519838,-1.4493942096375607,1.4828713603895445,0.0334771507519838,-0.0334771507519838,0.6651092210597777,0.801023563953775,0.296877613016,1.9241493660084686e-09,6.260413922207074e-08,2.3149694002326571e-10,2.1039738423790652e-08,8.380310866485349e-12,671,0.3507322491215984
12.0,0.068826871311096,1.3492266341386465e-21,1.4201375534581917,-1.4201375534581917,-0.0937700908125213,0.068826871311096,-1.3857241178026434,1.4545509891137396,0.068826871311096,-0.068826871311096,0.6162986859165744,0.8038388675416169,0.316815698967,2.0528352631276238e-09,3.8131020319344814e-08,7.922323099291377e-10,2.333655977673002e-08,7.801319340727888e-12,514,0.3575954975832432
14.0,0.1632080740717549,1.303729184315675e-21,1.0428040516496464,-1.0428040516496464,-0.1381433201760246,0.163208074071755,-0.9612000146137688,1.124408088685524,0.163208074071755,-0.163208074071755,0.3832587056487985,0.6595453460008478,0.381400888143,6.435125147722229e-09,3.2649189852794823e-08,2.7866238168568387e-10,7.808935767360932e-08,1.093208502769813e-11,755,0.3471291692719017
16.0,0.2183927944170672,1.2667158086825418e-21,0.992534566910192,-0.992534566910192,-0.1558298022146279,0.2183927944170671,-0.8833381697016583,1.1017309641187256,0.2183927944170671,-0.2183927944170671,0.3404374812404681,0.6520970856697239,0.403635476868,5.113845121347566e-09,1.9261134811289056e-08,2.6287494366255333e-10,7.827938803085742e-08,9.669379264605078e-12,1012,0.3599466450174308
