alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.1262828136989528,-8.90890973272729e-22,-0.3618057217093356,0.3618057217093356,0.0652837657478573,0.1262828136989528,0.424947128558812,-0.2986643148598592,0.1262828136989528,-0.1262828136989528,-0.1156190951068104,-0.2461866266025252,0.42259976486,6.115644808983201e-09,2.4691751300852157e-08,3.9220780711869847e-10,7.774004975254573e-08,1.1293345591810608e-11,1125,0.2315466595022728
-5.0,0.048246459456595,-4.735910266739232e-22,-0.0105153341476925,0.0105153341476924,0.0247373669039634,0.048246459456595,0.0346385638759899,0.013607895580605,0.048246459456595,-0.048246459456595,0.0194796998301172,-0.0299950339778097,1.93507504053,5.011102136834149e-09,2.2477221796422683e-08,3.7244512659151177e-10,7.860403114151722e-08,4.348402039675993e-12,810,0.207083340533504
-2.0,0.0575309090841811,-7.545767458047822e-22,-0.257658363567629,0.257658363567629,0.0739008666919362,0.0575309090841811,0.2864238181097196,-0.2288929090255384,0.0575309090841811,-0.0575309090841811,-0.0549283150918782,-0.2027300484757508,0.534771658645,2.408566339126472e-09,3.8148945697823546e-08,2.9225357996537124e-10,3.3062769934872744e-08,7.362995581037913e-12,621,0.230867998098444
0.0,0.0395700003007932,-4.382185433093329e-22,0.1169962863608067,-0.1169962863608067,-0.0007134747086043,0.0395700003007932,-0.0972112862104101,0.1367812865112034,0.0395700003007932,-0.0395700003007932,0.057784668471799,0.0592116178890076,0.256098267995,1.6403756128400607e-09,6.305039343568685e-08,2.550225682969459e-10,7.198246052958301e-08,1.465175857401448e-11,773,0.2160398140759447
2.0,0.0291098339563492,1.7072500875176066e-23,0.4908951703141864,-0.4908951703141863,-0.0512856312287284,0.0291098339563492,-0.4763402533360116,0.5054500872923609,0.0291098339563492,-0.0291098339563492,0.1941619539283648,0.2967332163858216,0.354321347198,5.130139421270364e-09,7.553063938054979e-07,9.714872786567455e-10,1.0068049870819161e-07,1.987078396229426e-11,5001,0.2678365415934944
6.0,0.0215241301475879,7.745937408925666e-22,1.0187520446983165,-1.0187520446983165,-0.0650778469436138,0.0215241301475879,-1.0079899796245222,1.0295141097721103,0.0215241301475879,-0.0215241301475879,0.4442981754055442,0.574453869292772,0.314089516192,3.068938676069233e-09,1.1091659365905693e-07,4.821995243839759e-10,3.8256916820649356e-08,1.273436470627733e-11,5001,0.3791674996927425
10.0,0.0286144006327429,1.0053968791134239e-21,1.3632602707291677,-1.363260270729168,-0.0529461239128693,0.028614400632743,-1.3489530704127963,1.3775674710455394,0.028614400632743,-0.028614400632743,0.6286840114517145,0.7345762592774531,0.289291585789,2.2584635924129997e-09,3.702145045924938e-08,9.972355268728351e-10,2.0195221931831812e-08,7.762237023570978e-12,525,0.4762026287021199
12.0,0.0464346724304547,1.0575254704551881e-21,1.448650521016568,-1.448650521016568,-0.0615175972244131,0.0464346724304547,-1.4254331848013406,1.4718678572317951,0.0464346724304547,-0.0464346724304547,0.6628076632838708,0.7858428577326971,0.293120364973,3.75027487252001e-09,3.7119115258326815e-08,7.531772224327625e-10,2.0870978847622848e-08,7.003221325959869e-12,474,0.5074958272875041
14.0,0.1027763760202174,8.810753606824727e-22,1.217816356604766,-1.217816356604766,-0.0896481769197185,0.1027763760202175,-1.1664281685946571,1.2692045446148748,0.1027763760202175,-0.1027763760202175,0.5192600013826645,0.6985563552221015,0.324303971286,6.751757285413404e-09,3.2276817245136155e-08,9.724908166046276e-10,7.166781545320644e-08,7.747339582752042e-12,696,0.4543821834086456
16.0,0.196878881343012,7.150121785822103e-22,1.0099347444005136,-1.0099347444005138,-0.1405526004563546,0.196878881343012,-0.9114953037290076,1.10837418507202,0.196878881343012,-0.196878881343012,0.3644147717439021,0.6455199726566113,0.38711395262,8.75813959148907e-09,2.5625333236165127e-08,3.6535800143078547e-10,7.517236642107569e-08,1.01215084534999e-11,857,0.3639062773065542
18.0,0.2578998730045564,6.735588173564861e-22,0.9768426566204622,-0.976842656620462,-0.1574530028749809,0.2578998730045564,-0.8478927201181838,1.1057925931227404,0.2578998730045564,-0.2578998730045564,0.33096832543525,0.645874331185212,0.406090641016,5.878761573303321e-09,1.821158081561659e-08,3.3149383271004765e-10,7.721319139512976e-08,8.749877448003987e-12,1519,0.3530691000194626
20.0,0.2989422803587452,7.020948927212181e-22,0.9544557296203876,-0.9544557296203876,-0.1615261597437456,0.2989422803587452,-0.8049845894410149,1.1039268697997602,0.2989422803587452,-0.2989422803587452,0.3157017050664482,0.6387540245539396,0.411665307084,5.00358695838265e-09,1.2365559125134768e-08,3.2273447443146973e-10,7.889493606788225e-08,7.1525942112447336e-12,2240,0.3570600450368936
