alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.1108116522876312,-1.3318470367061016e-21,-0.2498681581466391,0.249868158146639,0.0544674891510176,0.1108116522876312,0.3052739842904546,-0.1944623320028234,0.1108116522876312,-0.1108116522876312,-0.0704665899223019,-0.1794015682243372,0.455294176617,6.895150722631652e-09,2.6684328159109e-08,7.946331472076621e-10,7.835957693310816e-08,1.7625067532473338e-11,2827,0.2264223676155076
-5.0,0.0848340734739325,-1.3982690999583648e-21,-0.3547186299618888,0.3547186299618888,0.0845697262188398,0.0848340734739325,0.3971356666988552,-0.3123015932249226,0.0848340734739325,-0.0848340734739325,-0.0927895887621045,-0.2619290411997843,0.484419331028,1.592305846195395e-08,1.0842612465102692e-07,2.029125812710639e-09,3.271645965549351e-07,3.166707007308497e-11,5001,0.2368945068609569
-2.0,0.0491459322418869,-1.1190157343166153e-21,-0.0417328841647893,0.0417328841647893,0.0385788357700045,0.0491459322418869,0.0663058502857328,-0.0171599180438458,0.0491459322418869,-0.0491459322418869,0.0177123936876098,-0.0594452778523992,1.13845000502,2.901094288472883e-09,3.5793827063428643e-08,3.0065743014295904e-10,5.8491748867361974e-08,1.6439425771481318e-11,813,0.2265807013129822
0.0,0.0387620386605163,-8.736167996505914e-22,0.1815651687999054,-0.1815651687999054,-0.00444110452404,0.0387620386605163,-0.1621841494696473,0.2009461881301636,0.0387620386605163,-0.0387620386605163,0.0863414798759127,0.0952236889239927,0.274460112881,2.018291566317618e-09,5.406029430736576e-08,3.014182197005061e-10,7.730829157494046e-08,1.6982583599231188e-11,789,0.2184170596597219
2.0,0.0287554460581816,-6.0674585776133935e-22,0.5302393964118252,-0.5302393964118252,-0.0474672625457916,0.0287554460581816,-0.5158616733827344,0.544617119440916,0.0287554460581816,-0.0287554460581816,0.2176524356601208,0.3125869607517042,0.339405688155,1.5671020738593328e-09,7.14179312298804e-08,2.458970577573264e-10,6.360765653880845e-08,1.4850557675993278e-11,776,0.2188206909260883
6.0,0.0215339112583496,-4.263612032873436e-22,1.1058468506175525,-1.1058468506175525,-0.0749569832534144,0.0215339112583496,-1.0950798949883778,1.1166138062467272,0.0215339112583496,-0.0215339112583496,0.4779664420553617,0.6278804085621907,0.318016583795,1.1305678174852927e-09,3.262304750871334e-07,5.413298752464767e-10,4.2055321075324564e-08,1.32509571489125e-11,5001,0.2952749069415289
10.0,0.030562420684483,-2.4801715176721034e-22,1.444402043528067,-1.4444020435280671,-0.0645016652876288,0.030562420684483,-1.4291208331858256,1.4596832538703086,0.030562420684483,-0.030562420684483,0.6576993564764048,0.7867026870516622,0.295176654021,2.029877803073319e-09,4.7913870837905e-08,9.946329502628863e-10,2.0450282617445327e-08,8.370809592713739e-12,605,0.392329716573489
12.0,0.0560991152169112,-4.2694519982286085e-22,1.4630240182983656,-1.4630240182983656,-0.0802966102786558,0.0560991152169112,-1.43497446068991,1.4910735759068212,0.0560991152169112,-0.0560991152169112,0.6512153988705269,0.8118086194278386,0.305656518208,2.2129851877427806e-09,3.907416952839042e-08,7.601322454210912e-10,1.778945415242329e-08,7.530775206525609e-12,506,0.4126452991099778
14.0,0.1293309874747411,-6.446651723938501e-22,1.16832852427928,-1.1683285242792798,-0.1173454941833299,0.1293309874747411,-1.1036630305419093,1.2329940180166503,0.1293309874747411,-0.1293309874747411,0.46681876795631,0.70150975632297,0.350733340281,5.970530213575165e-09,2.675625390167698e-08,9.002706355847216e-10,7.825886355163422e-08,9.008515663608082e-12,727,0.3513021139559452
16.0,0.2066258929064338,-9.85041157230088e-22,1.0198436519083096,-1.0198436519083096,-0.1502460847611022,0.2066258929064336,-0.9165307054550929,1.1231565983615266,0.2066258929064336,-0.2066258929064336,0.3596757411930525,0.6601679107152569,0.39484475809,5.6050348021297675e-09,1.646510337183597e-08,3.4898940192316025e-10,7.804461764831377e-08,9.664453940219209e-12,954,0.357644419437285
