alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.0249065318608897,-3.434761974054366e-21,-1.0732064541182402,1.0732064541182404,0.0054067639622245,0.0249065318608897,1.0856597200486853,-1.0607531881877956,0.0249065318608897,-0.0249065318608897,-0.5311964630968955,-0.5420099910213447,0.255094823171,1.1388514047537368e-08,1.3832824701297588e-08,2.4398615552003525e-10,7.621391551518871e-08,6.410377606697904e-13,364,0.3898761120582774
-5.0,0.0157694519309871,-1.9112687933309017e-21,-0.6493717296347931,0.6493717296347931,0.0071479907273476,0.0157694519309871,0.6572564556002867,-0.6414870036692994,0.0157694519309871,-0.0157694519309871,-0.3175378740900488,-0.3318338555447442,0.261026169339,1.5131369780125752e-08,2.4362103653282872e-08,1.8600883617128766e-10,6.729433610617658e-08,7.087050241637029e-13,271,0.1976227898921712
-2.0,0.0134872075078624,-9.63359535197884e-22,-0.326849500751684,0.326849500751684,0.0051127659146851,0.0134872075078624,0.3335931045056152,-0.3201058969977528,0.0134872075078624,-0.0134872075078624,-0.1583119844611568,-0.1685375162905271,0.265629582063,1.922626474662754e-09,1.3975104815623312e-08,7.118080517010279e-11,7.136335869891938e-08,3.3173526873022613e-13,312,0.1557162240781105
0.0,0.0130008420919056,-4.090863048783536e-22,-0.1105248861641936,0.1105248861641936,0.0046700136818125,0.0130008420919056,0.1170253072101464,-0.1040244651182407,0.0130008420919056,-0.0130008420919056,-0.0505924294002842,-0.0599324567639094,0.292253051271,4.640290880738998e-09,1.3004664123345112e-08,3.0639505794742127e-10,7.443829798034132e-08,2.745896125299198e-12,214,0.2024469327109047
2.0,0.0131002453755492,4.009020844543824e-23,0.1105033240749248,-0.1105033240749248,0.0038958273595339,0.0131002453755492,-0.1039532013871502,0.1170534467626994,0.0131002453755492,-0.0131002453755492,0.0591474893969964,0.0513558346779284,0.214868654297,2.685777857360454e-08,7.401398912831317e-08,1.0909202952882932e-10,2.7229894712023008e-08,5.314185787009191e-13,279,0.2803985350379853
6.0,0.0156896806658533,6.6892092957937285e-22,0.5256804870376105,-0.5256804870376105,0.0056425734060194,0.0156896806658533,-0.517835646704684,0.5335253273705372,0.0156896806658533,-0.0156896806658533,0.2684828169248247,0.2571976701127858,0.239240780463,3.142349730716683e-08,7.736204786569128e-08,1.2908623685407958e-10,7.249323975036975e-09,6.569371839846669e-13,367,0.4516893344622477
10.0,0.0276014882593813,1.133520892137151e-21,0.8475681247260978,-0.8475681247260979,0.0040761961991793,0.0276014882593813,-0.8337673805964072,0.8613688688557884,0.0276014882593813,-0.0276014882593813,0.4278602585622282,0.4197078661638695,0.245144406273,1.849275319155462e-08,2.3687237597092723e-08,3.3036611671748636e-10,5.642275189517167e-09,1.1978388316215453e-12,450,0.615292722132103
12.0,0.0475127999814107,1.5548853863367533e-21,0.8826417172694425,-0.8826417172694425,-0.00688294456436,0.0475127999814107,-0.8588853172787373,0.906398117260148,0.0475127999814107,-0.0475127999814107,0.4344379140703611,0.4482038031990814,0.257882145693,9.618758986441573e-09,2.7169875710309883e-08,5.47140641422747e-10,3.768148964788956e-09,1.284129352391259e-12,530,0.6530172526124968
14.0,0.0766699345512988,1.8561610326725557e-21,0.9058049131157374,-0.9058049131157372,-0.0240190503106557,0.0766699345512988,-0.8674699458400879,0.9441398803913869,0.0766699345512988,-0.0766699345512988,0.4288834062472129,0.4769215068685244,0.276763760327,8.586510696746258e-10,3.1922589802810825e-08,4.2855214699647074e-10,1.437229039468836e-09,7.826736024993164e-13,917,0.6797773313831673
16.0,0.135187136544762,2.2416852028164918e-21,0.7403160016473408,-0.7403160016473408,-0.0557039683733306,0.135187136544762,-0.6727224333749596,0.8079095699197217,0.135187136544762,-0.135187136544762,0.3144540324503397,0.4258619691970008,0.324381046052,2.332893372100938e-09,7.668116830145582e-08,6.580058183394181e-10,1.0590011762666781e-08,7.499481618290882e-13,1126,0.5996869474696264
18.0,0.1889340187234538,2.376896475361265e-21,0.7005216146955101,-0.7005216146955102,-0.0779625230650747,0.1889340187234538,-0.6060546053337833,0.7949886240572371,0.1889340187234538,-0.1889340187234538,0.2722982842826802,0.4282233304128298,0.357590985881,5.700659307433762e-09,7.931638719485909e-08,2.776468165411229e-10,5.31892140781744e-08,1.1728832591012261e-12,1960,0.5595203472028876
