0.04307065 0.0351669
0.04027875 0.03460838
0.03750686 0.0339578
0.03475969 0.03320978
0.03204239 0.03235968
0.02936052 0.03140372
0.02671994 0.03033904
0.02412686 0.02916344
0.02158788 0.02787518
0.01911015 0.02647275
0.01670168 0.02495452
0.01437168 0.02331845
0.01213123 0.02156182
0.00999401 0.01968105
0.00797725 0.01767177
0.00610343 0.01552874
0.00440192 0.01324673
0.0029114 0.01082197
0.00168255 0.00825514
0.00077794 0.00555754
0.00020269 0.00277034
3.2e-07 -6.711e-05
0.000245 -0.00290076
0.00096125 -0.00565279
0.00216428 -0.00822882
0.00384073 -0.01052465
0.0059304 -0.01245222
0.00834583 -0.0139521
0.0109958 -0.01498276
0.01378935 -0.01551272
0.01663269 -0.01552463
0.01943071 -0.0150188
0.02209195 -0.01401705
0.02453906 -0.01256806
0.02670775 -0.01072839
0.02849303 -0.0085171
0.02971722 -0.005954
0.03050168 -0.0032174
0.03136147 -0.00050338
0.03237893 0.00215552
0.03355433 0.00474845
0.03488652 0.00726441
0.03637293 0.00969243
0.03801169 0.01202034
0.03978945 0.01424377
0.04170568 0.01634919
0.04374884 0.01833169
0.04590861 0.02018651
0.04817408 0.02191067
0.05053394 0.02350325
0.05297713 0.02496487
0.05549289 0.02629776
0.05807122 0.02750525
0.06070299 0.02859143
0.06337972 0.02956159
0.06609411 0.03042089
0.06883966 0.03117477
0.07161072 0.03182882
0.0744024 0.03238848
0.07721046 0.03285911
0.08003133 0.03324577
0.08286192 0.0335534
0.08569963 0.03378653
0.08854224 0.03394947
0.09138788 0.03404633
0.09423496 0.03408095
0.09708216 0.03405659
0.09992833 0.03397637
0.10277258 0.03384437
0.10561411 0.03366311
0.10845205 0.03343226
0.11128602 0.03315681
0.11411689 0.03285109
0.11694579 0.03252752
0.11977343 0.03219311
0.12259976 0.03184781
0.12542534 0.03149641
0.1282497 0.03113538
0.13107349 0.03076995
0.13389618 0.03039606
0.1367183 0.0300179
0.1395399 0.02963582
0.14236069 0.02924792
0.1451812 0.02885787
0.14800118 0.02846407
0.15082075 0.02806738
0.15364009 0.02766899
0.156459 0.02726756
0.15927768 0.0268646
0.16209619 0.02646038
0.16491438 0.02605392
0.16773244 0.02564662
0.17055037 0.02523836
0.17336811 0.02482884
0.17618578 0.02441885
0.17900336 0.02400823
0.18182088 0.02359712
0.18463836 0.02318582
0.1874558 0.02277427
0.19027325 0.02236271
0.19309069 0.02195114
0.19590817 0.02153979
0.19872567 0.02112861
0.20154322 0.02071775
0.20436082 0.02030731
0.20717847 0.0198971
0.20999622 0.01948766
0.21281402 0.01907853
0.2156319 0.01866995
0.21844987 0.018262
0.22126788 0.01785435
0.22408602 0.01744757
0.2269042 0.01704109
0.22972246 0.01663515
0.23254079 0.01622971
0.23535916 0.01582452
0.23817761 0.01541989
0.24099608 0.01501541
0.24381459 0.01461121
0.24663313 0.01420719
0.24945168 0.01380327
0.25227025 0.0133995
0.25508882 0.01299574
0.2579074 0.01259201
0.26072597 0.01218823
0.26354454 0.01178442
0.26636308 0.01138047
0.26918162 0.01097643
0.27200013 0.01057227
0.27481862 0.01016789
0.27763708 0.0097634
0.28045552 0.00935866
0.28327392 0.00895373
0.28609231 0.00854864
0.28891064 0.00814324
0.29172896 0.00773771
0.29454724 0.00733192
0.2973655 0.00692592
0.30018373 0.00651979
0.30300192 0.00611335
0.30582009 0.00570682
0.30863824 0.00530011
0.31145637 0.00489325
0.31427449 0.00448632
0.31709258 0.00407926
0.31991068 0.00367217
0.32272877 0.00326503
0.32554685 0.0028579
0.32836494 0.00245077
0.33118304 0.00204369
0.33400114 0.00163666
0.33681925 0.00122969
0.33963738 0.00082282
0.34245551 0.00041601
0.34527367 9.34e-06
0.34809183 -0.00039727
0.35091001 -0.00080375
0.35372821 -0.00121013
0.35654642 -0.00161641
0.35936465 -0.00202259
0.36218288 -0.00242869
0.36500113 -0.00283471
0.36781939 -0.00324068
0.37063765 -0.0036466
0.37345592 -0.0040525
0.37627418 -0.00445839
0.37909245 -0.00486431
0.3819107 -0.00527028
0.38472895 -0.00567633
0.38754718 -0.0060825
0.39036538 -0.00648881
0.39318356 -0.0068953
0.39600171 -0.00730202
0.39834744 -0.00673009
