0.39834732 -0.00671747
0.39595782 -0.00572846
0.39313962 -0.0053221
0.39032141 -0.00491578
0.38750319 -0.00450958
0.38468497 -0.00410338
0.38186675 -0.00369714
0.37904853 -0.00329089
0.37623033 -0.00288457
0.37341213 -0.00247819
0.37059394 -0.00207179
0.36777576 -0.0016653
0.36495757 -0.00125882
0.36213939 -0.00085232
0.35932121 -0.00044583
0.35650303 -3.938e-05
0.35368483 0.00036703
0.35086664 0.00077339
0.34804842 0.00117962
0.3452302 0.00158584
0.34241195 0.00199189
0.3395937 0.0023979
0.33677544 0.00280385
0.33395717 0.00320972
0.3311389 0.00361559
0.32832063 0.00402144
0.32550236 0.00442729
0.3226841 0.00483325
0.31986585 0.00523923
0.31704761 0.00564533
0.3142294 0.00605159
0.31141119 0.00645788
0.30859303 0.00686454
0.30577487 0.00727119
0.30295676 0.00767815
0.30013866 0.00808525
0.29732059 0.00849247
0.29450255 0.00889994
0.29168451 0.00930741
0.2888665 0.00971508
0.28604849 0.01012275
0.28323047 0.01053037
0.28041245 0.01093796
0.27759441 0.01134543
0.27477633 0.01175261
0.27195825 0.0121598
0.26914007 0.01256629
0.26632189 0.01297276
0.26350361 0.01337862
0.26068529 0.01378414
0.25786692 0.0141893
0.25504845 0.01459376
0.25222997 0.0149982
0.24941136 0.01540168
0.24659275 0.01580516
0.24377407 0.01620818
0.24095536 0.01661099
0.23813664 0.01701377
0.23531792 0.01741647
0.23249919 0.01781916
0.22968056 0.01822249
0.22686193 0.01862584
0.22404342 0.01903009
0.221225 0.0194349
0.21840667 0.01984033
0.21558855 0.02024729
0.21277044 0.02065425
0.2099527 0.0210638
0.20713497 0.02147339
0.20431753 0.02188495
0.2015002 0.02229732
0.19868303 0.02271078
0.19586608 0.02312568
0.19304916 0.02354082
0.19023245 0.02395739
0.18741574 0.02437396
0.18459906 0.02479073
0.18178239 0.02520754
0.17896559 0.02562351
0.17614866 0.02603855
0.17333165 0.02645311
0.17051411 0.02686398
0.16769656 0.02727484
0.16487827 0.02768058
0.16205977 0.02808481
0.15924067 0.02848487
0.15642089 0.02888012
0.15360082 0.02927322
0.15077949 0.02965731
0.14795817 0.03004139
0.1451352 0.03041316
0.14231214 0.03078422
0.13948775 0.03114497
0.13666281 0.0315015
0.13383697 0.0318507
0.13101009 0.03219149
0.12818282 0.03252894
0.12535396 0.03285286
0.1225251 0.03317679
0.11969443 0.03348443
0.11686355 0.03379019
0.11403151 0.03408485
0.11119855 0.03437075
0.10836516 0.03465218
0.10553004 0.03491578
0.10269492 0.03517938
0.09985789 0.03542129
0.09702048 0.035659
0.09418193 0.03588197
0.09134208 0.03608846
0.08850195 0.03629074
0.08565953 0.03645818
0.08281712 0.03662562
0.07997283 0.03675588
0.07712792 0.03687346
0.07428253 0.03697781
0.07143589 0.0370406
0.06858873 0.03707168
0.06574141 0.03706728
0.06289443 0.03702323
0.06004849 0.03693494
0.05720451 0.03679738
0.05436371 0.03660506
0.05152769 0.03635204
0.04869843 0.0360323
0.0458784 0.03563946
