1.000000000000000000e+00,0.000000000000000000e+00
1.000026780456455988e+00,-3.944934437547008375e-06
1.000052977402289489e+00,-1.076222016535921338e-05
1.000078283702263038e+00,-2.037193074138181890e-05
1.000102402663147094e+00,-3.266140109535318374e-05
1.000125051512177343e+00,-4.748654842374279211e-05
1.000145964712306990e+00,-6.467356142888678813e-05
1.000164897075385806e+00,-8.402093809753568578e-05
1.000181626636766685e+00,-1.053018481277248435e-04
1.000195957257637991e+00,-1.282667923066718035e-04
1.000207720924573218e+00,-1.526465276609270932e-04
1.000216779719332871e+00,-1.781552240840667228e-04
1.000223027435831025e+00,-2.044938154333529568e-04
1.000226390825303957e+00,-2.313535058068190962e-04
1.000226830455085203e+00,-2.584193898928853050e-04
1.000224341170917963e+00,-2.853741449472164157e-04
1.000218952157382546e+00,-3.119017511117678425e-04
1.000210726595735844e+00,-3.376911964586818858e-04
1.000199760923167425e+00,-3.624401233207806767e-04
1.000186183702161946e+00,-3.858583731587658140e-04
1.000170154113221965e+00,-4.076713884047968982e-04
1.000151860088622113e+00,-4.276234313989442045e-04
1.000131516109074026e+00,-4.454805826794281959e-04
1.000109360689137583e+00,-4.610334834744344939e-04
1.000085653580854217e+00,-4.740997902422943062e-04
1.000060672728393385e+00,-4.845263124827926685e-04
1.000034711009409660e+00,-4.921908087557200434e-04
1.000008072801321202e+00,-4.970034198499919970e-04
9.999810704127624073e-01,-4.989077223007405259e-04
9.999540204220506157e-01,-4.978813899028510393e-04
9.764901015043417898e-01,1.669016305118204303e-03
9.535377852059450099e-01,3.788627866991084100e-03
9.310910140425671111e-01,5.861472011432740555e-03
9.091437305299155947e-01,7.888067454160055392e-03
8.876898771836975177e-01,9.868932910889980162e-03
8.667233965196194934e-01,1.180458709733946815e-02
8.462382310533895780e-01,1.369554872922540585e-02
8.262283233007142735e-01,1.554233652226476130e-02
8.066876157773009703e-01,1.734546919217442446e-02
7.876100509988567255e-01,1.910546545467134774e-02
7.689895714810884852e-01,2.082284402547246796e-02
7.508201197397038618e-01,2.249812362029469590e-02
7.330956382904094681e-01,2.413182295485498050e-02
7.158100696489126946e-01,2.572446074487021866e-02
6.989573563309207094e-01,2.727655570605738017e-02
6.825314408521407916e-01,2.878862655413335844e-02
6.665262657282796654e-01,3.026119200481509203e-02
6.509357734750447211e-01,3.169477077381953334e-02
6.357539066081432377e-01,3.308988157686358622e-02
6.209746076432820505e-01,3.444704312966418575e-02
6.065918190961683276e-01,3.576677414793826004e-02
5.925994834825094593e-01,3.704959334740275806e-02
5.789915433180125026e-01,3.829601944377458017e-02
5.657619411183845148e-01,3.950657115277065451e-02
5.529046193993325531e-01,4.068176719010794390e-02
5.404135206765638966e-01,4.182212627150334178e-02
5.282825874657854914e-01,4.292816711267381097e-02
5.165057622827048389e-01,4.400040842933624491e-02
5.050769876430287741e-01,4.503936893720758561e-02
4.939902060624644653e-01,4.604556735200477507e-02
4.832393600567191361e-01,4.701952238944473450e-02
4.728183921414998991e-01,4.796175276524439202e-02
4.627212448325139782e-01,4.887277719512067575e-02
4.529418606454682639e-01,4.975311439479052772e-02
4.434741820960701464e-01,5.060328307997084135e-02
4.343121517000266829e-01,5.142380196637857948e-02
4.254497119730448751e-01,5.221518976973067022e-02
4.168808054308321132e-01,5.297796520574403478e-02
4.085993745890952322e-01,5.371264699013558741e-02
4.005993619635417335e-01,5.441975383862228399e-02
3.928747100698783967e-01,5.509980446692103878e-02
3.854193614238126120e-01,5.575331759074877297e-02
3.782272585410514365e-01,5.638081192582244244e-02
3.712923439373019274e-01,5.698280618785895452e-02
3.646085601282712529e-01,5.755981909257521650e-02
3.581698496296666923e-01,5.811236935568823286e-02
3.519701549571953025e-01,5.864097569291485540e-02
3.460034186265641409e-01,5.914615681997205388e-02
3.402635831534803756e-01,5.962843145257674254e-02
3.347445910536511748e-01,6.008831830644583566e-02
3.274203636923049276e-01,6.065786157045584270e-02
3.201294048111149038e-01,6.115933494968259221e-02
3.128755237041499493e-01,6.159157505151087453e-02
3.056625296654788548e-01,6.195341848332550777e-02
2.984942319891705775e-01,6.224370185251130311e-02
2.913744399692940190e-01,6.246126176645307171e-02
2.843069628999180809e-01,6.260493483253562474e-02
2.772956100751114428e-01,6.267355765814375257e-02
2.703441907889431173e-01,6.266596685066226635e-02
2.634565143354820060e-01,6.258099901747599114e-02
2.566363900087969552e-01,6.241749076596973811e-02
2.498876271029568108e-01,6.217427870352830455e-02
2.432140349120304190e-01,6.185019943753650162e-02
2.366194227300867370e-01,6.144408957537914051e-02
