alpha,Cd,Cs,Cl,CmPitch
-4.0,0.0403444322748116,-6.841919162753791e-22,-0.4407589545148366,-0.023463020934474596
-3.5,0.035336197076096976,-9.25336320401227e-22,-0.3358228979207768,-0.039950899652982895
-3.0,0.030690342540949832,-1.1699966833099293e-21,-0.21906443813654838,-0.05553176924698816
-2.5,0.026663223777383525,-1.3794592049538408e-21,-0.10787897099722171,-0.0676627936283392
-2.0,0.0235111958934114,-1.5150100852853154e-21,-0.0196618923378672,-0.0738011367088848
-1.5,0.020968129030845464,-1.593094370401261e-21,0.046979815213181356,-0.07586136438236886
-1.0,0.018715346248367633,-1.6568047141524793e-21,0.10737788175953498,-0.07744631519450548
-0.5,0.016930382029296108,-1.707398728122166e-21,0.1650449805640406,-0.0785455620350991
0.0,0.0157907708569491,-1.7461340238935162e-21,0.2234937848895452,-0.079148677793954
0.5,0.015069897202344137,-1.7793957856478226e-21,0.28376108109376574,-0.07947293908126997
1.0,0.014469058596455508,-1.8093789788140737e-21,0.34394664603484254,-0.07972926704440202
1.5,0.01405765911253655,-1.831055886847014e-21,0.4031576387262576,-0.07989770137888728
2.0,0.0139051028238406,-1.8393987932013843e-21,0.4605012181814928,-0.079958281780263
2.5,0.01396749043238531,-1.8315353606027955e-21,0.516687351824163,-0.07969968749033426
3.0,0.01414662599466265,-1.8099484238780976e-21,0.57273004334973,-0.07900130796736232
3.5,0.014430468615637434,-1.777643024633895e-21,0.6281925061794459,-0.07797924823156857
4.0,0.014806977400274476,-1.7376242044767923e-21,0.6826379537345634,-0.07674961330317447
4.5,0.015264111453538589,-1.6928970050133931e-21,0.7356295994363342,-0.07542850820240136
5.0,0.01578982988039459,-1.646466467850302e-21,0.7867306567060111,-0.07413203794947074
5.5,0.01637209178580729,-1.6013376345941228e-21,0.8355043389648463,-0.07297630756460392
6.0,0.0169988562747415,-1.5605155468514597e-21,0.8815138596340918,-0.0720774220680224
6.5,0.017799435656318363,-1.5175949498829897e-21,0.9288116136606078,-0.07131708154929928
7.0,0.01891491736880297,-1.4669336832133196e-21,0.979706268880088,-0.07052660610605922
7.5,0.020350923210876053,-1.412681429844948e-21,1.031145448047036,-0.06974653077060083
8.0,0.02211307498121836,-1.358987872780374e-21,1.0800767739159551,-0.06901739057522278
8.5,0.02420699447851064,-1.3100026950220963e-21,1.1234478692413494,-0.06837972055222372
9.0,0.026638303501433622,-1.2698755795726137e-21,1.1582063567777219,-0.06787405573390225
9.5,0.029412623848668065,-1.2427562094344249e-21,1.181299859279576,-0.06754093115255702
10.0,0.0325355773188947,-1.232794267610029e-21,1.1896759995014154,-0.0674208818404867
10.5,0.03720547442296395,-1.2470041563884788e-21,1.189133433306183,-0.06926799257142527
11.0,0.04418321907887977,-1.2828706185025538e-21,1.1875712414485422,-0.07395317258364396
11.5,0.05281832319605323,-1.3302488476203426e-21,1.1850876840205773,-0.08019219360624719
12.0,0.0624602986838954,-1.3789940374099341e-21,1.1817810211143729,-0.0867008273683394
12.5,0.07425662928034528,-1.433366612863428e-21,1.1679087624369973,-0.09414038496940347
13.0,0.08890720354769406,-1.4986779338953496e-21,1.1392200860184896,-0.10324023424134397
13.5,0.1050901406318811,-1.5663595965574256e-21,1.104050754435393,-0.1128182320118979
14.0,0.1214835596788457,-1.6278431969013822e-21,1.0707365302642493,-0.1216922351088023
14.5,0.13939683975521192,-1.6778081057743264e-21,1.0407056899781189,-0.12933055710680386
15.0,0.15906505439755367,-1.722268328504924e-21,1.0096896000655085,-0.13646317069637642
15.5,0.17755486445673516,-1.7696574128672416e-21,0.9774786581261287,-0.1438004213788477
16.0,0.1919329307836206,-1.8284089066353454e-21,0.9438632617596906,-0.1520526546555453
16.5,0.20323260609016608,-1.900079491549716e-21,0.9092321872293123,-0.16117875718311558
17.0,0.21438892886492014,-1.9805971224651847e-21,0.8740961053107327,-0.17067076791950536
17.5,0.22532108862363542,-2.0699522568273426e-21,0.8384282553725938,-0.180538760817993
18.0,0.23594827488206474,-2.168135352081781e-21,0.8022018767835378,-0.190792809831857
