alpha,cl,cd,cm,cl_new,cd_new,cm_new,cl_breukels,cd_breukels,cm_breukels,cl_neuralfoil,cd_neuralfoil,cm_neuralfoil
-0.6981317007977318,-1.2060317348876022,0.3543285406489046,0.19213414204600893,-1.2090690784655709,0.35561948909501145,0.19213414204600893,0.6330222215594888,-0.5311687126375895,-7.049879661318754,-1.2090690784655709,0.35561948909501145,0.19213414204600893
-0.6806784082777885,-1.1979736253077835,0.3517118435120558,0.18936486402528901,-1.2009715175481113,0.3529694590129216,0.18936486402528901,0.6155682305982587,-0.4984773244805721,-6.6984814595622195,-1.2009715175481113,0.3529694590129216,0.18936486402528901
-0.6632251157578453,-1.1884124963867617,0.3484751582491624,0.18628062665661374,-1.1913765976102892,0.34968760791190184,0.18628062665661374,0.5973736983412611,-0.466719484167187,-6.355979414812179,-1.1913765976102892,0.34968760791190184,0.18628062665661374
-0.6457718232379019,-1.1773667177770273,0.34464048878828224,0.18289421883464782,-1.1803008641966315,0.34579675344292155,0.18289421883464782,0.5785017297962965,-0.43593232147947153,-6.022373527068633,-1.1803008641966315,0.34579675344292155,0.18289421883464782
-0.6283185307179586,-1.1648550364845833,0.34023534230665675,0.17921950078420879,-1.167758164728837,0.3413252997512326,0.17921950078420879,0.5590169943749475,-0.40614962029113294,-5.697663796331582,-1.167758164728837,0.3413252997512326,0.17921950078420879
-0.6108652381980153,-1.150899689964596,0.3352929128024752,0.175271834462797,-1.153761828249571,0.3363065407546689,0.175271834462797,0.5389855446957562,-0.3774017413820349,-5.381850222601025,-1.153761828249571,0.3363065407546689,0.175271834462797
-0.5934119456780721,-1.135530869713377,0.3298526666176178,0.1710686723381021,-1.1383289736401812,0.33077827154931777,0.1710686723381021,0.5184746316864006,-0.34971555483921757,-5.074932805876963,-1.1383289736401812,0.33077827154931777,0.1710686723381021
-0.5759586531581288,-1.1187916162779612,0.323961049391201,0.16663012860556722,-1.1214873094184632,0.3247834637236332,0.16663012860556722,0.4975525164928275,-0.32311438222497174,-4.776911546159396,-1.1214873094184632,0.3247834637236332,0.16663012860556722
-0.5585053606381855,-1.100741172914368,0.3176713026548257,0.1619790803445019,-1.1032840919081994,0.31837245248365054,0.1619790803445019,0.47628827971203963,-0.29761794866567065,-4.487786443448323,-1.1032840919081994,0.31837245248365054,0.1619790803445019
-0.5410520681182421,-1.0814545860517373,0.31104115013883027,0.1571401952274787,-1.0837948558517558,0.31160588461790034,0.1571401952274787,0.45475162847252804,-0.2732423449877943,-4.207557497743745,-1.0837948558517558,0.31160588461790034,0.1571401952274787
-0.5235987755982988,-1.0610170796788698,0.304128620686172,0.1521378188626793,-1.063126090148722,0.3045554328580039,0.1521378188626793,0.43301270189221924,-0.24999999999999992,-3.9362247090456597,-1.063126090148722,0.3045554328580039,0.1521378188626793
-0.5061454830783556,-1.0395126738237555,0.29698807812103656,0.14699363423704448,-1.0414050611836834,0.29729707259660504,0.14699363423704448,0.411141875448226,-0.22789966299221864,-3.6737880773540725,-1.0414050611836834,0.29729707259660504,0.14699363423704448
-0.4886921905584123,-1.0170083403933474,0.28966746809621474,0.14172466678502568,-1.0187557202111563,0.28989547314270125,0.14172466678502568,0.3892095647956368,-0.20694639649469954,-3.4202476026689768,-1.0187557202111563,0.28989547314270125,0.14172466678502568
-0.47123889803846897,-0.9935387538690936,0.28220467263259397,0.13634042996036896,-0.9952664290301096,0.2823905653807103,0.13634042996036896,0.3672860295740685,-0.18714157931175127,-3.175603284990377,-0.9952664290301096,0.2823905653807103,0.13634042996036896
-0.4537856055185257,-0.9690988025553976,0.27462061318751774,0.13083837022530853,-0.9709564684326621,0.27479966576768466,0.13083837022530853,0.3454411777407038,-0.1684829198167133,-2.939855124318271,-0.9709564684326621,0.27479966576768466,0.13083837022530853
-0.4363323129985824,-0.9436473880739049,0.26691269840054455,0.12520163803827722,-0.9457537578953437,0.26712818230989765,0.12520163803827722,0.3237443709670646,-0.150964479466515,-2.71300312065266,-0.9457537578953437,0.26712818230989765,0.12520163803827722
-0.4188790204786391,-0.9171215360523625,0.2590584341915921,0.11940875632408954,-0.9195077501819785,0.2593663163725552,0.11940875632408954,0.3022642316338267,-0.13457670646612352,-2.4950472739935448,-0.9195077501819785,0.2593663163725552,0.11940875632408954
-0.4014257279586958,-0.8894567459514208,0.25103231439660956,0.11345811430158045,-0.8920464309528493,0.25146701674247024,0.11345811430158045,0.28106845195357005,-0.11930647948530977,-2.285987584340922,-0.8920464309528493,0.25146701674247024,0.11345811430158045
-0.3839724354387525,-0.8606048526766864,0.2420291770123969,0.10738695272905625,-0.8632451598132354,0.24334166908779253,0.10738695272905625,0.2602236057454936,-0.10513716130256759,-2.085824051694794,-0.8632451598132354,0.24334166908779253,0.10738695272905625
-0.3665191429188092,-0.8305424892254732,0.23206053401677706,0.10126008064893117,-0.8330747560603584,0.2349156236800339,0.10126008064893117,0.23979496337882747,-0.09204866222376648,-1.8945566760551613,-0.8330747560603584,0.2349156236800339,0.10126008064893117
-0.3490658503988659,-0.7992719103102383,0.22113929719254366,0.09513811915112035,-0.8016128983235183,0.22620772681583287,0.09513811915112035,-1.1231465293846208,0.2201677482563785,-1.712185457422023,-0.8016128983235183,0.22620772681583287,0.09513811915112035
-0.33161255787892263,-0.7668186309836248,0.20928509992437427,0.08905681123972393,-0.768993215509522,0.21177770407819582,0.08905681123972393,-1.3146106200901984,0.20219391591017938,-1.5387103957953792,-0.768993215509522,0.2173346853929802,0.08905681123972393
-0.3141592653589793,-0.7332248458685107,0.1965302347872107,0.083030281267949,-0.7353172137368515,0.19734768134055874,0.083030281267949,-1.4666525095984286,0.18514181855609305,-1.37413149117523,-0.7353172137368515,0.2084270312560958,0.083030281267949
-0.29670597283903605,-0.696937906277012,0.18291765860292167,0.07706908026959998,-0.7006136977753332,0.18291765860292164,0.07706908026959998,-1.5814042516564117,0.16901145619411945,-1.2184487435615752,-0.7006136977753332,0.19954791078462747,0.07706908026959998
-0.2792526803190927,-0.6581423056354092,0.1684876358652846,0.07120002366817615,-0.6648734756665547,0.1684876358652846,0.07120002366817615,-1.6609979000112465,0.15380282882425866,-1.0716621529544152,-0.6648734756665547,0.19066961542810162,0.07120002366817615
-0.2617993877991494,-0.617003447526153,0.1540576131276475,0.0654709755007447,-0.6280886640074369,0.15405761312764754,0.0654709755007447,-1.7075655084100334,0.1395159364465106,-0.9337717193537494,-0.6280886640074369,0.18169418594064934,0.0654709755007447
-0.24434609527920614,-0.5736722346576257,0.13962759039001044,0.059921464959064905,-0.5790661789198677,0.13962759039001046,0.059921464959064905,-1.7232391305998718,0.1261507790608754,-0.8047774427595787,-0.5902103713406581,0.1724863906042611,0.059921464959064905
-0.22689280275926285,-0.528295454771091,0.1251975676523734,0.05453394164512396,-0.5300436938322983,0.1251975676523734,0.05453394164512396,-1.7101508203278621,0.11370735666735293,-0.6846793231719023,-0.5510505067117513,0.1629083398728911,0.05453394164512396
-0.20943951023931956,-0.48102120874472903,0.1115780506736743,0.04922277442510699,-0.4810212087447291,0.11076754491473631,0.04922277442510699,-1.6704326313411033,0.10218566926594327,-0.5734773605907206,-0.5104111215570937,0.15286877791411432,0.04922277442510699
-0.19198621771937624,-0.43199872365715974,0.09890071588135782,0.043890343230901484,-0.4319987236571598,0.09633752217709926,0.043890343230901484,-1.6062166173866954,0.09158571685664633,-0.47117155501603303,-0.4685578080408259,0.14237729191405607,0.043890343230901484
-0.17453292519943295,-0.38297623856959045,0.08729723970286864,0.03853628068065445,-0.3829762385695905,0.08190749943946218,0.03853628068065445,-1.5196348322117381,0.08190749943946218,-0.37776190644784025,-0.42690847545329685,0.13160198263127612,0.03853628068065445
-0.15707963267948966,-0.33395375348202117,0.07315101701439083,0.03337681831248865,-0.33395375348202117,0.07315101701439083,0.03337681831248865,-1.4128193295633316,0.07315101701439083,-0.293248414886142,-0.38849746688149506,0.12085733731486847,0.03337681831248865
-0.13962634015954636,-0.2849312683944519,0.06531626958143223,0.028748305608483328,-0.2849312683944519,0.06531626958143223,0.028748305608483328,-1.2879021631885745,0.06531626958143223,-0.2176310803309383,-0.3567246619755701,0.11035301424909207,0.028748305608483328
-0.12217304763960307,-0.23590878330688259,0.05840325714058642,0.024681462788892064,-0.2359087833068826,0.05840325714058642,0.024681462788892064,-1.147015386834568,0.05840325714058642,-0.15090990278222918,-0.33245237277625767,0.09956662906228321,0.024681462788892064
-0.10471975511965978,-0.1868862982193133,0.05241197969185338,0.018107673798084534,-0.18688629821931335,0.05241197969185338,0.018107673798084534,-0.992291054248411,0.05241197969185338,-0.09308488224001465,-0.29858220382403394,0.08698353600824955,0.018107673798084534
-0.08726646259971647,-0.13786381313174403,0.04734243723523311,-0.0005305603254146071,-0.13786381313174406,0.04734243723523311,-0.0005305603254146071,-0.8258612191772033,0.04734243723523311,-0.04415601870429456,-0.20097097592129393,0.07450059200497765,-0.0005305603254146071
-0.06981317007977318,-0.08884132804417474,0.04319462977072562,-0.007377757774656766,-0.08884132804417479,0.04319462977072562,-0.007377757774656766,-0.6498579353680449,0.04319462977072562,-0.004123312175069074,-0.14451137530592761,0.06993219802208787,-0.007377757774656766
-0.05235987755982989,-0.03981884295660547,0.03996855729833091,-0.015559067727228095,-0.03981884295660544,0.03996855729833091,-0.015559067727228095,-0.46641325656803545,0.03996855729833091,0.02701323734766184,-0.07045301383259284,0.06267738917249091,-0.015559067727228095
-0.03490658503988659,0.029613247303084834,0.03766421981804897,-0.025769419936085582,0.009203642130963835,0.03766421981804897,-0.025769419936085582,-0.27765923652427443,0.03766421981804897,0.04925362986389824,0.027476399151635578,0.05655052807391557,-0.025769419936085582
-0.017453292519943295,0.11899510362851792,0.036281617329879806,-0.03595529195973147,0.05822612721853311,0.036281617329879806,-0.03595529195973147,-0.08572792898386195,0.036281617329879806,0.06259786537364007,0.13446198821513666,0.05269740696089981,-0.03595529195973147
0.0,0.22756230780658704,0.03582074983382342,-0.04491512837075262,0.10724861230610239,0.03582074983382342,-0.04491512837075262,0.10724861230610239,0.03582074983382342,0.06704594387688734,0.24934492619707044,0.04794785944183828,-0.04491512837075262
0.017453292519943295,0.2991383335985188,0.036281617329879806,-0.05131872802861529,0.2991383335985188,0.036281617329879806,-0.05131872802861529,0.2991383335985188,0.036281617329879806,0.06259786537364007,0.36945299670237985,0.043414884344013735,-0.05131872802861529
0.03490658503988659,0.4878091811462876,0.03766421981804897,-0.05502252483675027,0.4878091811462876,0.03766421981804897,-0.05502252483675027,0.4878091811462876,0.03766421981804897,0.04925362986389824,0.48925536639627243,0.03927258271609243,-0.05502252483675027
0.05235987755982989,0.6711291012023091,0.03996855729833091,-0.05684682493804035,0.6711291012023091,0.03996855729833091,-0.05684682493804035,0.6711291012023091,0.03996855729833091,0.02701323734766184,0.6052652783067676,0.03556262814918152,-0.05684682493804035
0.06981317007977318,0.8469660400194832,0.04319462977072562,-0.05735624101603191,0.8469660400194832,0.04319462977072562,-0.05735624101603191,0.8469660400194832,0.04319462977072562,-0.004123312175069074,0.7186462984239825,0.03211936233948607,-0.05735624101603191
0.08726646259971647,1.0131879438507103,0.04734243723523311,-0.05670854867558012,1.0131879438507103,0.04734243723523311,-0.05670854867558012,1.0131879438507103,0.04734243723523311,-0.04415601870429456,0.8319381479066384,0.028614433816538103,-0.05670854867558012
0.10471975511965978,1.1676627589488913,0.05241197969185338,-0.05524958525735459,1.1676627589488913,0.05241197969185338,-0.05524958525735459,1.1676627589488913,0.05241197969185338,-0.09308488224001465,0.9480174782801719,0.024715308711286736,-0.05524958525735459
0.12217304763960307,1.3082584315669252,0.05840325714058642,-0.05254247245687322,1.3082584315669252,0.05840325714058642,-0.05254247245687322,1.3082584315669252,0.05840325714058642,-0.15090990278222918,1.052641954948288,0.023279066183731927,-0.05254247245687322
0.13962634015954636,1.4328429079577134,0.06531626958143223,-0.049774351916240085,1.4328429079577134,0.06531626958143223,-0.049774351916240085,1.4328429079577134,0.06531626958143223,-0.2176310803309383,1.1483212518579404,0.023614770528256626,-0.049774351916240085
0.15707963267948966,1.5392841343741557,0.07315101701439083,-0.04811765148010149,1.5392841343741557,0.07315101701439083,-0.04811765148010149,1.5392841343741557,0.07315101701439083,-0.293248414886142,1.2471865324129132,0.022925301328846105,-0.04811765148010149
0.17453292519943295,1.6254500570691524,0.08190749943946218,-0.04465746407471766,1.6254500570691524,0.08190749943946218,-0.04465746407471766,1.6254500570691524,0.08190749943946218,-0.37776190644784025,1.3282335080080405,0.022697357414390593,-0.04465746407471766
0.19198621771937624,1.6892086222956038,0.09158571685664633,-0.040192124907666806,1.6892086222956038,0.09158571685664633,-0.040192124907666806,1.6892086222956038,0.09158571685664633,-0.47117155501603303,1.3956432228157574,0.02300869466137913,-0.040192124907666806
0.20943951023931956,1.7284277763064098,0.10218566926594327,-0.035615172574910085,1.7284277763064098,0.10218566926594327,-0.035615172574910085,1.7284277763064098,0.10218566926594327,-0.5734773605907206,1.464461707613435,0.02489607716573939,-0.035615172574910085
0.22689280275926285,1.7409754653544707,0.11370735666735293,-0.029735669626488163,1.7409754653544707,0.11370735666735293,-0.029735669626488163,1.7409754653544707,0.11370735666735293,-0.6846793231719023,1.5134498096887328,0.028816436450371023,-0.029735669626488163
0.24434609527920614,1.7247196356926873,0.1261507790608754,-0.026925929237476384,1.7247196356926873,0.1261507790608754,-0.026925929237476384,1.7247196356926873,0.1261507790608754,-0.8047774427595787,1.5196026638302786,0.03753108742494282,-0.026925929237476384
0.2617993877991494,1.6775282335739594,0.1395159364465106,-0.03290899375047725,1.6775282335739594,0.1395159364465106,-0.03290899375047725,1.6775282335739594,0.1395159364465106,-0.9337717193537494,1.4984771579778358,0.053246435676914956,-0.03290899375047725
0.2792526803190927,1.5972692052511874,0.15380282882425866,-0.04160514589052843,1.5972692052511874,0.15380282882425866,-0.04160514589052843,1.5972692052511874,0.15380282882425866,-1.0716621529544152,1.47174633465479,0.07004047827688076,-0.04160514589052843
0.29670597283903605,1.4818104969772712,0.16901145619411945,-0.05054639951967085,1.4818104969772712,0.16901145619411945,-0.05054639951967085,1.4818104969772712,0.16901145619411945,-1.2184487435615752,1.4556417516938238,0.08557208786741102,-0.05054639951967085
0.3141592653589793,1.4371683122228025,0.1813373983421119,-0.05960124308881161,1.3290200550051123,0.18514181855609305,-0.05960124308881161,1.3290200550051123,0.18514181855609305,-1.37413149117523,1.4512705190791138,0.09892868306801583,-0.05960124308881161
0.33161255787892263,1.386190003830753,0.19418531413924486,-0.06773885829323355,1.3269350599612373,0.19621920067368012,-0.06773885829323355,1.136765825587609,0.20219391591017938,-1.5387103957953792,1.4533300991306706,0.11010954237097123,-0.06773885829323355
0.3490658503988659,1.346379414478546,0.2065747284706405,-0.07710949971625433,1.3248500649173625,0.20729658279126717,-0.07710949971625433,0.902915754977663,0.2201677482563785,-1.712185457422023,1.4374305724561698,0.12369274035445248,-0.07710949971625433
0.3665191429188092,1.3227650698734874,0.21837396490885425,-0.1024197025477867,1.3227650698734874,0.21837396490885425,-0.1024197025477867,0.23979496337882747,0.09204866222376648,-1.8945566760551613,1.3133656443417907,0.16624748776303705,-0.1024197025477867
0.3839724354387525,1.3206800748296126,0.2294513470264413,-0.13320677340960213,1.3206800748296126,0.2294513470264413,-0.13320677340960213,0.2602236057454936,0.10513716130256759,-2.085824051694794,1.2017919211445216,0.21249361169260114,-0.13320677340960213
0.4014257279586958,1.3185950797857373,0.24052872914402834,-0.15143295073707386,1.3185950797857375,0.24052872914402837,-0.15143295073707386,0.28106845195357005,0.11930647948530977,-2.285987584340922,1.1805807048187344,0.23809357537219958,-0.15143295073707386
0.4188790204786391,1.3165100847418623,0.2516061112616154,-0.16228289524194373,1.3165100847418625,0.2516061112616154,-0.16228289524194373,0.3022642316338267,0.13457670646612352,-2.4950472739935448,1.1976174627623375,0.2534613872339001,-0.16228289524194373
0.4363323129985824,1.3144250896979874,0.2626834933792025,-0.17049663247655764,1.3144250896979877,0.2626834933792025,-0.17049663247655764,0.3237443709670646,0.150964479466515,-2.71300312065266,1.227532856419236,0.26336444911430795,-0.17049663247655764
0.4537856055185257,1.3155431183521373,0.2737608754967895,-0.1783471546630478,1.3123400946541126,0.2737608754967895,-0.1783471546630478,0.3454411777407038,0.1684829198167133,-2.939855124318271,1.257710341295853,0.2730148016926527,-0.1783471546630478
0.47123889803846897,1.3194934513079832,0.2848382576143766,-0.1862030039145806,1.3102550996102378,0.2848382576143766,-0.1862030039145806,0.3672860295740685,0.18714157931175127,-3.175603284990377,1.2846691398669816,0.28380540543518873,-0.1862030039145806
