alpha,cl,cd,cm,cl_breukels,cd_breukels,cm_breukels
-0.6981317007977318,-0.9925267833681545,-0.22595874159445858,0.009069711416574366,0.6330222215594888,-0.5311687126375895,-6.4355276235461005
-0.6806784082777885,-0.9813107723554322,-0.14892925894696152,0.007702407966398622,0.6155682305982587,-0.4984773244805721,-6.113813543620191
-0.6632251157578453,-0.9649154163138571,-0.0417111818158588,0.006324492191164682,0.5973736983412611,-0.466719484167187,-5.8002441239455695
-0.6457718232379019,-0.9474976579640693,0.0634401207588036,0.004924379088714043,0.5785017297962965,-0.43593232147947153,-5.494819364522236
-0.6283185307179586,-0.9299999999999999,0.15921139616398025,0.003488099877440004,0.5590169943749475,-0.40614962029113294,-5.197539265350192
-0.6108652381980153,-0.9125000000000001,0.24500084435582445,0.002006524952547828,0.5389855446957562,-0.3774017413820349,-4.908403826429437
-0.5934119456780721,-0.8950000000000001,0.32079029254766867,0.00047898779533844804,0.5184746316864006,-0.34971555483921757,-4.627413047759973
-0.5759586531581288,-0.8775000000000001,0.38657974073951284,-0.0010871142550444302,0.4975525164928275,-0.32311438222497174,-4.354566929341795
-0.5585053606381855,-0.86,0.4423691889313571,-0.002678769289475136,0.47628827971203963,-0.29761794866567065,-4.089865471174907
-0.5410520681182421,-0.8425,0.48815863712320134,-0.004279359705024077,0.45475162847252804,-0.2732423449877943,-3.833308673259307
-0.5235987755982988,-0.825,0.5239480853150456,-0.0058682622342812185,0.43301270189221924,-0.24999999999999992,-3.584896535594995
-0.5061454830783556,-0.8074999999999999,0.5497375335068897,-0.0074183086245366014,0.411141875448226,-0.22789966299221864,-3.3446290581819755
-0.4886921905584123,-0.79,0.565526981698734,-0.008897295202572597,0.3892095647956368,-0.20694639649469954,-3.1125062410202418
-0.47123889803846897,-0.7725,0.5713164298905782,-0.010281710331751168,0.3672860295740685,-0.18714157931175127,-2.8885280841097978
-0.4537856055185257,-0.7550000000000001,0.5671058780824225,-0.011572050851758164,0.3454411777407038,-0.1684829198167133,-2.672694587450643
-0.4363323129985824,-0.7375,0.5528953262742669,-0.012786096436387201,0.3237443709670646,-0.150964479466515,-2.465005751042777
-0.4188790204786391,-0.7200000000000001,0.528684774466111,-0.01393769855639164,0.3022642316338267,-0.13457670646612352,-2.2654615748862
-0.4014257279586958,-0.7025000000000001,0.4944742226579552,-0.015025557303542006,0.28106845195357005,-0.11930647948530977,-2.074062058980911
-0.3839724354387525,-0.6851219766157701,0.45026367084979935,-0.01603311648026455,0.2602236057454936,-0.10513716130256759,-1.8908072033269114
-0.3665191429188092,-0.6715393107596144,0.39606367439354606,-0.016928585681272534,0.23979496337882747,-0.09204866222376648,-1.7156970079242009
-0.3490658503988659,-0.6992088789344062,0.33221467880123506,-0.0176600425721906,-1.2241613761414623,0.21172989809078738,-1.548731472772779
-0.33161255787892263,-0.8530388948839172,0.26267367505913886,-0.018150920910049884,-1.393734740892267,0.19463722724204321,-1.389910597872646
-0.3141592653589793,-0.9786071670118139,0.20285409127056198,-0.018310284732706225,-1.5264252893992287,0.17842110361631155,-1.239234383223802
-0.29670597283903605,-0.8180388948839172,0.16776827791135368,-0.01806009973887337,-1.6242313359598828,0.1630815272135924,-1.0967028288262468
-0.2792526803190927,-0.6292088789344061,0.14937482584473333,-0.017361258409991275,-1.6891511948717648,0.1486184980338858,-0.9623159346799803
-0.2617993877991494,-0.5665393107596144,0.13547935786971613,-0.016223653937057755,-1.7231831804324103,0.1350320160771917,-0.8360737007850025
-0.24434609527920614,-0.54512197661577,0.12276032339924059,-0.014689542559532559,-1.7283256069393544,0.12232208134351014,-0.7179761271413142
-0.22689280275926285,-0.5275000000000001,0.11092693588857155,-0.01279603402314837,-1.7065767886901329,0.1104886938328411,-0.6080232137489145
-0.20943951023931956,-0.5100000000000001,0.09997009560091503,-0.01051796047563621,-1.6599350399822812,0.0995318535451846,-0.5062149606078038
-0.19198621771937624,-0.49250000000000005,0.08988980253627103,-0.007813717206066675,-1.5903986751133348,0.08945156048054057,-0.4125513677179816
-0.17453292519943295,-0.4750000000000001,0.08068605669463952,-0.005526418233825076,-1.4999660083808288,0.08024781463890907,-0.3270324350794485
-0.15707963267948966,-0.4575000000000001,0.07235885807602058,-0.004543617725309191,-1.3906353540822989,0.07192061602029012,-0.24965816269220426
-0.13962634015954636,-0.44,0.06490820668041412,-0.0012781364718762213,-1.2644050265152806,0.06446996462468368,-0.18042855055624885
-0.12217304763960307,-0.42250000000000004,0.058334102507820215,0.0017831024972756251,-1.1232733399773092,0.05789586045208976,-0.11934359867158231
-0.10471975511965978,-0.405,0.052636545558238816,0.004726868772684186,-0.9692386087659205,0.05219830350250837,-0.06640330703820471
-0.08726646259971647,-0.38746760767349525,0.04781553583166995,0.0076988713291475845,-0.8042991471786493,0.047377293775939494,-0.02160767565611589
-0.06981317007977318,-0.36887190382642965,0.043871073328113595,0.01060277175206683,-0.6304532695130316,0.04343283127238315,0.015043295474684026
-0.05235987755982989,-0.33751880575369586,0.04080315804756977,0.013742735434589978,-0.449699290066603,0.04036491599183932,0.04354960635419506
-0.03490658503988659,-0.2513863790134069,0.03861178999003846,0.017592619957812125,-0.26403552313689826,0.038173547934308015,0.06391125698241724
-0.017453292519943295,-0.08571714091361876,0.03729696915551967,0.022521790481004413,-0.07546028302145337,0.036858727099789226,0.07612824735935055
0.0,0.11011975565744267,0.03685869554401341,0.028598647008925317,0.11402811598219638,0.03642045348828297,0.08020057748499498
