alpha,Cd,Cs,Cl,CmPitch
-10.0,0.1301765524838856,1.5332052308649837e-21,-0.3263185917913435,0.0618002947702435
-9.5,0.12578903604174424,1.5315041094699052e-21,-0.3261426062537052,0.06668926559457225
-9.0,0.12128793407691554,1.5264915255975583e-21,-0.3256084156736321,0.07060405035058454
-8.5,0.11667907968617204,1.518303649717276e-21,-0.32470666910038626,0.07365289193476003
-8.0,0.11196830596628633,1.5070766522983917e-21,-0.3234280155832302,0.07594403324357829
-7.5,0.10716144601403095,1.4929467038102383e-21,-0.32176310417142623,0.07758571717351893
-7.0,0.10226433292617844,1.4760499747221491e-21,-0.31970258391423667,0.07868618662106157
-6.5,0.09728279979950137,1.456522635503457e-21,-0.31723710386092374,0.07935368448268579
-6.0,0.09222267973077232,1.4345008566234952e-21,-0.31435731306075,0.07969645365487119
-5.5,0.0870898058167638,1.4101208085515971e-21,-0.3110538605629776,0.07982273703409738
-5.0,0.0818900111542484,1.3835186617570953e-21,-0.307317395416869,0.079840777516844
-4.5,0.07621039375979628,1.3350427543285605e-21,-0.2905836224593337,0.07751924102983763
-4.0,0.06993985587472228,1.2522108476337967e-21,-0.25279761874231255,0.07134943164597013
-3.5,0.06353693693291604,1.1459132470609897e-21,-0.20071409163761478,0.06252354948096889
-3.0,0.05746017636826717,1.0270402579983243e-21,-0.1410877485170496,0.05223379465056129
-2.5,0.05216811361466528,9.064821858339855e-22,-0.08067329675242618,0.041672367270474776
-2.0,0.048119288106,7.951293359561587e-22,-0.0262254437155537,0.0320314674564367
-1.5,0.04516043365350427,6.978484874280579e-22,0.021217042316403138,0.023148651914158252
-1.0,0.04270433677023845,6.028368034533188e-22,0.06823705949476479,0.013911666244680229
-0.5,0.04055861594283328,4.959801656307586e-22,0.11951240009044983,0.004087993906724489
0.0,0.0385308896579195,3.631644555591945e-22,0.1797208563743769,-0.0065548816409871
0.5,0.036565557862082196,1.6636646430106904e-22,0.2604641394126732,-0.020507044468101157
1.0,0.03473462570328398,-9.386316150451564e-23,0.3597426714647984,-0.03701483187033973
1.5,0.0330371194702219,-3.737777568937534e-22,0.4618323115916697,-0.05144514022809409
2.0,0.031472065451593,-6.296306569028383e-22,0.5510089188542044,-0.0591648659217555
2.5,0.029890530952414455,-8.59470295746127e-22,0.6266138097528258,-0.06181308418039997
3.0,0.02820826116309837,-1.0887396156159015e-21,0.6985941374523601,-0.06411600382468814
3.5,0.02652129920043421,-1.3147837135152445e-21,0.7671345160103298,-0.06607122162238828
4.0,0.024925688181211422,-1.534947686447238e-21,0.8324195594842576,-0.06767633434126868
4.5,0.023517471222219463,-1.7465766314149645e-21,0.8946338819316656,-0.06892893874909756
5.0,0.022392691440247785,-1.9470156454215057e-21,0.9539620974100762,-0.06982663161364319
5.5,0.021647391952085846,-2.133609825469944e-21,1.0105888199770119,-0.07036700970267386
6.0,0.0213776158745231,-2.303704268563362e-21,1.064698663689995,-0.0705476697839578
6.5,0.021565349979172525,-2.4718929102871923e-21,1.118203581827076,-0.07030374351390284
7.0,0.022107794258325267,-2.6482527087552553e-21,1.1719886642554957,-0.06966066516557615
7.5,0.022973811659788,-2.8233532947632123e-21,1.2246982299165625,-0.06875148543173494
8.0,0.024132265131367403,-2.9877642991067235e-21,1.2749765977515843,-0.0677092550051365
8.5,0.025552017620870168,-3.132055352581452e-21,1.3214680867018695,-0.06666702457853806
9.0,0.027201932076102966,-3.2467960859830587e-21,1.3628170157087265,-0.06575784484469685
9.5,0.02905087144487248,-3.3225561301072025e-21,1.3976677037134635,-0.06511476649637016
10.0,0.0310676986749854,-3.3499051157495493e-21,1.424664469657389,-0.0648708402263152
10.5,0.03394174484966652,-3.3359018846898896e-21,1.4474997440219783,-0.06601131649904603
11.0,0.038303000433861464,-3.2985509227698455e-21,1.4683340630285993,-0.06895807480400823
11.5,0.04403131744795809,-3.2448403268778196e-21,1.4835139042283982,-0.07299910937135624
12.0,0.0510065479123443,-3.1817581939022146e-21,1.489385745172521,-0.0774224144312446
12.5,0.061678588014282686,-3.0685621467505075e-21,1.4605924452307075,-0.08288378600495869
13.0,0.07711627413483947,-2.8961351097154665e-21,1.3914894666970927,-0.09002026930017473
13.5,0.09512786858510801,-2.7189031317634314e-21,1.3079921915094148,-0.0980917323266337
14.0,0.1135216336761816,-2.591292261860741e-21,1.236016001605412,-0.1063580430940764
14.5,0.133718133225711,-2.5065801357819803e-21,1.1707849756107886,-0.11579881684549981
15.0,0.15646430185540838,-2.4302692478313836e-21,1.1020524991432321,-0.12649833129941465
15.5,0.17855795808245903,-2.3751229347697626e-21,1.0475279146284566,-0.13637344817883246
16.0,0.1967969204240483,-2.3539045333579308e-21,1.0249205644921762,-0.1433410292067649
16.5,0.2107001646977124,-2.3626580948948774e-21,1.0242664903078942,-0.14757225172576002
17.0,0.22263617133433966,-2.384009574927483e-21,1.0237968315491408,-0.15089123817926559
17.5,0.23367701577114336,-2.4105951665883945e-21,1.0235135774916695,-0.15369426794164245
18.0,0.244894773445337,-2.43505106301026e-21,1.0234187174112337,-0.1563776203872515
18.5,0.25652377622469996,-2.4552931952201807e-21,1.0234346874528226,-0.15910940376114732
19.0,0.2680164460499302,-2.475303391528144e-21,1.0234698215443183,-0.161702381971479
19.5,0.27927199346761944,-2.4968166909911275e-21,1.0235049556358138,-0.16401981788724918
20.0,0.2901896290243592,-2.521568132666108e-21,1.0235209256774027,-0.1659249743774606
20.5,0.3007021482983167,-2.554083877563202e-21,1.0234132050654727,-0.16740914577029037
21.0,0.31089744428201255,-2.5932407749648646e-21,1.0231762197192271,-0.16865092811621205
21.5,0.32090737364356803,-2.632299896336581e-21,1.0229392343729815,-0.16979453686767298
22.0,0.3308637930511045,-2.664522313143837e-21,1.0228315137610515,-0.1709841874771204
22.5,0.34079119919261625,-2.6900748997074535e-21,1.023728034663366,-0.17224392478414238
23.0,0.35062526773735947,-2.7131480478888714e-21,1.0261072582221118,-0.17350164674578133
23.5,0.36036462382534823,-2.7330381054645046e-21,1.0295036757149931,-0.17475734849066632
24.0,0.3700078925965967,-2.749041420210768e-21,1.0334517784197144,-0.1760110251474264
24.5,0.3795536991911191,-2.7604543399040757e-21,1.0374860576139795,-0.17726267184469055
