alpha,Cd,Cs,Cl,CmPitch
-10.0,0.1231338580385625,1.7408115791459014e-21,-0.3787115745397631,0.0650817063396765
-9.5,0.11943830815587407,1.8703962233746042e-21,-0.3975487386773425,0.07640319010670645
-9.0,0.1157239164234697,1.9751938249796966e-21,-0.41263237195355906,0.08546873245890386
-8.5,0.11199143851457048,2.0578298119123095e-21,-0.42437953335300893,0.09252899355347238
-8.0,0.10824163010239754,2.1209296121235734e-21,-0.4332072818602878,0.09783463354761555
-7.5,0.10447524686017197,2.167118653564618e-21,-0.4395326764599916,0.10163631259853706
-7.0,0.10069304446111482,2.1990223641865743e-21,-0.44377277613671606,0.10418469086344047
-6.5,0.09689577857844725,2.2192661719405724e-21,-0.44634463987505724,0.10573042849952945
-6.0,0.09308420488539035,2.2304755047777427e-21,-0.4476653266596106,0.10652418566400756
-5.5,0.0892590790551652,2.2352757906492163e-21,-0.4481518954749725,0.10681662251407845
-5.0,0.0854211567609929,2.2362924575061226e-21,-0.4482214053057385,0.1068583992069457
-4.5,0.08163301564674015,2.2081666261263625e-21,-0.43818829994216313,0.10397659190500223
-4.0,0.077903476838766,2.1329910951266565e-21,-0.4109082221049922,0.09627496390587037
-3.5,0.07415266123403014,2.0245688092163642e-21,-0.37061002917455876,0.08516920606959795
-3.0,0.07030068972949226,1.8967027131048462e-21,-0.32152257853119554,0.07207500925623282
-2.5,0.06626768322211206,1.7631957515014632e-21,-0.26787472755523556,0.05840806432582283
-2.0,0.0619737626088492,1.637850869115575e-21,-0.2138953336270116,0.0455840621384158
-1.5,0.0569703723547948,1.507810663180899e-21,-0.14922688589082425,0.031105028509893273
-1.0,0.051393327191565905,1.3620725349859786e-21,-0.06883331433500563,0.014240514100711931
-0.5,0.04603930341591112,1.2172216353224124e-21,0.015074362394063887,-0.0009425029622176506
0.0,0.0417049773245791,1.0898431149817988e-21,0.0902851256500038,-0.0103770445519849
0.5,0.03829847167481512,9.829151709170038e-22,0.153152582466517,-0.014713640767318537
