alpha,Cd,Cs,Cl,Cm
-10.0,0.1379732306581158,-4.769293038033376e-22,-0.4080362479970993,0.0674213058779759
-9.5,0.1326841471304602,-4.75417641596303e-22,-0.4065829051789078,0.0680801363138168
-9.0,0.12734677769483,-4.709684480026902e-22,-0.4023810830160209,0.0686076868842134
-8.5,0.1219631811545753,-4.637104125637368e-22,-0.3956680909459696,0.0690185442408817
-8.0,0.1165354163130465,-4.537722248206797e-22,-0.3866812384062852,0.0693272950355378
-7.5,0.1110655419735937,-4.412825743147561e-22,-0.3756578348344989,0.0695485259198976
-7.0,0.1055556169395673,-4.263701505872032e-22,-0.3628351896681416,0.0696968235456773
-6.5,0.1000077000143173,-4.0916364317925823e-22,-0.3484506123447448,0.0697867745645929
-6.0,0.0944238500011941,-3.897917416321581e-22,-0.3327414123018395,0.0698329656283603
-5.5,0.0888061257035479,-3.683831354871403e-22,-0.3159448989769569,0.0698499833886957
-5.0,0.0831565859247289,-3.4506651428544187e-22,-0.2982983818076282,0.0698524144973151
-4.5,0.0771151789292091,-3.046810902143808e-22,-0.2750532835401525,0.0680649176687529
-4.0,0.0705998291090597,-2.370540982568319e-22,-0.2426753016015593,0.0632867534153144
-3.5,0.0640295594590294,-1.4979626214736736e-22,-0.2032231574504741,0.0563944110853709
-3.0,0.0578233929738667,-5.051830562055942e-23,-0.1587555725455228,0.048264380027294
-2.5,0.0524003526483205,5.31690475890197e-23,-0.1113312683453313,0.0397731495894554
-2.0,0.0481794614771395,1.5365507374679786e-22,-0.0630089663085254,0.0317972091202267
-1.5,0.0448544279082614,2.554218718152482e-22,-0.0111925618421209,0.0233215426708167
-1.0,0.0418273302079972,3.6638958919877897e-22,0.0470919794228702,0.0132237866587304
-0.5,0.0390797460986552,4.8410457482572065e-22,0.110352830691828,0.0022194089817831
0.0,0.0365932533025434,6.061131776244034e-22,0.1770981651701323,-0.0089761224622099
0.5,0.03434942954197,7.299617465231578e-22,0.2458361560631631,-0.0196473397754336
1.0,0.0323298525392434,8.531966304503146e-22,0.3150749765763003,-0.0290787750600726
1.5,0.0305161000166715,9.733641783342037e-22,0.3833227999149236,-0.0365549604183116
2.0,0.0288897496965628,1.0880107391031554e-21,0.4490877992844132,-0.0413604279523354
2.5,0.0273231927653028,1.206188356552083e-21,0.5141309595077769,-0.0445092753528612
3.0,0.0257461715011147,1.3341515214204869e-21,0.580627776240876,-0.0474492318962237
3.5,0.0242262902640623,1.4652502530535785e-21,0.6477081889383708,-0.050115277063034
4.0,0.0228311534142094,1.5928345707965697e-21,0.7145021370549218,-0.0524423903339028
4.5,0.0216283653116201,1.7102544939946733e-21,0.780139560045189,-0.0543655511894411
5.0,0.0206855303163581,1.8108600419931e-21,0.8437503973638328,-0.0558197391102597
5.5,0.0200702527884874,1.8880012341370627e-21,0.9044645884655133,-0.0567399335769696
