alpha,Cd,Cs,Cl,Cm
-10.0,0.1178787827507014,2.2656491307368418e-21,-0.2814872625103468,0.0602664033808302
-9.5,0.1142507070232501,2.1965336476654047e-21,-0.2839011290559559,0.0696954559408632
-9.0,0.1105121725280339,2.1307381956803045e-21,-0.2858340037437684,0.0772456566992661
-8.5,0.1066690702088321,2.068483790282197e-21,-0.2873393301135394,0.083125766967331
-8.0,0.1027272910094239,2.0099914469717408e-21,-0.2884705517050241,0.0875445480563502
-7.5,0.0986927258735886,1.9554821812495918e-21,-0.2892811120579777,0.0907107612776159
-7.0,0.0945712657451054,1.9051770086164077e-21,-0.2898244547121554,0.0928331679424204
-6.5,0.0903688015677535,1.8592969445728453e-21,-0.2901540232073125,0.0941205293620559
-6.0,0.0860912242853124,1.8180630046195626e-21,-0.2903232610832038,0.0947816068478146
-5.5,0.0817444248415611,1.7816962042572158e-21,-0.2903856118795849,0.0950251617109889
-5.0,0.0773342941802791,1.7504175589864634e-21,-0.2903945191362108,0.095059955262871
-4.5,0.0725303144755632,1.7253526692401192e-21,-0.2745948358205378,0.0916753329315969
-4.0,0.0672375819926454,1.7056461348793126e-21,-0.2329232913132488,0.0827992713844004
-3.5,0.0618154088120074,1.6885474705471688e-21,-0.1739711437739392,0.0703484787912198
-3.0,0.0566231070141306,1.6713061908868149e-21,-0.1063296513622039,0.0562396633219932
-2.5,0.0520199886794967,1.651171810541376e-21,-0.0385900722376382,0.0423895331466591
-2.0,0.0483653658885874,1.625393844153978e-21,0.0206563354401628,0.0307147964351559
-1.5,0.0456420538066005,1.5902813989344429e-21,0.0705129016762515,0.0211530252883604
-1.0,0.0433911184131789,1.5457961004140793e-21,0.1189365431002431,0.0120462979527718
-0.5,0.041309248010471,1.494666240718247e-21,0.1706163814893863,0.0029180818167614
0.0,0.0390931309006255,1.4396201119723053e-21,0.2302415386209301,-0.0067081557312996
0.5,0.0364624234175999,1.3736742329749777e-21,0.3060714613441239,-0.0180839626714422
1.0,0.0336440778126702,1.2962559999568779e-21,0.3960097443919017,-0.0306157176402893
1.5,0.0310957262639618,1.2197100211912017e-21,0.4892117313670385,-0.0420121992343572
2.0,0.0292750009496005,1.1563809049511437e-21,0.5748327658723098,-0.0499821860501623
2.5,0.0279935877920758,1.1029276034293937e-21,0.6532385000149079,-0.0553567044468339
3.0,0.026779382059973,1.049177446924446e-21,0.7313391037008331,-0.0604125046745197
3.5,0.0256643299505602,9.972276108682038e-22,0.8081066972310716,-0.0650269511662631
4.0,0.0246803776611057,9.491752706925688e-22,0.8825134009066102,-0.0690774083551073
4.5,0.0238594713888778,9.07117601829444e-22,0.9535313350284356,-0.0724412406740957
5.0,0.0232335573311448,8.731517797107315e-22,1.0201326198975342,-0.0749958125562719
5.5,0.0228345816851749,8.49374979768334e-22,1.0812893758148927,-0.0766184884346791
6.0,0.0226944906482365,8.378843774341533e-22,1.1359737230814977,-0.0771866327423608
6.5,0.0228932036119915,8.340534714671192e-22,1.1884225553498546,-0.0770163580238894
7.0,0.0234769566619805,8.315462014942223e-22,1.2420111644833516,-0.0765674519479195
7.5,0.0244271710362891,8.298954042494569e-22,1.2944192680992983,-0.0759327916336171
8.0,0.0257252679730028,8.286339164668178e-22,1.343326583815005,-0.0752052542001486
8.5,0.0273526687102075,8.272945748803e-22,1.3864128292477818,-0.0744777167666801
9.0,0.0292907944859887,8.2541021622389735e-22,1.4213577220149376,-0.0738430564523777
9.5,0.031521066538432,8.225136772316054e-22,1.4458409797337837,-0.0733941503764078
10.0,0.0340249061056232,8.181377946374179e-22,1.457542320021629,-0.0732238756579365
10.5,0.0384985818383928,7.9275456763298815e-22,1.4617528877090993,-0.0761492207035371
