alpha,Cl,Cd,Cm
-40.0,-1.1140746751,0.3434567645,0.1713810868
-39.0,-1.105670716,0.3410347764,0.1687068661
-38.0,-1.0957590666,0.3379762384,0.1657184008
-37.0,-1.0843808838,0.3342957314,0.162435551
-36.0,-1.0715673463,0.3300177951,0.1588810618
-35.0,-1.0573428854,0.3251746459,0.1550800136
-34.0,-1.0417290251,0.3198047159,0.1510592156
-33.0,-1.0247494754,0.3139524966,0.1468463951
-32.0,-1.0064368361,0.3076701953,0.1424689402
-31.0,-0.9868390689,0.3010211992,0.1379519649
-30.0,-0.9660195227,0.2940835809,0.1333157683
-29.0,-0.9440431131,0.2869494206,0.1285731587
-28.0,-0.9209521905,0.2797158894,0.1237268788
-27.0,-0.8967527005,0.272468796,0.1187671063
-26.0,-0.8714295684,0.265262365,0.1136710747
-25.0,-0.8449819246,0.2580983527,0.1084100327
-24.0,-0.8174402022,0.2509132888,0.1029662711
-23.0,-0.7888301973,0.2435892948,0.0973509785
-22.0,-0.7591055855,0.2359956902,0.0916072407
-21.0,-0.7281312086,0.2280475902,0.085797183
-20.0,-0.6957461353,0.2197457107,0.0799852636
-19.0,-0.661831505,0.2053661547,0.0742243348
-18.0,-0.6263251529,0.1909865987,0.068546528
-17.0,-0.5892023328,0.1766070427,0.0629621873
-16.0,-0.5504554092,0.1622274866,0.0574677634
-15.0,-0.5100928545,0.1478479306,0.0520597077
-14.0,-0.4662869218,0.1334683746,0.0467519333
-13.0,-0.4224809892,0.1190888186,0.0415975266
-12.0,-0.3786750565,0.1047092626,0.0366890442
-11.0,-0.3348691238,0.0903297066,0.0317733833
-10.0,-0.2910631912,0.0759501505,0.0233305386
-9.0,-0.2472572585,0.0696035758,0.0040858219
-8.0,-0.2034513258,0.0639250616,-0.0074783966
-7.0,-0.1596453932,0.0589146079,-0.0103044451
-6.0,-0.1158394605,0.0545722147,-0.0121516421
-5.0,-0.0720335278,0.050897882,-0.0138594084
-4.0,-0.0282275952,0.0478916097,-0.0166608677
-3.0,0.0155783375,0.045553398,-0.022623941
-2.0,0.0593842702,0.0438832468,-0.0318855109
-1.0,0.1031902028,0.042881156,-0.0429380053
0.0,0.1469961355,0.0425471258,-0.054020786
1.0,0.3338270088,0.042881156,-0.063563916
2.0,0.5176249962,0.0438832468,-0.0704661828
3.0,0.6966566672,0.045553398,-0.074697255
4.0,0.8691885916,0.0478916097,-0.0771128011
5.0,1.0334873392,0.050897882,-0.0782652557
6.0,1.1878194796,0.0545722147,-0.0780129637
7.0,1.3304515825,0.0589146079,-0.0764359935
8.0,1.4596502177,0.0639250616,-0.0740188715
9.0,1.5736819549,0.0696035758,-0.0713186678
10.0,1.6708133638,0.0759501505,-0.0689300852
11.0,1.7493110141,0.0829647857,-0.0666591569
12.0,1.8074414755,0.0906474814,-0.06396986
13.0,1.8434713177,0.0989982376,-0.0604500349
14.0,1.8556671105,0.1080170543,-0.0563610843
15.0,1.8422954236,0.1177039315,-0.0504288528
16.0,1.8016228266,0.1280588692,-0.0417446774
17.0,1.7319158893,0.1390818674,-0.0451492193
18.0,1.6314411814,0.150772926,-0.0557204874
19.0,1.6248803121,0.1618595453,-0.0708931433
20.0,1.6183194429,0.1729461646,-0.0938445992
21.0,1.6117585737,0.1840327838,-0.1114028097
22.0,1.6051977044,0.1951194031,-0.1203056047
23.0,1.5986368352,0.2062060224,-0.1273731773
24.0,1.592075966,0.2172926416,-0.1336861793
25.0,1.5855150967,0.2283792609,-0.1392975057
26.0,1.5789542275,0.2394658802,-0.1443215636
27.0,1.5723933582,0.2505524995,-0.1491791841
28.0,1.565832489,0.2616391187,-0.1544110216
29.0,1.5816043404,0.272725738,-0.1609528959
30.0,1.5735830023,0.2838123573,-0.1715573584
31.0,1.5373565784,0.2948989765,-0.1868798535
32.0,1.5028985946,0.3059855958,-0.2021562362
33.0,1.4901022024,0.3170722151,-0.2142307431
34.0,1.4951148868,0.3318579558,-0.2232091351
35.0,1.5075368505,0.3394880004,-0.2302096905
36.0,1.5209178485,0.3446733911,-0.2360330442
37.0,1.5329724427,0.349237352,-0.2410476244
38.0,1.5432506252,0.3535044201,-0.2454066204
39.0,1.5517992245,0.3573432167,-0.2491833317
40.0,1.5587173533,0.3605643001,-0.2524214683
