alpha,Cl,Cd,Cm
-40.0,-1.16207844,0.3489444551,0.181640558
-39.0,-1.1538928351,0.3464338824,0.1788972248
-38.0,-1.1442275533,0.3432873173,0.175841838
-37.0,-1.1331010853,0.3395238008,0.1724909569
-36.0,-1.1205273563,0.3351685989,0.1688628517
-35.0,-1.1065183782,0.3302532429,0.164977742
-34.0,-1.0910886272,0.3248161079,0.1608580713
-33.0,-1.0742612953,0.3189036219,0.1565285163
-32.0,-1.0560758185,0.3125719893,0.1520152319
-31.0,-1.0365938189,0.3058889039,0.1473438535
-30.0,-1.0158974539,0.2989340143,0.1425364927
-29.0,-0.9940765387,0.2917950904,0.137609076
-28.0,-0.9712118874,0.2845552341,0.1325699672
-27.0,-0.9473645832,0.2772724635,0.1274184225
-26.0,-0.9225666458,0.2699654171,0.1221417951
-25.0,-0.8968084718,0.2626156472,0.1167165505
-24.0,-0.8700330125,0.2551768197,0.1111216128
-23.0,-0.8421409295,0.2475774513,0.1053608275
-22.0,-0.8130047929,0.2397273331,0.0994742325
-21.0,-0.7825072669,0.2315529702,0.0935254686
-20.0,-0.7505946324,0.2230516832,0.0875773166
-19.0,-0.717292773,0.2084473697,0.0816743862
-18.0,-0.6826674863,0.1938430562,0.0758411458
-17.0,-0.6467755156,0.1792387426,0.0700914316
-16.0,-0.6096457958,0.1646344291,0.0644409419
-15.0,-0.5712744195,0.1500301156,0.058914291
-14.0,-0.5249895265,0.135425802,0.0535356104
-13.0,-0.4787046334,0.1208214885,0.0483003215
-12.0,-0.4324197403,0.1062171749,0.043169113
-11.0,-0.3861348472,0.0916128614,0.0381437526
-10.0,-0.3398499542,0.0770085479,0.0333727827
-9.0,-0.2935650611,0.0696351529,0.0286985592
-8.0,-0.247280168,0.0630379047,0.0194713264
-7.0,-0.2009952749,0.0572168034,0.0013770606
-6.0,-0.1547103819,0.0521718489,-0.005512647
-5.0,-0.1084254888,0.0479030413,-0.0072337611
-4.0,-0.0621405957,0.0444103805,-0.0115865384
-3.0,-0.0158557026,0.0416938665,-0.0192690079
-2.0,0.0304291904,0.0397534994,-0.0291689916
-1.0,0.0767140835,0.0385892791,-0.0399837383
0.0,0.1229989766,0.0382012057,-0.050218448
1.0,0.311699828,0.0385892791,-0.0583145172
2.0,0.4973012578,0.0397534994,-0.0636009898
3.0,0.6778581326,0.0416938665,-0.066589548
4.0,0.851425319,0.0444103805,-0.0679535366
5.0,1.0160576836,0.0479030413,-0.0678525329
6.0,1.1698100929,0.0521718489,-0.066481242
7.0,1.3107374137,0.0572168034,-0.0643938369
8.0,1.4368945124,0.0630379047,-0.0622946414
9.0,1.5463362557,0.0696351529,-0.0605343958
10.0,1.6371175103,0.0770085479,-0.0589546432
11.0,1.7072931426,0.0851580897,-0.0562807367
12.0,1.7549180193,0.0940837784,-0.0517567433
13.0,1.7780470071,0.103785614,-0.0465945857
14.0,1.7747349724,0.1142635963,-0.0409039596
15.0,1.7430367819,0.1255177256,-0.0403851809
16.0,1.6810073023,0.1375480016,-0.0517672454
17.0,1.5867014001,0.1503544245,-0.066448152
18.0,1.4581739419,0.1639369943,-0.0809382859
19.0,1.4491732635,0.1754215436,-0.0919477855
20.0,1.4401725852,0.186906093,-0.0975251904
21.0,1.4311719069,0.1983906423,-0.1019599732
22.0,1.4221712285,0.2098751917,-0.1075237132
23.0,1.4131705502,0.221359741,-0.1136630915
24.0,1.4041698719,0.2328442904,-0.1198202694
25.0,1.3951691935,0.2443288397,-0.1288442827
26.0,1.3861685152,0.2558133891,-0.1443741504
27.0,1.3771678369,0.2672979384,-0.1632044357
28.0,1.3681671586,0.2787824878,-0.1807510805
29.0,1.3622649027,0.2902670371,-0.1940761199
30.0,1.3780955532,0.3017515865,-0.2041588331
31.0,1.4004637223,0.3132361358,-0.2123793087
32.0,1.4214617283,0.3247206851,-0.2195024566
33.0,1.4393254439,0.3362052345,-0.2258360543
34.0,1.4542638002,0.344150387,-0.2315110003
35.0,1.466762239,0.3515686459,-0.2365973546
36.0,1.4772814065,0.3584317901,-0.2411458507
37.0,1.4861991549,0.3648932978,-0.2451976997
38.0,1.4937133683,0.3709327126,-0.2487790791
39.0,1.4998912445,0.3763473247,-0.2519052974
40.0,1.5047802151,0.3809677012,-0.2545904207
