alpha,Cl,Cd,Cm
-40.0,-1.1110116354,0.3431406531,0.1707481971
-39.0,-1.1025895888,0.3407215114,0.1680797486
-38.0,-1.0926546485,0.3376665832,0.1650968637
-37.0,-1.0812505618,0.3339895801,0.1618194789
-36.0,-1.0684104417,0.3297148211,0.1582705477
-35.0,-1.0541601598,0.3248746684,0.1544754212
-34.0,-1.0385221982,0.3195077495,0.1504611617
-33.0,-1.0215206236,0.3136585436,0.1462556649
-32.0,-1.0031876676,0.3073789316,0.1418863719
-31.0,-0.9835702638,0.3007317595,0.1373783548
-30.0,-0.9627304965,0.2937946055,0.1327518294
-29.0,-0.9407324401,0.286659404,0.1280195181
-28.0,-0.9176181295,0.2794237643,0.123184038
-27.0,-0.89339244,0.272174744,0.1182352788
-26.0,-0.8680371867,0.2649688512,0.1131499818
-25.0,-0.8415482495,0.2578105877,0.1078989846
-24.0,-0.8139569544,0.2506376282,0.1024646273
-23.0,-0.7852953836,0.243329969,0.0968585205
-22.0,-0.7555246647,0.2357528815,0.0911240475
-21.0,-0.7245120527,0.2278188807,0.085323221
-20.0,-0.6920914176,0.219528879,0.0795202211
-19.0,-0.6581335371,0.2051978721,0.0737678233
-18.0,-0.6225649869,0.1908668652,0.068098153
-17.0,-0.5853526752,0.1765358583,0.0625211099
-16.0,-0.5464864776,0.1622048514,0.0570322227
-15.0,-0.5059821047,0.1478738445,0.0516276787
-14.0,-0.4623487986,0.1335428376,0.0463242843
-13.0,-0.4187154925,0.1192118307,0.0411834072
-12.0,-0.3750821864,0.1048808238,0.0362945632
-11.0,-0.3314488803,0.0905498169,0.0312465295
-10.0,-0.2878155742,0.07621881,0.0217471703
-9.0,-0.2441822681,0.0698747469,0.0020074643
-8.0,-0.200548962,0.0641984799,-0.0080910963
-7.0,-0.1569156559,0.0591900091,-0.0107238778
-6.0,-0.1132823498,0.0548493343,-0.0125997176
-5.0,-0.0696490437,0.0511764557,-0.0142756475
-4.0,-0.0260157376,0.0481713731,-0.0169793323
-3.0,0.0176175685,0.0458340867,-0.022812113
-2.0,0.0612508746,0.0441645965,-0.03201687
-1.0,0.1048841807,0.0431629023,-0.0430691707
0.0,0.1485174868,0.0428290042,-0.0541962566
1.0,0.3352656269,0.0431629023,-0.0638281766
2.0,0.518983849,0.0441645965,-0.0708377682
3.0,0.6979513149,0.0458340867,-0.0751563634
4.0,0.8704471863,0.0481713731,-0.0776263016
5.0,1.0347506251,0.0511764557,-0.0788449799
6.0,1.1891407929,0.0548493343,-0.0786797535
7.0,1.3318968516,0.0591900091,-0.0771744811
8.0,1.4612979628,0.0641984799,-0.0747926332
9.0,1.5756232885,0.0698747469,-0.0720657853
10.0,1.6731519903,0.07621881,-0.069589391
11.0,1.7521632301,0.0832306692,-0.0672963092
12.0,1.8109361695,0.0909103246,-0.0645501013
13.0,1.8477499704,0.099257776,-0.061112875
14.0,1.8608837945,0.1082730236,-0.0570045179
15.0,1.8486168036,0.1179560673,-0.0512188436
16.0,1.8092281594,0.1283069071,-0.0423163235
17.0,1.7409970238,0.139325543,-0.0446770265
18.0,1.6422025585,0.151011975,-0.0546869284
19.0,1.6343296682,0.1617390995,-0.0688429737
20.0,1.6264567779,0.1724662239,-0.0914481875
21.0,1.6185838876,0.1831933484,-0.1107743234
22.0,1.6107109973,0.1939204729,-0.1205174135
23.0,1.602838107,0.2046475973,-0.1279605013
24.0,1.5949652167,0.2153747218,-0.1344910578
25.0,1.5870923264,0.2261018462,-0.1402198678
26.0,1.5792194361,0.2368289707,-0.1452953683
27.0,1.5713465458,0.2475560952,-0.1501162209
28.0,1.5634736555,0.2582832196,-0.1552110166
29.0,1.5823529409,0.2690103441,-0.161222553
30.0,1.583135485,0.2797374685,-0.1702914808
31.0,1.5538647605,0.290464593,-0.184374441
32.0,1.5170641265,0.3011917174,-0.199826617
33.0,1.4985148543,0.3119188419,-0.2126296822
34.0,1.4995132208,0.3295092778,-0.2221928765
35.0,1.5103217657,0.3383296721,-0.2295098195
36.0,1.5233354406,0.3437009003,-0.2354891583
37.0,1.5353959775,0.348109413,-0.2405910264
38.0,1.5457160295,0.3521798632,-0.2450087722
39.0,1.5542695758,0.3558664352,-0.248829778
40.0,1.5611633688,0.3589859093,-0.2521030694
