alpha,Cl,Cd,Cm
-40.0,-1.1360688851,0.3458227969,0.1760112363
-39.0,-1.1277858833,0.3433692579,0.1733004466
-38.0,-1.1180175161,0.3402780554,0.1702768272
-37.0,-1.1067909752,0.3365668543,0.1669590405
-36.0,-1.0941267439,0.3322604457,0.1633679444
-35.0,-1.0800413319,0.3273900754,0.1595264842
-34.0,-1.0645514207,0.3219935693,0.1554595732
-33.0,-1.0476797458,0.3161163386,0.1511937036
-32.0,-1.0294623336,0.3098132724,0.1467558878
-31.0,-1.0099542893,0.303151185,0.1421715851
-30.0,-0.9892274128,0.2962104062,0.1374617859
-29.0,-0.9673541987,0.2890822984,0.1326401761
-28.0,-0.9443869241,0.2818589903,0.1277111381
-27.0,-0.9203518536,0.2746150141,0.1226681903
-26.0,-0.8952614165,0.2673867842,0.1174930421
-25.0,-0.8691252415,0.2601602326,0.1121596662
-24.0,-0.8419455631,0.2528726312,0.1066491276
-23.0,-0.8136912093,0.2454266582,0.1009692374
-22.0,-0.7842680716,0.237716233,0.0951613866
-21.0,-0.7535369056,0.2296668883,0.0892884835
-20.0,-0.7213804967,0.2212761837,0.0834152165
-19.0,-0.6877499875,0.2066818345,0.0775921153
-18.0,-0.6526531819,0.1920874853,0.0718490991
-17.0,-0.6161160695,0.1774931361,0.0661991637
-16.0,-0.5781540618,0.1628987868,0.0606476753
-15.0,-0.5387581601,0.1483044376,0.0552008268
-14.0,-0.4939335185,0.1337100884,0.0498680497
-13.0,-0.4491088769,0.1191157392,0.0446597551
-12.0,-0.4042842352,0.10452139,0.0396064854
-11.0,-0.3594595936,0.0899270408,0.0348032276
-10.0,-0.314634952,0.0753326916,0.0299273528
-9.0,-0.2698103103,0.0686347307,0.0201604327
-8.0,-0.2249856687,0.0626418184,0.0006347993
-7.0,-0.1801610271,0.0573539545,-0.0072596547
-6.0,-0.1353363854,0.0527711392,-0.0088990055
-5.0,-0.0905117438,0.0488933723,-0.0107967842
-4.0,-0.0456871021,0.045720654,-0.0143386859
-3.0,-0.0008624605,0.0432529842,-0.0211769369
-2.0,0.0439621811,0.0414903629,-0.0307803809
-1.0,0.0887868228,0.0404327902,-0.0417838365
0.0,0.1336114644,0.0400802659,-0.0525192256
1.0,0.3212430314,0.0404327902,-0.0614158062
2.0,0.5058135506,0.0414903629,-0.0675612146
3.0,0.6854773438,0.0432529842,-0.0712051228
4.0,0.8583887325,0.045720654,-0.0731940389
5.0,1.0227020385,0.0488933723,-0.0737863358
6.0,1.1765715836,0.0527711392,-0.0729158422
7.0,1.3181516893,0.0573539545,-0.0709243423
8.0,1.4455966774,0.0626418184,-0.0684544733
9.0,1.5570608696,0.0686347307,-0.0661916332
10.0,1.6506985876,0.0753326916,-0.0642648687
11.0,1.7246641531,0.082735701,-0.0622711234
12.0,1.7771118877,0.0908437589,-0.0595633403
13.0,1.8061961132,0.0996568654,-0.0553672304
14.0,1.8100711512,0.1091750203,-0.0511873308
15.0,1.7868913235,0.1193982238,-0.0432576617
16.0,1.7348109517,0.1303264757,-0.0423369069
17.0,1.6519843576,0.1419597762,-0.054034564
18.0,1.5365658628,0.1542981252,-0.0697444889
19.0,1.5367455306,0.1661793545,-0.0886040792
20.0,1.5369251984,0.1780605837,-0.1032927659
21.0,1.5371048662,0.1899418129,-0.1102489758
22.0,1.5372845339,0.2018230421,-0.11587269
23.0,1.5374642017,0.2137042714,-0.1217334844
24.0,1.5376438695,0.2255855006,-0.1274626184
25.0,1.5378235372,0.2374667298,-0.1328189329
26.0,1.538003205,0.249347959,-0.1381051201
27.0,1.5381828728,0.2612291882,-0.1444873757
28.0,1.5383625405,0.2731104175,-0.155681919
29.0,1.4947142966,0.2849916467,-0.1726588577
30.0,1.4519786807,0.2968728759,-0.1900129114
31.0,1.4359365287,0.3087541051,-0.2037363442
32.0,1.4425651095,0.3206353344,-0.2138971824
33.0,1.4584969653,0.3325165636,-0.221836844
34.0,1.4755425525,0.339113982,-0.2285100665
35.0,1.4910169291,0.345344011,-0.234340568
36.0,1.5044654525,0.3514210953,-0.2394991549
37.0,1.5159623465,0.3571155447,-0.2440663883
38.0,1.525635537,0.3621915775,-0.248088226
39.0,1.5335909808,0.3664969833,-0.2515943707
40.0,1.5399182177,0.3699581043,-0.2546062256
