alpha,Cl,Cd,Cm
-40.0,-1.1879059018,0.3523444555,0.1873844151
-39.0,-1.1797718719,0.3497653977,0.1846196063
-38.0,-1.1701534469,0.3465530217,0.1815420727
-37.0,-1.1590661123,0.3427281259,0.1781662364
-36.0,-1.1465218601,0.3383175121,0.1745078644
-35.0,-1.1325316486,0.3333537743,0.1705844711
-34.0,-1.1171097565,0.3278754104,0.1664158117
-33.0,-1.1002802703,0.3219277048,0.1620242169
-32.0,-1.0820853309,0.3155645746,0.157434277
-31.0,-1.0625927815,0.3088507999,0.1526713184
-30.0,-1.0418977772,0.3018626144,0.1477587908
-29.0,-1.0201131912,0.2946821257,0.1427158125
-28.0,-0.9973501429,0.2873816127,0.137555606
-27.0,-0.9736936686,0.280005336,0.1322832309
-26.0,-0.9491756967,0.2725656981,0.1268915503
-25.0,-0.9237529471,0.2650543123,0.1213602144
-24.0,-0.8973102258,0.2574468166,0.1156672201
-23.0,-0.86969748,0.2496898647,0.1098131446
-22.0,-0.8407787698,0.2416969484,0.103836699
-21.0,-0.8104782432,0.2333923119,0.0978020603
-20.0,-0.7788122119,0.2247812897,0.0917699299
-19.0,-0.7458706174,0.2101910544,0.0857787921
-18.0,-0.7117497638,0.195600819,0.0798466301
-17.0,-0.6765026117,0.1810105837,0.0739855224
-16.0,-0.6401438621,0.1664203483,0.0682184158
-15.0,-0.6026696033,0.1518301129,0.0625863437
-14.0,-0.5545641898,0.1372398776,0.0571283246
-13.0,-0.5064587763,0.1226496422,0.0518361374
-12.0,-0.4583533628,0.1080594069,0.0466376665
-11.0,-0.4102479493,0.0934691715,0.0414592723
-10.0,-0.3621425359,0.0788789362,0.0363515941
-9.0,-0.3140371224,0.0709412254,0.0315808471
-8.0,-0.2659317089,0.0638390632,0.0273387257
-7.0,-0.2178262954,0.0575724494,0.0207413118
-6.0,-0.1697208819,0.0521413842,0.0016646166
-5.0,-0.1216154684,0.0475458674,-0.0044781799
-4.0,-0.073510055,0.0437858992,-0.0089620352
-3.0,-0.0254046415,0.0408614794,-0.0172127257
-2.0,0.022700772,0.0387726082,-0.0273117986
-1.0,0.0708061855,0.0375192854,-0.0378042813
0.0,0.118911599,0.0371015112,-0.0474262557
1.0,0.3053980428,0.0375192854,-0.0546613416
2.0,0.4888726937,0.0387726082,-0.0591019594
3.0,0.6674182472,0.0408614794,-0.0614196091
4.0,0.8391173988,0.0437858992,-0.062199118
5.0,1.0020528441,0.0475458674,-0.0617002991
6.0,1.1543072786,0.0521413842,-0.0602185924
7.0,1.2939633978,0.0575724494,-0.0583571992
8.0,1.4191038974,0.0638390632,-0.0564600757
9.0,1.5278114728,0.0709412254,-0.053801948
10.0,1.6181688197,0.0788789362,-0.0514560028
11.0,1.6882586335,0.0876521954,-0.0477153893
12.0,1.7361636098,0.0972610032,-0.043062943
13.0,1.7599664441,0.1077053595,-0.0379418912
14.0,1.7577498321,0.1189852642,-0.0338726446
15.0,1.7275964692,0.1311007175,-0.0410651931
16.0,1.667589051,0.1440517192,-0.0534483627
17.0,1.5758102731,0.1578382695,-0.0651057831
18.0,1.4503428309,0.1724603682,-0.0746396787
19.0,1.4367803824,0.1837281736,-0.0805445012
20.0,1.4232179339,0.194995979,-0.0846969853
21.0,1.4096554853,0.2062637843,-0.0902455784
22.0,1.3960930368,0.2175315897,-0.0976366736
23.0,1.3825305883,0.2287993951,-0.111289393
24.0,1.3689681397,0.2400672004,-0.1385920793
25.0,1.3554056912,0.2513350058,-0.1607741467
26.0,1.3418432427,0.2626028112,-0.1745773127
27.0,1.3282807941,0.2738706165,-0.1842481163
28.0,1.3147183456,0.2851384219,-0.192659124
29.0,1.3421202302,0.2964062273,-0.2005429082
30.0,1.3645741115,0.3076740326,-0.2078228244
31.0,1.3829631815,0.318941838,-0.2144566598
32.0,1.3983388871,0.3302096434,-0.2204853855
33.0,1.4116444642,0.3414774487,-0.2259789075
34.0,1.4238066894,0.351149702,-0.2310184936
35.0,1.4350690572,0.3614755797,-0.2356343708
36.0,1.4451627657,0.3713818892,-0.2398112622
37.0,1.4539464779,0.3801554134,-0.2435445942
38.0,1.4614061835,0.3875379615,-0.2468461546
39.0,1.4675545417,0.3934890707,-0.249732232
40.0,1.4724050156,0.398078076,-0.2522179242
