alpha,Cl,Cd,Cm
-40.0,-1.1192209708,0.3440154277,0.1724512232
-39.0,-1.1108481541,0.3415874176,0.1697677508
-38.0,-1.1009751459,0.3385219854,0.1667704072
-37.0,-1.0896392002,0.334834855,0.1634788568
-36.0,-1.0768685527,0.3305507772,0.1599154496
-35.0,-1.0626854382,0.3257016918,0.1561047844
-34.0,-1.0471099531,0.3203257425,0.1520732288
-33.0,-1.030165352,0.3144674995,0.1478482183
-32.0,-1.0118849318,0.3081797531,0.1434570503
-31.0,-0.9923183698,0.3015267879,0.1389249183
-30.0,-0.9715310679,0.2945874379,0.1342722798
-29.0,-0.9495893932,0.2874539185,0.1295121208
-28.0,-0.9265366962,0.2802225402,0.1246474637
-27.0,-0.902381689,0.2729768656,0.1196690915
-26.0,-0.8771151016,0.265767181,0.1145551691
-25.0,-0.8507405754,0.2585909107,0.1092776108
-24.0,-0.8232850336,0.2513834053,0.103818478
-23.0,-0.7947623844,0.2440308735,0.0981881158
-22.0,-0.7651140308,0.2364090981,0.0924290775
-21.0,-0.7342017859,0.2284368048,0.0866036686
-20.0,-0.7018739222,0.2201141282,0.0807766876
-19.0,-0.668028439,0.205650108,0.075000882
-18.0,-0.632620922,0.1911860879,0.0693081915
-17.0,-0.5956397181,0.1767220677,0.063709654
-16.0,-0.5570819643,0.1622580475,0.0582034907
-15.0,-0.5169476266,0.1477940273,0.0527873563
-14.0,-0.4729251796,0.1333300071,0.0474718891
-13.0,-0.4289027326,0.1188659869,0.0422976446
-12.0,-0.3848802857,0.1044019668,0.0373513737
-11.0,-0.3408578387,0.0899379466,0.0325587645
-10.0,-0.2968353917,0.0754739264,0.0255149473
-9.0,-0.2528129448,0.0690909653,0.0078527382
-8.0,-0.2087904978,0.0633798949,-0.0063162187
-7.0,-0.1647680508,0.0583407151,-0.0096211194
-6.0,-0.1207456039,0.053973426,-0.0114095848
-5.0,-0.0767231569,0.0502780275,-0.0131686335
-4.0,-0.03270071,0.0472545196,-0.0161362377
-3.0,0.011321737,0.0449029024,-0.0223133176
-2.0,0.055344184,0.0432231758,-0.0316636954
-1.0,0.0993666309,0.0422153398,-0.0427125481
0.0,0.1433890779,0.0418793945,-0.0537189258
1.0,0.3304188123,0.0422153398,-0.063111968
2.0,0.5144085942,0.0432231758,-0.0698336512
3.0,0.6935951052,0.0449029024,-0.0739196402
4.0,0.8662150266,0.0472545196,-0.0762411439
5.0,1.0305050401,0.0502780275,-0.0772742148
6.0,1.1847018269,0.053973426,-0.0768734784
7.0,1.3270420686,0.0583407151,-0.0751808849
8.0,1.4557624467,0.0633798949,-0.0727167116
9.0,1.5690996425,0.0690909653,-0.0700815404
10.0,1.6652903376,0.0754739264,-0.0678337169
11.0,1.7425712134,0.0825287781,-0.0655909817
12.0,1.7991789514,0.0902555204,-0.0629892448
13.0,1.8333502331,0.0986541534,-0.0592992104
14.0,1.8433217398,0.107724677,-0.0552751047
15.0,1.8273301531,0.1174670913,-0.0490160912
16.0,1.7836121544,0.1278813962,-0.0410379529
17.0,1.7104044251,0.1389675917,-0.0463178596
18.0,1.6059436468,0.1507256779,-0.0579748771
19.0,1.6021581018,0.1622508612,-0.0748963602
20.0,1.5983725568,0.1737760445,-0.0975898335
21.0,1.5945870118,0.1853012278,-0.112014052
22.0,1.5908014668,0.1968264111,-0.1196968492
23.0,1.5870159218,0.2083515945,-0.1262437312
24.0,1.5832303768,0.2198767778,-0.1322907098
25.0,1.5794448319,0.2314019611,-0.137756823
26.0,1.5756592869,0.2429271444,-0.1427425286
27.0,1.5718737419,0.2544523277,-0.1477158563
28.0,1.5680881969,0.2659775111,-0.1533085096
29.0,1.5752097477,0.2775026944,-0.1613507283
30.0,1.5507601717,0.2890278777,-0.1748185583
31.0,1.5089010845,0.300553061,-0.1912898361
32.0,1.4823221503,0.3120782443,-0.2056888354
33.0,1.4789648251,0.3236034276,-0.2165241315
34.0,1.4891819432,0.3346617327,-0.2246890713
35.0,1.5033228214,0.3411035189,-0.2312817286
36.0,1.5169923838,0.3462983527,-0.2368988287
37.0,1.529003377,0.3511735471,-0.2417892918
38.0,1.5392388496,0.3557289382,-0.2460608699
39.0,1.5477869529,0.3597673957,-0.2497709719
40.0,1.5547238775,0.3631130911,-0.2529561918
