alpha,Cd,Cs,Cl,Cm
-10.0,0.1145642577313759,-1.0186945209532765e-21,-0.2989604670437933,0.0581854929136097
-9.0,0.0906909354995368,-9.703037024437254e-22,-0.162273921099489,0.0404598366274276
-8.0,0.0710865588219696,-9.409518944953092e-22,-0.0700977686105066,0.0297082090440056
-7.0,0.0563464128779443,-9.258793444677441e-22,-0.0143115553719979,0.0241871029876538
-6.0,0.047065782846731,-9.203262997207466e-22,0.0132051728208852,0.0221530112826821
-5.0,0.0438399539075999,-9.195330076140325e-22,0.0205728701729912,0.0218624267534005
-4.0,0.0473542250386405,-9.889867853665366e-22,-0.0513563001405289,0.0354506867667177
-3.0,0.053880728567716,-1.1179723726211873e-21,-0.184939045008495,0.0606860267914497
-2.0,0.0573949996987567,-1.1874261503736912e-21,-0.2568682153220152,0.074274286804767
-1.0,0.0500910569967065,-1.12392710877403e-21,-0.1331855431596258,0.0482387098047527
0.0,0.0395607719147618,-1.005208712415521e-21,0.0841389994577299,0.0064690527352725
1.0,0.0336480975414201,-8.646525121416996e-22,0.2969561760904909,-0.0290401091067372
2.0,0.0294497834855434,-7.2484906914865e-22,0.4995934857082457,-0.0522507541493981
3.0,0.0264907539051998,-6.2284274457705775e-22,0.6568775651604449,-0.058309652486203
4.0,0.0239120421907616,-5.333669806574365e-22,0.7967663753366386,-0.0627067643248694
5.0,0.0220893215075383,-4.544370072140609e-22,0.9220867946059814,-0.0653860945284772
6.0,0.0213982650208396,-3.840680540712058e-22,1.0356657013376285,-0.0662916479601065
7.0,0.0218298903324703,-3.245656758687173e-22,1.146344218813281,-0.0644723959038331
8.0,0.0230772402195003,-2.738549719002253e-22,1.252610565696244,-0.0604700413800319
9.0,0.0250690256101362,-2.2338048897067936e-22,1.3417622634280757,-0.0564676868562306
10.0,0.0277339574325847,-1.645867738850292e-22,1.4010968334503338,-0.0546484347999573
11.0,0.034734092938444,-7.30801341953451e-23,1.4389006590156994,-0.0573338208164099
12.0,0.0478526886546954,-8.014474055170505e-24,1.4566085612570696,-0.0635586588744342
13.0,0.0743444658648666,2.2592265733530785e-24,1.35596538095394,-0.0781627612037627
14.0,0.1102701867506809,6.071332303693328e-24,1.2030802378131007,-0.0980008218394076
15.0,0.1484584942872905,-8.809114545379241e-23,1.0924390297840534,-0.1175235911947316
16.0,0.185348759796541,-2.0407972932249281e-22,1.0253504143515757,-0.1337710624354134
17.0,0.21375924606817,-2.38850009820248e-22,1.013537269173126,-0.1428169456388305
18.0,0.2395778178314414,-2.591765589626148e-22,1.006088177885738,-0.1496480842617396
19.0,0.2657047285049294,-2.7295265748237133e-22,0.9973336776694284,-0.1558541451858307
20.0,0.2906537217775926,-2.7934638124630123e-22,0.9903855059495263,-0.1608464721458529
21.0,0.3191827193225924,-2.7667321823869063e-22,0.9872403209431976,-0.165164496976435
22.0,0.3357383159108872,-2.6873309831643198e-22,0.9829676031741192,-0.1674128881183488
23.0,0.3007528292496125,1.7475157555413111e-22,0.8452830724456972,-0.1548046642146233
24.0,0.2147678397681492,1.1398680704199594e-21,0.5496951183845231,-0.125753288431928
