alpha,Cd,Cs,Cl,Cm
-10.0,0.1231338580385625,1.7408115791459014e-21,-0.3787115745397631,0.0650817063396765
-9.0,0.1157239164234697,1.975193824979697e-21,-0.412632371953559,0.0854687324589038
-8.0,0.1082416301023975,2.1209296121235734e-21,-0.4332072818602878,0.0978346335476155
-7.0,0.1006930444611148,2.199022364186575e-21,-0.443772776136716,0.1041846908634404
-6.0,0.0930842048853903,2.2304755047777427e-21,-0.4476653266596106,0.1065241856640075
-5.0,0.0854211567609929,2.2362924575061226e-21,-0.4482214053057385,0.1068583992069457
-4.0,0.077903476838766,2.1329910951266565e-21,-0.4109082221049922,0.0962749639058703
-3.0,0.0703006897294922,1.8967027131048466e-21,-0.3215225785311955,0.0720750092562328
-2.0,0.0619737626088492,1.637850869115575e-21,-0.2138953336270116,0.0455840621384158
-1.0,0.0513933271915659,1.3620725349859786e-21,-0.0688333143350056,0.0142405141007119
0.0,0.0417049773245791,1.0898431149817988e-21,0.0902851256500038,-0.0103770445519849
1.0,0.0352656886898564,8.857093936072657e-22,0.2109885036606916,-0.0178023209088872
2.0,0.0307346726973007,7.045653035775799e-22,0.3284706472968163,-0.0231650156747274
3.0,0.0275000229682849,5.186591865708478e-22,0.4650360163592084,-0.0305448353226964
4.0,0.0246754727521441,3.334525060575629e-22,0.6117946334590877,-0.0386110750433621
5.0,0.0226762454567138,1.6696687337554866e-22,0.7557646590416187,-0.0451062833207842
6.0,0.0219175644898292,3.722389986262844e-23,0.8839642535519665,-0.0477730086390227
7.0,0.0223885618506374,-5.933515899032881e-23,0.997963081364459,-0.0470454120927673
8.0,0.023718250374095,-1.4056758978020571e-22,1.105166314424638,-0.0454446996910056
9.0,0.0257816747217512,-2.0989959430080624e-22,1.2013453745344889,-0.0438439872892439
10.0,0.0284538795551556,-2.7075737434593453e-22,1.2822716834959982,-0.0431163907429886
11.0,0.0337787814867524,-3.3334044276342443e-22,1.3494518662840935,-0.0449177005830077
12.0,0.0446184648066317,-3.670421436449176e-22,1.399890266351924,-0.0498987153247864
13.0,0.0865779297363509,-1.4967450248219502e-22,1.4380064259327072,-0.1019345183513267
14.0,0.1472195216971444,1.9494969329966328e-22,1.4569191645730892,-0.1518851760761942
15.0,0.2114087346467995,4.91170141869796e-22,1.217328916021014,-0.1535510253487217
16.0,0.2499335675287008,6.60134035820793e-22,0.8400993590909616,-0.1541223150211628
17.0,0.2275910644583192,-2.3681496939301385e-22,0.5790498890989269,-0.1416939903176794
18.0,0.1868043017002955,-1.1337639746068209e-21,0.3429490637661702,-0.1290023352248238
19.0,0.1459036599417388,-2.4020470394567187e-22,0.1266903329609117,-0.1286017004755989
20.0,0.0980589167388229,2.0844052935943786e-21,-0.0693437537957796,-0.1284643961157463
21.0,0.0448902870748251,5.3059642963482374e-21,-0.242184020327474,-0.1286073396407655
22.0,-0.0119820140669767,8.890370582650808e-21,-0.3888612904577414,-0.1290474485461561
23.0,-0.0709377717033051,1.2303522430836996e-20,-0.5064063880101519,-0.1298016403274179
24.0,-0.1303567708508826,1.5011318119241708e-20,-0.5918501368082759,-0.1308868324800505
