alpha,Cd,Cs,Cl,Cm
-10.0,0.1178787827507014,2.2656491307368418e-21,-0.2814872625103468,0.0602664033808302
-9.0,0.1105121725280339,2.1307381956803045e-21,-0.2858340037437684,0.0772456566992661
-8.0,0.1027272910094239,2.0099914469717408e-21,-0.2884705517050241,0.0875445480563502
-7.0,0.0945712657451054,1.9051770086164077e-21,-0.2898244547121554,0.0928331679424204
-6.0,0.0860912242853124,1.8180630046195626e-21,-0.2903232610832038,0.0947816068478146
-5.0,0.0773342941802791,1.7504175589864634e-21,-0.2903945191362108,0.095059955262871
-4.0,0.0672375819926454,1.7056461348793126e-21,-0.2329232913132488,0.0827992713844004
-3.0,0.0566231070141306,1.6713061908868149e-21,-0.1063296513622039,0.0562396633219932
-2.0,0.0483653658885874,1.625393844153978e-21,0.0206563354401628,0.0307147964351559
-1.0,0.0433911184131789,1.5457961004140793e-21,0.1189365431002431,0.0120462979527718
0.0,0.0390931309006255,1.4396201119723053e-21,0.2302415386209301,-0.0067081557312996
1.0,0.0336440778126702,1.2962559999568779e-21,0.3960097443919017,-0.0306157176402893
2.0,0.0292750009496005,1.1563809049511437e-21,0.5748327658723098,-0.0499821860501623
3.0,0.026779382059973,1.049177446924446e-21,0.7313391037008331,-0.0604125046745197
4.0,0.0246803776611057,9.491752706925688e-22,0.8825134009066102,-0.0690774083551073
5.0,0.0232335573311448,8.731517797107315e-22,1.0201326198975342,-0.0749958125562719
6.0,0.0226944906482365,8.378843774341533e-22,1.1359737230814977,-0.0771866327423608
7.0,0.0234769566619805,8.315462014942223e-22,1.2420111644833516,-0.0765674519479195
8.0,0.0257252679730028,8.286339164668178e-22,1.343326583815005,-0.0752052542001486
9.0,0.0292907944859887,8.2541021622389735e-22,1.4213577220149376,-0.0738430564523777
10.0,0.0340249061056232,8.181377946374179e-22,1.457542320021629,-0.0732238756579365
11.0,0.0461353946087575,7.36526555847222e-22,1.4651180962766512,-0.0833553382627745
12.0,0.0678063095417307,5.878108874911768e-22,1.4681569184202248,-0.1011903854567741
13.0,0.108800876306974,3.6304715615336693e-22,1.2944012590266691,-0.1190337267022347
14.0,0.155534799025146,1.9821169445413952e-22,1.0877894196029902,-0.1354982970595625
15.0,0.1886890512000474,1.8095736859783317e-22,1.0318776476630602,-0.1472584948645326
16.0,0.2162112147187511,1.7161748925206445e-22,1.0083537360281625,-0.1555360015561789
17.0,0.2377808259407389,1.6509504772126251e-22,1.0076456685160524,-0.1598874849113084
18.0,0.2575976270573399,1.5786239191774787e-22,1.0074059207290331,-0.1634713168388777
19.0,0.2792489463424646,1.3317667651304118e-22,1.0136400584679663,-0.1680935862643103
20.0,0.3006381339876852,1.13734164281579e-22,1.0222026316650434,-0.1721664891655542
21.0,0.3206586887888566,1.2620940025216032e-22,1.02559927227967,-0.1746477534887338
22.0,0.340054384592009,1.3868463622274168e-22,1.0289982391579235,-0.1768648538836907
23.0,0.3591964411842704,1.3127879406820628e-22,1.0352270281298783,-0.1794902139296338
24.0,0.3779659981468824,1.099958469399959e-22,1.0438420236147694,-0.1823088279547092
