alpha,Cd,Cs,Cl,Cm
-10.0,0.1234315714135491,-3.033774099896768e-22,-0.3359266089927624,0.0652339666544156
-9.0,0.1093090300653182,-2.821962406123789e-22,-0.2816071957744715,0.0571885020515939
-8.0,0.096569154990918,-2.6352407390111874e-22,-0.2339281988534362,0.05102729443928
-7.0,0.0853383892604427,-2.4797391799700652e-22,-0.1953420308351571,0.0466949788998829
-6.0,0.0757431759439862,-2.361587810411525e-22,-0.1683011043251349,0.0441361905158114
-5.0,0.0679099581116424,-2.286916711746667e-22,-0.1552578319288702,0.0432955643694745
-4.0,0.0621002138461803,-2.25359876227284e-22,-0.1519870786360268,0.0456302259332078
-3.0,0.0574062004843506,-2.2324295564803985e-22,-0.1501794261399378,0.0499660259801413
-2.0,0.0522005299772198,-2.1889232500699537e-22,-0.1461608621016072,0.0523006875438747
-1.0,0.0452559586708268,-1.5266125407303205e-22,-0.0383424654112874,0.0304320535536024
0.0,0.0384261110016997,-8.973869004669751e-23,0.1488737037004424,-0.0046317268191912
1.0,0.0326702817897538,-1.7133937250162161e-22,0.3381046025219872,-0.0343034298955
2.0,0.0284834195523948,-2.5294005495654563e-22,0.5239844425563664,-0.0538248739959508
3.0,0.0259620285199907,-1.8664741875524984e-22,0.6766702760416919,-0.0592117614993185
4.0,0.0238425229494721,-3.226562188806799e-23,0.8169362609610502,-0.0631462067494031
5.0,0.022382162513717,1.4346116803994185e-22,0.943421477582331,-0.065558208296156
6.0,0.0218382068856035,2.737887834237215e-22,1.0547650061734235,-0.0663777646895289
7.0,0.022355255673131,3.55126486150418e-22,1.1548717291437447,-0.064807245530352
8.0,0.0238301869633662,4.263655425421032e-22,1.246594566579796,-0.0613521033801629
9.0,0.0261486781477882,4.844847916461063e-22,1.3269946552650953,-0.0578969612299738
10.0,0.0291964066178762,5.264630725097554e-22,1.39313313198316,-0.056326442070797
11.0,0.0361931974385998,5.584720248911993e-22,1.454017330832036,-0.0602084877441867
12.0,0.0494876791442494,5.740306057263521e-22,1.4858875048497686,-0.068932445242251
13.0,0.0818989373444503,5.4282608139092125e-22,1.3551696504873776,-0.0878557758564273
14.0,0.1244691909338605,5.089186429475355e-22,1.1768248037824254,-0.1107075349354289
15.0,0.1617215337698045,5.046195483671992e-22,1.0875124925895288,-0.1281290286866834
16.0,0.1947877693132464,5.030233678948174e-22,1.0391341881127485,-0.1409440264056667
17.0,0.2191754297510846,5.419897499381309e-22,1.0285258456394688,-0.1475270572297605
18.0,0.2410807839185674,5.853138873724895e-22,1.0243067242493131,-0.1524371272949481
19.0,0.2643070242601238,5.923667292202891e-22,1.0239867208052753,-0.1573530307691327
20.0,0.2865974737596425,5.9506181567704345e-22,1.0236732392355226,-0.1612304024737978
21.0,0.3063347061131695,5.947649713365387e-22,1.0186964040036652,-0.1634752201113285
22.0,0.3258591039760449,5.93894535872818e-22,1.0140168114408443,-0.165567932527738
23.0,0.3470942599892227,5.727131841091183e-22,1.0158813807962217,-0.1685184181222247
24.0,0.3694364497077941,5.2726541198696965e-22,1.021914718936988,-0.1720615860070174
