alpha,Cd,Cs,Cl,Cm
-10.0,0.1108116522876312,-1.3318470367061016e-21,-0.2498681581466391,0.0544674891510176
-9.5,0.1100126156963255,-1.349847415847465e-21,-0.2782826360085718,0.0626251953963974
-9.0,0.108661324343371,-1.3642610035732061e-21,-0.3010351883924809,0.0691573808401148
-8.5,0.1068149803235472,-1.3754863322628385e-21,-0.3187549181292581,0.0742446589045768
-8.0,0.1045307857316339,-1.383921934295876e-21,-0.3320709280497948,0.0780676430121902
-7.5,0.1018659426624106,-1.3899663420518318e-21,-0.3416123209849826,0.080806946585362
-7.0,0.098877653210657,-1.39401808791022e-21,-0.3480081997657128,0.0826431830464991
-6.5,0.0956231194711527,-1.396475704250554e-21,-0.351887667222877,0.0837569658180086
-6.0,0.0921595435386774,-1.3977377234523468e-21,-0.3538798261873668,0.0843289083222972
-5.5,0.0885441275080108,-1.3982026778951125e-21,-0.3546137794900736,0.0845396239817719
-5.0,0.0848340734739325,-1.3982690999583648e-21,-0.3547186299618888,0.0845697262188398
-4.5,0.0800836729244058,-1.385002918189812e-21,-0.3390420721318088,0.0824202362403489
-4.0,0.0738241294714341,-1.3496116879514008e-21,-0.2975984061101417,0.0766693384999171
-3.5,0.0668280133958569,-1.2987063818440037e-21,-0.2387666430997469,0.0683633912901055
-3.0,0.0598678949785136,-1.2388979724684924e-21,-0.1709257943034837,0.0585487529034754
-2.5,0.0537163445002438,-1.176797432425739e-21,-0.1024548709242114,0.048271781632588
-2.0,0.0491459322418869,-1.1190157343166153e-21,-0.0417328841647893,0.0385788357700045
-1.5,0.0460198824176772,-1.0626094085345268e-21,0.0108016201426883,0.0287818427960436
-1.0,0.0434667946336675,-1.0015675739508945e-21,0.0629127836869984,0.0179206732091829
-0.5,0.0411573022584248,-9.37900085883617e-22,0.1185256265465884,0.0066335998292219
0.0,0.0387620386605163,-8.736167996505914e-22,0.1815651687999054,-0.00444110452404
0.5,0.0360277402419184,-8.026498932354609e-22,0.2593901937291751,-0.0161780859490238
1.0,0.0331846315804466,-7.260537042627391e-22,0.3500935222692885,-0.0285694725924971
1.5,0.0306285783084259,-6.565213275116307e-22,0.4437012309776902,-0.0396532147071796
2.0,0.0287554460581816,-6.0674585776133935e-22,0.5302393964118252,-0.0474672625457916
2.5,0.0273734877675563,-5.741403527997946e-22,0.6101476220352305,-0.0528786805729058
3.0,0.0260524001510539,-5.468439547491757e-22,0.6898316789875413,-0.0579783635392763
3.5,0.0248302145059911,-5.236388848900617e-22,0.7682668953403492,-0.0626400071268947
4.0,0.0237449621296843,-5.033073645030322e-22,0.8444285991652458,-0.0667373070177529
4.5,0.0228346743194502,-4.8463161486866655e-22,0.9172921185338228,-0.0701439588938422
5.0,0.0221373823726053,-4.663938572675436e-22,0.9858327815176716,-0.0727336584371545
5.5,0.0216911175864663,-4.473763129802429e-22,1.049025916188384,-0.0743801013296813
6.0,0.0215339112583496,-4.263612032873436e-22,1.1058468506175525,-0.0749569832534144
6.5,0.0216943861329512,-4.0153280868077904e-22,1.1603543969572097,-0.074507731309572
7.0,0.022164722519717,-3.732726492723792e-22,1.2158127653632609,-0.0733233398212604
7.5,0.0229282880630885,-3.436588057725685e-22,1.2700053809131018,-0.0716488553033025
8.0,0.0239684504075072,-3.147693588917716e-22,1.320715668684131,-0.0697293242705215
8.5,0.0252685771974145,-2.886823893404127e-22,1.365727053753745,-0.0678097932377406
9.0,0.0268120360772519,-2.6747597782891667e-22,1.4028229611993408,-0.0661353087197827
9.5,0.0285821946914609,-2.5322820506770768e-22,1.4297868160983158,-0.0649509172314711
10.0,0.030562420684483,-2.4801715176721034e-22,1.444402043528067,-0.0645016652876288
10.5,0.033947291609916,-2.667671390795412e-22,1.4516441332414538,-0.0659314512090525
11.0,0.0396370854660977,-3.1292778860473e-22,1.4575640586070189,-0.0696306731606777
11.5,0.0471737205645791,-3.713651317250717e-22,1.4615584701256823,-0.0747141274235352
12.0,0.0560991152169112,-4.2694519982286085e-22,1.4630240182983656,-0.0802966102786558
12.5,0.0693414270904374,-4.761379328064538e-22,1.4262343401997868,-0.087566346162779
13.0,0.0880475223680259,-5.27162377779413e-22,1.3403602522005649,-0.0972330503834448
13.5,0.1090873821345145,-5.825082269168435e-22,1.242144173745472,-0.1076937555278846
14.0,0.1293309874747411,-6.446651723938501e-22,1.16832852427928,-0.1173454941833299
14.5,0.1493001928768931,-7.348212854597182e-22,1.1179442381309437,-0.1266759763438967
15.0,0.1702213055110796,-8.470537482673554e-22,1.0709646503429533,-0.1362555628862974
15.5,0.19002098548502,-9.431859193472993e-22,1.0355457814303837,-0.1446052627216575
16.0,0.2066258929064338,-9.85041157230088e-22,1.0198436519083096,-0.1502460847611022
16.5,0.2197502124794184,-9.867908450364604e-22,1.0170662874265095,-0.1535543825939099
17.0,0.2310977030215999,-9.880515668444394e-22,1.0150186977848918,-0.1560965423745395
17.5,0.2415793858109914,-9.888144826204874e-22,1.0137523797237242,-0.1581786218618874
18.0,0.2521062821256056,-9.890707523310673e-22,1.0133188299832752,-0.16010667881485
18.5,0.262809036793946,-9.82586357529844e-22,1.0136701316119383,-0.1619548396691582
19.0,0.2732541891098212,-9.664075964789728e-22,1.0145356433442807,-0.163621088819349
19.5,0.2835066020492019,-9.454461042076518e-22,1.0156327754498318,-0.1651472709625278
20.0,0.2936311385880585,-9.24613515745079e-22,1.0166789381981205,-0.1665752307958001
20.5,0.303586707643546,-9.029996945776452e-22,1.0175624838015755,-0.1678803838947653
21.0,0.3133637585369111,-8.782618862617954e-22,1.018452836011624,-0.1690705478946611
