alpha,Cd,Cs,Cl,Cm
-10.0,0.122546573076266,1.242138678946769e-21,-0.3088564506446254,0.0605061143794596
-9.5,0.11793215005532,1.3525325021944349e-21,-0.3195972925667664,0.0685369351208477
-9.0,0.1133972670998442,1.4409290322488389e-21,-0.328197892925086,0.0749675185189335
-8.5,0.1089402624630475,1.5097724127981217e-21,-0.3348960563377865,0.0799756687229726
-8.0,0.1045594743981387,1.5615067875304229e-21,-0.3399295874230703,0.0837391898822209
-7.5,0.1002532411583269,1.5985763001338829e-21,-0.3435362907991398,0.0864358861459343
-7.0,0.0960199009968208,1.6234250942966414e-21,-0.3459539710841974,0.0882435616633685
-6.5,0.0918577921668296,1.6384973137068396e-21,-0.3474204328964455,0.0893400205837794
-6.0,0.0877652529215621,1.646237102052617e-21,-0.3481734808540863,0.0899030670564229
-5.5,0.0837406215142272,1.6490886030221137e-21,-0.3484509195753224,0.0901105052305547
-5.0,0.0797822361980339,1.6494959603034701e-21,-0.3484905536783562,0.0901401392554307
-4.5,0.0759966790705553,1.6087886429285233e-21,-0.3363103253503615,0.0870092662603577
-4.0,0.0724133906467291,1.498868465365949e-21,-0.3033345494286829,0.0786849739544894
-3.5,0.0689149968058109,1.3380380894591469e-21,-0.2549105895067778,0.0667697523568515
-3.0,0.0653841234270563,1.144600177051517e-21,-0.1963858091781041,0.0528660914864699
-2.5,0.0617033963897211,9.368573899864588e-22,-0.1331075720361196,0.0385764813623703
-2.0,0.0577554415730607,7.331123901073714e-22,-0.0704232416742819,0.0255034120035786
-1.5,0.0531604798030625,5.0203032358094e-22,0.000346895729077,0.0123827430972856
-1.0,0.0480844972012635,2.2606271847664062e-22,0.0853369159166389,-0.0019441069590179
-0.5,0.0432287675902434,-5.580819050793926e-23,0.1753809981764662,-0.0157163100808566
0.0,0.0392945647925822,-3.0460016867521196e-22,0.2613133217966217,-0.027173038183755
0.5,0.0361804650476932,-5.205207443065566e-22,0.3421577447146814,-0.0366809325513925
1.0,0.0333980408668077,-7.244167815789623e-22,0.4223483431214091,-0.0453795857138254
1.5,0.031068060480232,-9.082650496382572e-22,0.5008346236846491,-0.052667596456143
2.0,0.0293112921182726,-1.06404231763027e-21,0.5765660930722456,-0.0579435635634348
2.5,0.0278960646580066,-1.205735308324429e-21,0.6513145206726397,-0.0619397576165296
3.0,0.0265373549427699,-1.3486898403750462e-21,0.7267519365951786,-0.0657235439854987
3.5,0.0252759031522561,-1.4869213267552797e-21,0.8016782385890648,-0.0691961636392947
