alpha,Cd,Cs,Cl,Cm
-10.0,0.1057662723266884,-5.817018081480684e-22,-0.2092124253447052,0.0469896304595866
-9.5,0.1052957010715932,-4.734389480172327e-22,-0.2466178348105712,0.0621002006194652
-9.0,0.1042474674393535,-3.849754995837386e-22,-0.2765697678515046,0.0741998084596632
-8.5,0.1026843064537022,-3.1433216819484437e-22,-0.29989638851472,0.083623005349034
-8.0,0.1006689531383717,-2.595296591978084e-22,-0.3174258608474321,0.090704342656431
-7.5,0.0982641425170949,-2.1858867793988958e-22,-0.3299863488968558,0.0957783717507076
-7.0,0.0955326096136044,-1.8952992976834585e-22,-0.3384060167102056,0.0991796440007172
-6.5,0.0925370894516329,-1.7037412003043604e-22,-0.3435130283346966,0.1012427107753131
-6.0,0.0893403170549131,-1.5914195407341858e-22,-0.3461355478175433,0.1023021234433489
-5.5,0.0860050274471777,-1.5385413724455196e-22,-0.3471017392059605,0.1026924333736779
-5.0,0.0825939556521595,-1.525313748910944e-22,-0.347239766547163,0.1027481919351535
-4.5,0.0780802277541945,-1.7715964980900917e-22,-0.3269921175983495,0.0985029128358534
-4.0,0.0719517644096791,-2.41812710193114e-22,-0.27405300988443,0.0874577852237359
-3.5,0.0650434925004361,-3.3264290948894963e-22,-0.200128202104186,0.0721488736274745
-3.0,0.0581903389082884,-4.358026011420568e-22,-0.1169234529563987,0.0551122425757432
-2.5,0.0522272305150588,-5.374441385979766e-22,-0.0361445211398498,0.0388839565972156
-2.0,0.0479890942025702,-6.237198753022495e-22,0.0305028346466794,0.0260000802205656
-1.5,0.0452950394019555,-6.912309635773826e-22,0.0816293209522918,0.0163803845109953
-1.0,0.0431675005939991,-7.5324056387570885e-22,0.128015565499534,0.0077500870047693
-0.5,0.0412463922350003,-8.208940418375086e-22,0.1762106913497895,-0.0006465780628451
0.0,0.0391716287812586,-9.053367631030614e-22,0.2327638215644422,-0.009565376456581
0.5,0.0364294018804597,-1.040274756780968e-21,0.3071174533139515,-0.0205600690515333
1.0,0.0333496080690864,-1.2198188183473292e-21,0.3958740912344284,-0.0328001549412428
1.5,0.0308377191366331,-1.3957214629936769e-21,0.4863228695857339,-0.0434650072181109
2.0,0.0297992068725944,-1.5197352059115424e-21,0.5657529226277288,-0.0497339989745391
2.5,0.0298099898895126,-1.5973290760615377e-21,0.6370590836514817,-0.0526021878420406
3.0,0.0298439440219603,-1.6667461944836344e-21,0.71094935451362,-0.0549885873813188
3.5,0.0299034768924766,-1.7289002144884052e-21,0.7864326223223443,-0.0569585045785595
4.0,0.0299909961236008,-1.784704789386423e-21,0.8625177741858545,-0.0585772464199487
4.5,0.0301089093378719,-1.83507357248826e-21,0.9382136972123506,-0.0599101198916724
5.0,0.0302596241578294,-1.8809202171044884e-21,1.0125292785100326,-0.0610224319799166
5.5,0.0304455482060123,-1.923158376545682e-21,1.0844734051871012,-0.0619794896708673
6.0,0.03066908910496,-1.962701704122412e-21,1.1530549643517556,-0.0628465999507103
6.5,0.0309326544772115,-2.0004638531452523e-21,1.2172828431121965,-0.0636890698056318
7.0,0.0312386519453062,-2.037358476924775e-21,1.2761659285766236,-0.0645722062218176
7.5,0.0315894891317833,-2.074299228771552e-21,1.3287131078532368,-0.0655613161854537
8.0,0.0319875736591819,-2.1121997619961573e-21,1.373933268050237,-0.0667217066827262
8.5,0.0324353131500414,-2.1519737299091618e-21,1.4108352962758235,-0.0681186846998209
9.0,0.0329351152269008,-2.19453478582114e-21,1.438428079638197,-0.0698175572229239
9.5,0.0334893875122995,-2.240796583042663e-21,1.4557205052455573,-0.0718836312382212
10.0,0.0341005376287767,-2.2916727748843035e-21,1.4617214602061042,-0.0743822137318986
10.5,0.0373355050449733,-2.3434292130928936e-21,1.461744757491489,-0.0781379604938626
11.0,0.0448029000519065,-2.3954235734136498e-21,1.4617637082441663,-0.0835519624471871
11.5,0.0550676365056796,-2.4532072451547243e-21,1.461776446828542,-0.0900541792778089
12.0,0.0666946282623961,-2.5223316176242687e-21,1.4617811076090217,-0.0970745706716652
12.5,0.0835508522638987,-2.614860625520905e-21,1.4114175215846507,-0.1056676106922879
13.0,0.1070074612528714,-2.7305142046312962e-21,1.2976891723284676,-0.1160493485913485
13.5,0.1318856327866782,-2.8563277458956573e-21,1.1766396730658673,-0.1263921068369928
14.0,0.1530065444226835,-2.9793366402542048e-21,1.104312637022244,-0.1348682078973669
14.5,0.1698995941636856,-3.120612174480387e-21,1.0768953912495134,-0.1418743088300942
15.0,0.1854523561175613,-3.278947804859896e-21,1.054647430582876,-0.1484429334655567
15.5,0.1995232719992926,-3.4079621766013094e-21,1.039720619922656,-0.1537002044310377
16.0,0.2119707835238612,-3.461273934913208e-21,1.0342668241691777,-0.1567722443538206
16.5,0.2226203612732195,-3.456612597653176e-21,1.0343999125996095,-0.1580929322498927
17.0,0.2319633560338871,-3.446357655681106e-21,1.0347635175358494,-0.1589385727128668
17.5,0.2408570298276965,-3.436102713709036e-21,1.0353041484453118,-0.1596989267364638
18.0,0.2501586446764804,-3.4314413764490035e-21,1.0359683147954128,-0.1607637553144044
18.5,0.2600628495615518,-3.459426605366656e-21,1.037265142622223,-0.1625082716038648
19.0,0.2701280358639625,-3.520994108985491e-21,1.0394223000891838,-0.1647594163216519
19.5,0.2802570792051525,-3.582561612604327e-21,1.0419641098547676,-0.1670845418009327
20.0,0.2903528552065619,-3.61054684152198e-21,1.044414894577446,-0.1690510003748744
20.5,0.3004574355100582,-3.606852854843212e-21,1.0467983024546097,-0.1705784563746326
21.0,0.3105999628368633,-3.5987260841499225e-21,1.0493240161036843,-0.1719350174036834
21.5,0.320663919427449,-3.5905993134566336e-21,1.0517954098131994,-0.1732107007036742
22.0,0.330532787522287,-3.5869053267778656e-21,1.054015857871682,-0.1744955235162524
22.5,0.3401936295744865,-3.596203560991373e-21,1.055986702774631,-0.175805342218959
23.0,0.3497088294236191,-3.621254394707533e-21,1.0578279659352257,-0.1770956913298373
23.5,0.3590748513898498,-3.6577920245397976e-21,1.0595210400185138,-0.1783661053012872
24.0,0.3682881597933437,-3.701550647101624e-21,1.061047317689545,-0.1796161185857087
24.5,0.3773452189542661,-3.748264459006463e-21,1.0623881916133682,-0.1808452656355016
