alpha,Cd,Cs,Cl,CmRoll,CmPitch,CmYaw,Cd(f),Cd(r),Cs(f),Cs(r),Cl(f),Cl(r),xcp,Ux_final,Uy_final,k_final,p_final,omega_final,Iter,yplus_max
-10.0,0.0940982450065733,-6.638757457622817e-22,-0.2305337232124537,0.2305337232124537,0.0463326586318861,0.0940982450065733,0.2775828457157404,-0.183484600709167,0.0940982450065733,-0.0940982450065733,-0.0689342029743407,-0.161599520238113,0.440378414064,8.082817201511929e-09,2.5093830407487088e-08,5.684305876900233e-10,7.424270233595022e-08,5.35562291006908e-12,1027,0.2200269639508424
-5.0,0.0460075833253219,-4.7051532524119145e-22,-0.0312380084836793,0.0312380084836793,0.02710767283161,0.0460075833253219,0.0542418001463403,-0.0082342168210184,0.0460075833253219,-0.0460075833253219,0.0114886685897703,-0.0427266770734497,1.02166161793,6.2789666214836255e-09,3.1217615231034975e-08,4.3451047938365087e-10,5.369496423666764e-08,3.846060525172756e-12,811,0.2212252143693195
-2.0,0.0529685399265879,-5.606794154508313e-22,-0.1933152212870478,0.1933152212870478,0.0554558670554667,0.0529685399265879,0.2197994912503417,-0.1668309513237538,0.0529685399265879,-0.0529685399265879,-0.0412017435880571,-0.1521134776989906,0.53432194105,1.569479312626035e-09,4.030816665819655e-08,8.801099539731185e-10,2.670622727292766e-08,6.164969357946229e-12,744,0.2248931317761822
2.0,0.0308025474549874,-7.680269358553908e-23,0.4254423838807646,-0.4254423838807646,-0.0418831513003283,0.0308025474549874,-0.4100411101532709,0.4408436576082583,0.0308025474549874,-0.0308025474549874,0.1708380406400539,0.2546043432407107,0.348257700118,1.6933878464102667e-09,1.6195471975232922e-07,8.605600989019948e-10,9.338882139695753e-08,1.9553854265208976e-11,5001,0.3166075042200722
6.0,0.0204360133249898,3.7952345089216177e-22,0.906658841682394,-0.906658841682394,-0.0460400749139381,0.0204360133249898,-0.896440835019899,0.9168768483448888,0.0204360133249898,-0.0204360133249898,0.4072893459272589,0.4993694957551352,0.300938966236,3.372216557107122e-09,4.6198947219903844e-08,4.365616688001676e-10,4.3606406761497784e-08,1.3384571091037308e-11,484,0.4192526313837495
10.0,0.0289292313942614,6.690517783538552e-22,1.2789475483892263,-1.2789475483892263,-0.0398458391619115,0.0289292313942614,-1.264482932692096,1.2934121640863572,0.0289292313942614,-0.0289292313942614,0.5996279350327017,0.6793196133565248,0.281510121157,3.725176756631107e-09,2.749565919859011e-08,2.2784053924109566e-10,2.4584058218602533e-08,9.429696683737782e-12,438,0.518462215538692
12.0,0.0514196436855626,7.382571588164469e-22,1.386117221399082,-1.386117221399082,-0.0557825399889838,0.0514196436855626,-1.3604073995563006,1.4118270432418634,0.0514196436855626,-0.0514196436855626,0.6372760707105571,0.7488411506885247,0.290820933808,2.869266397493206e-09,2.764432008164734e-08,7.468852105160944e-10,2.00900655510593e-08,7.1478553060841415e-12,432,0.5478084244076218
14.0,0.2138595871874232,3.4426515778440774e-22,0.7856997988480475,-0.7856997988480475,-0.1462029414318122,0.2138595871874232,-0.678770005254336,0.892629592441759,0.2138595871874232,-0.2138595871874232,0.2466469579922115,0.539052840855836,0.429588767401,3.820457214549224e-09,1.418473900618206e-08,3.06444330847483e-10,7.779051571611741e-08,1.3838232212585299e-11,1589,0.3197763674023258
16.0,0.1588892130785745,1.3253865514466016e-21,0.2478824787100319,-0.2478824787100319,-0.1325706873044334,0.1588892130785745,-0.1684378721707446,0.3273270852493192,0.1588892130785745,-0.1588892130785745,-0.0086294479494174,0.2565119266594493,0.719982600836,2.72494919805512e-07,2.804471973913641e-07,1.437334054267812e-08,8.851981971667033e-07,7.918318118284322e-11,5001,0.377732825685276
18.0,0.5709879045893688,3.7410457551593863e-22,1.7718169326901698,-1.77181693269017,-0.2445993703401445,0.5709879045893688,-1.4863229803954856,2.0573108849848545,0.5709879045893688,-0.5709879045893688,0.6413090960049403,1.1305078366852297,0.381396035226,6.727092448932349e-08,2.783896765315157e-07,1.5018593886599236e-09,7.778771541192111e-07,5.6538355185060006e-11,5001,0.3459892095683209
