file_path,n_ribs,Umag,Re,alpha,beta,is_with_corrected_polar,is_with_stall,smoothness_factor,spanwise_panel_distribution,n_panels,cl,cd,cs,cmy,cmz
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,35,0.6677675906324939,0.060071090718591236,2.0353111394279127e-16,0.13954186708570004,-4.84099467859348e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,140,0.6603824697275084,0.06982250972724806,2.1275448827984747e-17,0.10718233763306524,1.4084415728169724e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,20,0.6920082682706491,0.061997772668292005,-6.171597066187819e-17,0.13917181023536418,3.496193695793078e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,100,0.6055204146982527,0.06812863967483325,1.4720760800447938e-16,0.11090947671956802,2.465876860742063e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,170,0.6554976101909967,0.0684282686307701,3.5822247714057503e-17,0.1379859708495424,-3.9594096774765616e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,False,0.08,split_provided,30,0.6391259277191619,0.06398260934661976,-9.060535970414743e-17,0.1457881976793194,3.678983151475779e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,35,0.6217021949553804,0.06535554146926864,1.6504005397185703e-16,0.12210698205402598,-1.1197996199153168e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,140,0.6717700258529241,0.06827927637600706,4.7550821799480475e-17,0.12500186857848153,-4.2970812163933594e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,20,0.6167977197231458,0.06988832111425397,1.8999501509299866e-16,0.1388973451511462,-4.0131793716002075e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,100,0.6689421427730332,0.06020258274746888,-1.0317206699527701e-17,0.10897183588298923,1.0339731759757564e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,170,0.6039776008879443,0.06318096343486519,8.459295666580397e-17,0.1481073565794545,-1.3263860771391969e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,False,True,0.08,split_provided,30,0.6769238212525722,0.062478509587545285,-3.156982786227362e-17,0.13147880144848578,-4.3731739056874564e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,35,0.6879227664588137,0.06189371770189168,1.619827901592619e-16,0.11003027059552711,-1.674934708473368e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,140,0.65260991648992,0.06266454438917766,2.1118799996514808e-16,0.13306348318553288,-2.015021270545158e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,20,0.6130435893686121,0.06312198695560074,-7.747026232753394e-17,0.13004169836606266,1.798882460213503e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,100,0.6664857031805455,0.0672659259979108,-7.405639367092322e-17,0.11411337373041522,1.32961407140227e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,170,0.6536261584364192,0.06670910581688141,2.725919417871001e-16,0.12733111037242922,-1.7903062748999873e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,10,True,True,0.08,split_provided,30,0.6361819137908221,0.06581302028450967,6.803964608562617e-18,0.11992727063162083,4.3013109881594914e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,35,0.6754364284157354,0.06798006101900289,8.49191906156875e-17,0.13926200120045354,3.2975305516751215e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,140,0.6432154239871747,0.06633149731911998,-6.830148486809538e-17,0.14768421938473164,2.2433065556292845e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,20,0.6482226978725615,0.060717353432087146,-3.329154310727675e-17,0.12469114433584555,2.3445083822756877e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,100,0.6958195722805431,0.061457236410989546,-1.373104599969455e-16,0.11289004130121895,-4.480039298752526e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,170,0.6150265052362368,0.0645300574364002,7.051298509283847e-17,0.1330532221896883,1.2917340849581865e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,False,0.08,linear,30,0.6584742726797579,0.06129305309225567,1.4344447732424026e-17,0.13766744115654622,2.4042052363604266e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,35,0.6015206385023801,0.06796823961612908,2.382333168626662e-16,0.1330381835359455,9.773837188010574e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,140,0.6866045841561779,0.0660552132499031,5.891470497458714e-17,0.10884707721934908,-1.7596739381740133e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,20,0.6726767958387574,0.06506057084924464,-1.8692843694287413e-16,0.10879191987694588,-1.191470670811342e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,100,0.6776847391526021,0.06226827232733607,-1.4436925167694775e-16,0.10539756384843739,-1.2302659708196585e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,170,0.6675554624323307,0.06140196952630538,1.6333178555313818e-16,0.11670459767202063,2.2851139360711223e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,False,0.08,linear,30,0.620348903575164,0.060852965843247064,-7.152324326168688e-17,0.13487973351722915,-1.6365089482261594e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,35,0.6995452089891394,0.06212870007770035,-1.8518455093780638e-16,0.13912477985806565,3.3042240413519574e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,140,0.6456989731810396,0.06685935798987161,6.383146925968488e-17,0.12021693583307928,-1.4521545480214237e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,20,0.6893242290519811,0.06869454286569783,-4.539084708985061e-17,0.12335775677587676,6.943287446025109e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,100,0.653854454021302,0.06514565208404845,1.744490488783267e-16,0.13600590813428,-6.946211927756674e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,170,0.6010781208147833,0.06428764474492131,-1.9046504642658673e-16,0.11419546956805847,4.1199339950289663e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,False,True,0.08,linear,30,0.6989320903572872,0.0680364111181195,-1.9346088406776923e-16,0.11990835444743009,3.512385377842027e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,35,0.6733265528864099,0.06455726115878342,-1.7529226953180678e-17,0.12676917781216604,-4.842827835515132e-19
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,140,0.6166359004709044,0.06217602138193089,7.948209558467597e-17,0.14108972342392032,-8.348494795935423e-18
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,20,0.6385584824739823,0.06555500412302961,-2.9505700623386997e-17,0.1343385841330347,-1.7074356277640833e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,100,0.6743004829052592,0.06123380537308027,1.4473798544078508e-17,0.1171887698339764,-2.1448586284715634e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,170,0.6930544279972144,0.06513269266929256,2.7212257627483463e-17,0.14011442383930517,2.7384140555427295e-17
/home/jellepoland/ownCloud/phd/code/Vortex-Step-Method/data/TUDELFT_V3_LEI_KITE/geometry_corrected.csv,36,3.15,5.549631284916201,6.8,20,True,True,0.08,linear,30,0.6131802981017561,0.06670917796415804,1.030482264349786e-16,0.11345081068448289,-5.752719749084964e-18
