alpha,cl,cd,cm,cl_breukels,cd_breukels,cm_breukels
-0.3953705040232053,-0.08171123108707087,0.1987909399982884,-2.4641033468022764,0.2737934615767648,-0.11426682582047533,-2.4566756363031312
-0.37399912542735636,-0.0881994938744059,0.1877656617028195,-2.1966865147749113,0.24849500476332312,-0.09752710259838297,-2.1892588042757666
-0.3526277468315074,-0.09872166401346047,0.17667372079387436,-1.9441261734157331,0.22387543502291124,-0.08238822957026676,-1.936698462916588
-0.3312563682356584,-0.12408926379278332,0.16517693053303137,-1.706422322724742,-1.5284727460356011,0.17005234333299746,-1.6989946122255966
-0.30988498963980954,-0.15944224389828138,0.15373757807152197,-1.483574962701938,-1.658477783004865,0.15373757807152197,-1.4761472522027934
-0.2885136110439606,-0.17696071063348312,0.1385104638274781,-1.2755840933473208,-1.7402793131298093,0.1385104638274781,-1.268156382848176
-0.26714223244811164,-0.17600916424978408,0.12437100060086591,-1.0824497146608905,-1.7773250055617056,0.12437100060086591,-1.075022004161745
-0.24577085385226272,-0.17030821801594725,0.11131918839168546,-0.9041718266426472,-1.7730625294518259,0.11131918839168546,-0.8967441161435022
-0.2243994752564138,-0.1641984478231146,0.09935502719993673,-0.7407504292925908,-1.7309395539514423,0.09935502719993673,-0.7333227187934461
-0.20302809666056484,-0.15807599884352275,0.08847851702561967,-0.5921855226107213,-1.654403748211827,0.08847851702561967,-0.5847578121115764
-0.18165671806471592,-0.15195354986393092,0.07868965786873433,-0.458477106597039,-1.5469027813842515,0.07868965786873433,-0.451049396097894
-0.16028533946886703,-0.1458311008843391,0.06998844972928073,-0.3396251812515435,-1.4118843226199886,0.06998844972928073,-0.33219747075239875
-0.13891396087301805,-0.13970865190474724,0.06237489260725877,-0.23562974657423486,-1.2527960410703094,0.06237489260725877,-0.22820203607508993
-0.11754258227716913,-0.13358620292515538,0.05584898650266855,-0.14649080256511315,-1.0730856058864866,0.05584898650266855,-0.13906309206596829
-0.09617120368132016,-0.12744808178892333,0.050410731415510016,-0.0722083492241784,-0.8762006862197919,0.050410731415510016,-0.06478063872503344
-0.07479982508547126,-0.12077654109422839,0.04606012734578321,-0.012782386551430644,-0.6655889512214977,0.04606012734578321,-0.005354676052285817
-0.05342844648962234,-0.10730504797870682,0.042797174293488095,0.031787085453130165,-0.44469807004287576,0.042797174293488095,0.039214795952275006
-0.03205706789377336,-0.059693047551691324,0.04062187225862468,0.06150006678950405,-0.2169757118351975,0.04062187225862468,0.06892777728864893
-0.010685689297924456,0.014130454250263685,0.03953422124119298,0.08378426795683584,0.014130454250263685,0.03953422124119298,0.08378426795683584
0.010685689297924456,0.24517275906223662,0.03953422124119298,0.08378426795683584,0.24517275906223662,0.03953422124119298,0.08378426795683584
0.032057067893773425,0.4727035334494498,0.04062187225862469,0.06892777728864888,0.4727035334494498,0.04062187225862469,0.06892777728864888
0.05342844648962234,0.6932751082606302,0.042797174293488095,0.039214795952275006,0.6932751082606302,0.042797174293488095,0.039214795952275006
0.07479982508547126,0.9034398143445063,0.04606012734578321,-0.005354676052285817,0.9034398143445063,0.04606012734578321,-0.005354676052285817
0.09617120368132016,1.0997499825498056,0.050410731415510016,-0.06478063872503344,1.0997499825498056,0.050410731415510016,-0.06478063872503344
0.1175425822771692,1.2787579437252576,0.05584898650266856,-0.1390630920659685,1.2787579437252576,0.05584898650266856,-0.1390630920659685
0.1389139608730181,1.4370160287195883,0.062374892607258786,-0.22820203607509015,1.4370160287195883,0.062374892607258786,-0.22820203607509015
0.16028533946886703,1.5710765683815269,0.06998844972928073,-0.33219747075239875,1.5710765683815269,0.06998844972928073,-0.33219747075239875
0.18165671806471592,1.6774918935598004,0.07868965786873433,-0.451049396097894,1.6774918935598004,0.07868965786873433,-0.451049396097894
0.20302809666056484,1.7528143351031378,0.08847851702561967,-0.5847578121115764,1.7528143351031378,0.08847851702561967,-0.5847578121115764
0.22439947525641388,1.793596223860267,0.09935502719993676,-0.7333227187934466,1.793596223860267,0.09935502719993676,-0.7333227187934466
0.24577085385226277,1.7963898906799152,0.1113191883916855,-0.8967441161435027,1.7963898906799152,0.1113191883916855,-0.8967441161435027
0.2671422324481117,1.757747666410811,0.12437100060086594,-1.075022004161746,1.757747666410811,0.12437100060086594,-1.075022004161746
0.2885136110439606,1.6742218819016825,0.1385104638274781,-1.268156382848176,1.6742218819016825,0.1385104638274781,-1.268156382848176
0.30988498963980954,1.5423648680012567,0.15373757807152197,-1.4761472522027934,1.5423648680012567,0.15373757807152197,-1.4761472522027934
0.33125636823565857,1.3587289555582618,0.17005234333299762,-1.6989946122255986,1.3587289555582618,0.17005234333299762,-1.6989946122255986
0.35262774683150744,1.0621040652147447,0.19497566091834323,-1.944126173415734,0.2238754350229113,0.08238822957026679,-1.9366984629165889
0.37399912542735636,0.9520729901287751,0.21895090259042835,-2.1966865147749117,0.24849500476332312,0.09752710259838297,-2.1892588042757666
0.3953705040232053,0.9386521741048188,0.24339636947359422,-2.4641033468022764,0.2737934615767648,0.11426682582047533,-2.4566756363031312
0.4167418826190542,0.9488369294991055,0.26788450831790434,-2.7463766694978275,0.2996522024960959,0.1326471411782564,-2.738948958998683
0.43811326121490307,0.9610204081632656,0.292374287235006,-3.0435064828615674,0.32594955249153845,0.1527000853290412,-3.036078772362422
0.45948463981075216,0.973263667380107,0.31686080566868896,-3.3554430805578512,0.35256127150020733,0.17444980887318762,-3.34806507639435
0.480856018406601,0.9854510201612996,0.34123551123107443,-3.6805404148166616,0.37936107234424704,0.19791242844962992,-3.674907871094461
0.50222739700245,0.996922989403218,0.36417944971491123,-3.9987952249563756,0.40622114740596743,0.22309591232950626,-4.0166071564627615
0.5235987755982988,1.0047709271380674,0.3798753251846099,-4.2219823956378875,0.43301270189221924,0.24999999999999992,-4.373162932499246
